#,Player,Team,GP,MPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,TOV,PF,ORB,DRB,RPG,APG,SPG,BPG,PPG,Year
1624,Trey Jemison,UAB,29,26.0,2.8,5.5,0.512,0.0,0.0,0.0,1.5,2.1,0.6940000000000001,1.6,3.2,2.5,4.4,6.9,1.0,0.6,2.1,7.1,2021
1625,Cooper Robb,EKU,29,27.0,2.5,7.5,0.33,1.4,4.3,0.325,0.8,1.1,0.667,1.1,2.7,1.1,2.0,3.1,2.0,1.8,0.1,7.1,2021
1626,Jack Nunge,UI,22,15.7,2.6,5.8,0.445,0.6,2.1,0.298,1.3,1.6,0.8290000000000001,0.9,1.6,2.2,3.1,5.3,1.3,0.3,0.9,7.1,2021
1627,Mark Williams,DUKE,23,15.1,3.1,4.7,0.664,0.0,0.0,0.0,1.0,1.8,0.537,0.9,1.5,1.9,2.6,4.5,0.7,0.6,1.4,7.1,2021
1628,Abdul Mohamed,MSU,23,21.5,2.5,5.1,0.483,0.5,1.5,0.353,1.7,2.3,0.7170000000000001,1.6,2.4,1.2,5.0,6.3,1.2,0.6,0.2,7.1,2021
1629,Mo Arnold,JAC,24,31.8,2.8,7.0,0.391,0.2,1.5,0.16699999999999998,1.4,2.2,0.623,2.3,1.8,1.2,4.0,5.1,2.2,1.1,0.2,7.1,2021
1630,Cantavio Dutreil,SHU,16,20.9,2.9,6.3,0.455,0.0,0.0,0.0,1.4,2.4,0.564,1.2,2.9,3.3,5.6,8.9,0.3,0.3,0.7,7.1,2021
1631,Jalen Lynn,UAPB,24,23.2,2.4,6.2,0.389,1.3,3.4,0.378,1.0,1.2,0.857,1.5,1.0,0.4,1.4,1.8,1.2,0.6,0.0,7.1,2021
1632,Detalian Brown,UNA,24,22.4,2.5,7.0,0.353,1.5,4.4,0.343,0.7,1.1,0.654,0.9,1.7,0.4,1.3,1.7,1.2,0.8,0.1,7.1,2021
1633,Hunter Janacek,HBU,25,23.7,2.3,7.2,0.32,1.5,5.4,0.281,1.0,1.1,0.889,1.7,1.5,0.4,2.7,3.1,2.0,0.7,0.2,7.1,2021
1634,Golden Dike,L-MD,17,25.7,3.0,5.6,0.537,0.0,0.0,0.0,1.1,3.8,0.297,2.1,2.6,2.5,3.6,6.2,2.2,0.3,0.3,7.1,2021
1635,Mate Okros,DREX,17,25.8,2.4,6.0,0.402,1.9,4.8,0.39,0.4,0.5,0.875,0.8,1.6,0.4,1.3,1.7,1.5,0.5,0.1,7.1,2021
1636,Dylan Van Eyck,IC,18,25.0,2.4,5.7,0.431,0.8,2.6,0.298,1.4,1.9,0.743,1.7,3.2,1.7,4.6,6.3,2.3,0.6,0.6,7.1,2021
1637,Eli Abaev,FGC,18,25.9,2.7,6.3,0.43,0.3,0.8,0.35700000000000004,1.4,2.4,0.568,2.5,1.8,2.3,5.1,7.4,1.4,0.4,0.7,7.1,2021
1638,DeWayne Cox,PVAMU,19,22.3,2.7,4.8,0.5539999999999999,0.2,0.8,0.25,1.5,2.3,0.674,1.2,2.2,1.4,3.1,4.4,1.3,1.7,0.1,7.1,2021
1639,Elijah Hardy,PSU,20,16.4,2.6,7.5,0.353,0.8,2.5,0.3,1.1,1.4,0.75,1.6,1.3,0.8,2.1,2.9,1.1,1.1,0.1,7.1,2021
1640,Ricky Council IV,WSU,21,15.5,2.4,5.8,0.421,0.6,1.3,0.444,1.7,2.6,0.636,1.1,0.9,0.8,2.7,3.4,1.0,0.3,0.1,7.1,2021
1641,Courtney Carter,SIUE,26,29.8,2.7,6.4,0.416,0.7,2.3,0.28300000000000003,1.1,1.7,0.659,2.8,1.5,0.6,3.0,3.6,3.7,1.4,0.2,7.1,2021
1642,De'Monte Buckingham,CSUB,26,19.8,2.5,6.6,0.384,0.8,2.5,0.303,1.2,1.5,0.821,1.2,1.5,1.0,3.3,4.3,1.3,0.6,0.2,7.1,2021
1643,Hakim Hart,UMD,31,25.5,2.5,5.4,0.452,0.9,2.8,0.33,1.2,1.6,0.76,0.9,1.5,0.6,2.9,3.5,1.9,0.8,0.2,7.1,2021
1644,Quentin Jones,NC A&T,19,16.2,2.6,6.1,0.431,1.3,3.7,0.343,0.5,1.1,0.5,0.9,2.1,0.7,1.4,2.1,0.4,0.3,0.2,7.1,2021
1645,Tyrese Williams,QU,19,22.4,2.3,7.8,0.289,1.3,5.5,0.238,1.2,1.5,0.7929999999999999,2.1,2.6,0.4,2.9,3.3,1.2,0.7,0.2,7.1,2021
1646,C.J. Walker,UCF,21,25.7,2.6,5.9,0.444,0.1,0.7,0.14300000000000002,1.7,3.0,0.581,1.3,2.2,1.6,3.3,5.0,0.9,0.9,1.7,7.0,2021
1647,Sebastian Mendoza,SJSU,21,20.6,2.4,6.9,0.35200000000000004,1.4,3.6,0.387,0.8,1.5,0.531,1.8,2.2,0.4,2.1,2.6,0.8,0.7,0.3,7.0,2021
1648,"Joe Munden, Jr.",FDU,23,22.5,2.3,5.3,0.423,0.7,1.6,0.405,1.9,2.9,0.652,1.5,2.7,1.7,3.4,5.0,1.2,1.0,0.3,7.0,2021
1649,Braxton Beverly,NCST,23,25.6,2.3,5.3,0.43,1.4,3.5,0.4,1.1,1.6,0.703,1.1,1.7,0.2,1.0,1.2,2.6,1.0,0.0,7.0,2021
1650,Dajour Dickens,HU,24,26.4,2.9,5.1,0.561,0.0,0.0,0.0,1.3,1.9,0.674,1.8,3.5,1.5,5.0,6.5,0.5,0.5,3.4,7.0,2021
1651,Dedric Boyd,ISU,24,15.7,2.5,6.4,0.396,1.1,3.5,0.318,0.8,1.2,0.667,0.7,1.3,0.2,1.1,1.3,0.9,0.5,0.0,7.0,2021
1652,Kruz Perrott-Hunt,USD,25,27.6,2.4,5.4,0.434,1.3,3.0,0.4320000000000001,1.0,1.3,0.7879999999999999,1.0,2.0,0.4,2.4,2.8,2.2,0.5,0.0,7.0,2021
1653,Elijah Gonzales,ULM,26,28.3,2.2,5.5,0.408,1.0,2.3,0.45,1.5,1.8,0.851,1.8,1.8,0.3,1.7,2.0,3.8,2.0,0.0,7.0,2021
1654,Hayden Koval,UNCG,30,19.6,2.4,5.2,0.468,0.9,2.8,0.313,1.3,1.6,0.7959999999999999,0.3,1.9,1.1,2.7,3.8,0.5,0.3,2.2,7.0,2021
1655,Johnny Davis,UW,31,24.4,2.8,6.3,0.441,0.5,1.2,0.389,1.0,1.4,0.727,1.1,2.1,1.1,3.0,4.1,1.1,1.1,0.6,7.0,2021
1656,Caleb Lohner,BYU,27,23.9,2.5,5.3,0.469,0.7,2.1,0.333,1.3,2.0,0.667,1.6,2.6,1.8,5.3,7.1,1.2,0.7,0.1,7.0,2021
1657,Marcus McClary,MU,20,24.0,2.5,5.4,0.472,0.3,0.7,0.462,1.6,2.4,0.6809999999999999,0.8,1.9,1.4,4.2,5.7,1.4,0.7,0.4,7.0,2021
1658,Ivan Alipiev,LMU,22,27.0,2.6,6.2,0.419,1.2,3.8,0.321,0.6,0.8,0.722,1.5,2.0,0.8,2.6,3.5,1.4,0.6,0.4,7.0,2021
1659,Tra'Michael Moton,GSU,19,22.3,2.1,5.1,0.402,0.6,1.7,0.344,2.3,3.1,0.746,1.5,1.6,0.2,1.8,2.0,2.9,1.2,0.0,7.0,2021
1660,Steven Verplancken,SIU,26,26.4,2.6,6.3,0.415,1.5,3.9,0.373,0.3,0.4,0.727,0.9,1.7,0.3,2.3,2.6,1.2,0.3,0.0,7.0,2021
1661,Serrel Smith,ETSU,25,23.6,2.3,6.2,0.37,0.7,2.6,0.266,1.8,2.1,0.83,1.2,1.6,0.4,1.9,2.3,1.1,1.0,0.0,7.0,2021
1662,Scott Spencer,LU,20,19.3,2.5,6.3,0.389,1.8,4.0,0.443,0.3,0.6,0.583,1.4,1.1,0.7,2.0,2.7,0.6,0.6,0.1,7.0,2021
1663,Josh Reaves,MSMU,23,27.2,2.5,6.8,0.3720000000000001,1.7,4.6,0.377,0.2,0.3,0.7140000000000001,1.7,1.6,0.3,2.2,2.5,0.9,0.6,0.0,7.0,2021
1664,Adam Kunkel,XAV,16,18.7,2.7,6.8,0.398,1.1,4.2,0.265,0.5,0.6,0.889,0.9,1.8,0.1,1.2,1.2,1.6,1.0,0.2,7.0,2021
1665,Cameron Tucker,AAMU,9,30.2,1.7,5.3,0.312,0.6,1.9,0.294,3.1,3.8,0.8240000000000001,2.7,2.2,0.1,2.4,2.6,4.7,0.9,0.2,7.0,2021
1666,Parker Hazen,LIP,27,21.6,2.1,4.5,0.463,0.4,1.1,0.345,2.4,3.2,0.759,1.0,2.3,1.2,4.0,5.2,1.0,0.8,0.4,7.0,2021
1667,Hunter Thompson,UW,24,23.5,2.4,5.7,0.426,1.6,4.5,0.358,0.5,0.7,0.75,0.5,2.9,0.9,2.9,3.8,0.9,0.6,0.5,7.0,2021
1668,Sarion McGee,GSU,24,15.5,2.8,5.0,0.5710000000000001,0.1,0.2,0.5,1.2,1.6,0.7440000000000001,1.4,1.1,1.0,2.8,3.7,0.5,0.4,0.1,7.0,2021
1669,Dre Fuller,UCF,23,27.4,2.4,5.8,0.414,0.3,1.6,0.21600000000000005,1.8,2.7,0.6890000000000001,2.3,1.9,0.8,3.9,4.7,2.5,1.0,0.3,7.0,2021
1670,Christian Willis,ASU,22,22.5,2.5,6.0,0.414,1.2,2.4,0.509,0.7,1.2,0.593,1.1,1.5,0.6,1.6,2.2,1.3,0.5,0.2,7.0,2021
1671,Justin Minaya,USC,20,30.1,2.6,6.9,0.384,0.8,3.6,0.233,0.8,1.3,0.615,1.1,1.9,2.5,3.9,6.3,1.8,0.7,0.8,7.0,2021
1672,Shakur Daniel,TSU,20,32.5,2.5,5.8,0.426,0.4,1.1,0.381,1.6,2.1,0.767,1.3,2.9,0.3,2.9,3.2,2.7,1.6,0.1,7.0,2021
1673,Brandon Younger,PC,20,26.0,2.5,6.5,0.382,1.0,3.0,0.339,0.9,1.3,0.731,1.6,3.0,1.9,3.0,4.9,0.9,1.1,0.3,7.0,2021
1674,Shamir Bogues,TSU,19,26.1,2.7,6.3,0.425,0.5,1.9,0.278,1.1,1.9,0.556,1.2,2.6,0.9,2.3,3.3,2.1,1.9,0.5,6.9,2021
1675,Byron Joshua,ASU,19,18.8,2.6,6.4,0.405,0.6,1.7,0.333,1.2,2.3,0.535,2.7,2.1,0.4,1.7,2.1,1.9,0.9,0.1,6.9,2021
1676,Kennedy Koehler,UCD,18,27.1,2.3,5.9,0.387,0.7,2.6,0.28300000000000003,1.7,2.4,0.682,1.7,3.4,1.5,3.6,5.1,1.9,0.6,0.8,6.9,2021
1677,Mikey Howell,UCSD,16,29.9,2.4,6.0,0.406,0.8,2.3,0.324,1.3,2.0,0.6559999999999999,2.8,1.9,0.6,2.4,3.0,6.0,1.9,0.1,6.9,2021
1678,Themus Fulks,SCSU,16,21.4,2.8,6.6,0.415,0.4,1.2,0.3,1.1,2.5,0.425,3.1,1.4,0.3,1.5,1.8,3.4,0.4,0.1,6.9,2021
1679,Josh Morgan,UIW,16,20.0,2.1,5.5,0.386,1.0,2.2,0.457,1.7,2.2,0.7709999999999999,2.1,2.2,0.4,1.2,1.6,1.1,0.7,0.0,6.9,2021
1680,"K.J. Hunt, Jr.",MSU,30,24.5,2.3,5.3,0.425,0.5,1.6,0.327,1.9,2.4,0.778,2.4,1.2,0.2,2.1,2.2,3.1,0.6,0.4,6.9,2021
1681,Jalen Leach,FU,15,21.6,2.1,5.5,0.386,1.1,3.3,0.34,1.5,2.1,0.742,1.4,1.1,0.3,2.2,2.5,1.0,0.6,0.1,6.9,2021
1682,Finn Sullivan,USD,14,27.2,2.4,6.2,0.391,1.2,3.3,0.37,0.9,1.1,0.8,1.4,3.3,0.5,1.8,2.3,2.7,1.1,0.4,6.9,2021
1683,Patrick Mwamba,UTA,25,22.3,2.4,6.2,0.385,1.4,3.6,0.382,0.8,1.2,0.633,0.9,2.4,1.0,3.8,4.7,0.6,0.8,0.8,6.9,2021
1684,Zach Iyeyemi,HBU,25,18.7,2.7,4.6,0.583,0.0,0.0,0.0,1.6,2.5,0.629,1.9,3.4,1.5,2.2,3.8,0.5,0.3,0.6,6.9,2021
1685,Demond Robinson,MSU,23,24.3,3.1,4.9,0.634,0.0,0.0,0.0,0.7,1.0,0.7390000000000001,1.8,2.3,1.5,3.1,4.6,1.2,0.5,1.0,6.9,2021
1686,Kevin Cross,TU,23,22.1,2.3,6.3,0.361,0.4,2.0,0.217,2.0,2.8,0.703,1.7,2.7,0.8,3.9,4.7,1.3,0.5,0.7,6.9,2021
1687,Justin Brookens,WIU,22,16.0,2.5,6.6,0.386,1.1,3.1,0.353,0.7,1.0,0.762,1.3,1.1,0.2,1.3,1.5,1.5,0.3,0.0,6.9,2021
1688,C.J. Roberts,NMSU,20,17.9,2.6,6.3,0.413,0.8,2.5,0.34,0.8,1.2,0.68,0.9,2.2,0.3,1.8,2.0,0.8,0.4,0.1,6.9,2021
1689,Dakota Rivers,FGC,18,17.0,2.7,5.9,0.458,1.0,3.3,0.305,0.4,0.8,0.5710000000000001,0.9,1.4,1.6,1.7,3.3,0.2,0.3,1.9,6.9,2021
1690,Jalen Hodge,JMU,18,16.9,2.4,5.3,0.458,1.2,3.4,0.355,0.8,1.2,0.667,0.7,1.9,0.3,1.7,2.0,0.9,0.7,0.2,6.9,2021
1691,Matas Spokas,SHU,18,22.2,2.4,6.2,0.387,0.9,2.9,0.302,1.2,1.6,0.759,0.9,2.4,1.1,2.2,3.3,1.3,0.2,0.1,6.9,2021
1692,Trent Brown,SIU,26,32.7,2.2,5.3,0.413,1.7,4.3,0.389,0.8,1.2,0.7,0.9,1.7,0.1,1.9,2.0,1.4,1.2,0.0,6.9,2021
1693,Caleb Fields,BGSU,25,28.3,2.4,6.1,0.386,1.0,3.2,0.3,1.2,1.9,0.625,1.1,1.5,0.9,2.8,3.8,2.2,0.9,0.2,6.9,2021
1694,Anton Watson,GU,32,18.9,2.8,4.4,0.631,0.1,0.6,0.15,1.2,1.9,0.65,0.9,2.3,0.9,2.4,3.3,1.2,1.2,0.6,6.9,2021
1695,Brendan Barry,TEM,16,27.5,2.1,4.9,0.436,1.8,4.0,0.453,0.8,0.9,0.929,0.9,1.4,0.1,2.0,2.1,1.8,0.6,0.1,6.9,2021
1696,Isaiah Pope,DSC,16,21.4,2.1,6.2,0.343,0.9,3.7,0.237,1.8,2.4,0.737,1.7,2.9,0.4,2.9,3.3,1.8,0.9,0.1,6.9,2021
1697,Trevell Cunningham,GSU,23,27.2,2.2,6.5,0.34,0.3,1.4,0.188,2.2,3.4,0.633,2.3,2.4,1.2,3.8,5.0,5.0,1.1,0.3,6.9,2021
1698,Maceo Jack,GW,7,21.4,2.4,4.3,0.5670000000000001,1.1,2.9,0.4,0.9,0.9,1.0,0.6,1.9,0.7,1.3,2.0,0.3,0.9,0.3,6.9,2021
1699,Xavier Wilson,CCSU,19,19.7,2.9,6.3,0.462,0.2,0.8,0.188,0.9,1.9,0.472,1.2,1.8,1.2,2.2,3.3,1.1,1.1,0.7,6.8,2021
1700,Keshaun Saunders,U of T,30,18.4,2.3,5.1,0.444,1.0,2.7,0.375,1.3,1.8,0.736,1.0,2.0,0.5,1.4,2.0,1.4,0.4,0.0,6.8,2021
1701,Elijah Allen,WC,17,24.4,2.2,7.1,0.306,1.4,4.8,0.29600000000000004,1.1,1.4,0.7829999999999999,0.9,1.9,0.8,1.1,1.9,0.5,0.5,0.1,6.8,2021
1702,Eron Gordon,VAL,28,28.8,2.1,5.3,0.396,1.0,3.1,0.333,1.6,2.4,0.667,1.5,1.4,0.3,4.8,5.1,1.6,0.8,0.4,6.8,2021
1703,Kyler Filewich,SIU,26,22.5,2.8,5.5,0.517,0.0,0.0,0.0,1.1,2.4,0.46,1.4,1.9,1.6,4.1,5.7,1.7,0.4,0.4,6.8,2021
1704,Jamari Wheeler,PSU,25,31.2,2.4,5.9,0.399,1.2,3.4,0.35700000000000004,0.9,1.4,0.629,1.8,2.3,0.8,3.4,4.2,3.5,1.8,0.0,6.8,2021
1705,Shakeel Moore,NCST,25,18.6,2.7,6.1,0.441,0.8,2.4,0.344,0.6,1.2,0.517,1.7,1.9,0.4,2.1,2.5,1.7,1.4,0.3,6.8,2021
1706,Keegan McDowell,LIB,29,20.7,2.6,5.5,0.472,1.5,3.8,0.4,0.1,0.1,1.0,0.7,1.7,0.2,2.7,2.9,1.3,0.2,0.1,6.8,2021
1707,Both Gach,U of M,29,22.7,2.3,5.8,0.401,0.7,2.6,0.276,1.4,1.8,0.8079999999999999,1.6,1.7,0.5,3.2,3.7,1.9,0.6,0.1,6.8,2021
1708,Alphonso Anderson,USU,29,16.3,2.4,6.1,0.403,0.8,2.3,0.338,1.1,1.5,0.727,0.8,1.2,1.0,1.8,2.8,0.7,0.4,0.0,6.8,2021
1709,Dimon Carrigan,FIU,24,19.4,2.8,4.4,0.623,0.0,0.1,0.0,1.3,2.6,0.4920000000000001,1.2,2.7,2.4,3.7,6.1,0.7,1.1,2.5,6.8,2021
1710,Cam Bryant,GSU,24,17.8,2.8,6.0,0.465,1.0,2.9,0.362,0.2,0.5,0.308,1.5,1.9,0.7,2.3,3.0,1.2,0.5,0.0,6.8,2021
1711,James Karnik,BC,14,19.9,2.6,5.9,0.439,0.3,1.1,0.267,1.4,1.8,0.76,1.2,2.2,2.4,3.1,5.4,0.6,0.4,0.6,6.8,2021
1712,Matt Beachler,CMU,23,26.9,2.3,6.4,0.354,1.7,5.1,0.333,0.6,0.8,0.722,1.2,1.5,0.2,2.7,3.0,1.2,0.7,0.3,6.8,2021
1713,Marcellus Earlington,STJ,27,16.8,2.6,6.1,0.424,1.0,2.5,0.403,0.6,1.0,0.5710000000000001,0.8,1.9,0.9,3.2,4.1,0.7,0.7,0.3,6.8,2021
1714,Vilgot Larsson,UM,9,23.1,2.4,5.6,0.44,0.7,1.8,0.375,1.2,1.9,0.647,1.8,2.0,0.9,2.6,3.4,1.4,0.4,0.4,6.8,2021
1715,Jamaine Mann,GWU,26,20.7,2.4,4.7,0.516,0.2,0.5,0.308,1.8,3.2,0.5539999999999999,1.1,2.6,2.0,3.2,5.3,0.7,0.3,0.5,6.8,2021
1716,Bitumba Baruti,ECU,17,24.8,2.5,6.5,0.382,0.9,2.9,0.327,0.9,1.6,0.556,0.6,1.9,1.3,2.9,4.2,0.9,1.1,0.7,6.8,2021
1717,Brendan McGuire,QU,21,22.9,2.4,5.3,0.45,0.9,2.0,0.452,1.1,1.3,0.821,2.2,1.7,0.6,3.1,3.7,2.4,0.6,0.3,6.8,2021
1718,B.J. Mack,WC,21,18.0,2.5,5.6,0.453,0.8,2.5,0.321,0.9,1.0,0.8640000000000001,1.1,2.1,1.0,2.3,3.3,0.7,0.4,0.4,6.8,2021
1719,Chuck O'Bannon Jr.,TCU,25,18.0,2.2,5.4,0.407,1.1,3.0,0.368,1.2,1.6,0.7559999999999999,0.9,1.7,1.0,2.8,3.8,0.4,0.8,0.5,6.8,2021
1720,Kendal Coleman,NSU,29,17.1,2.8,6.0,0.471,0.0,0.0,0.0,1.1,1.6,0.696,1.0,1.6,2.2,4.3,6.5,0.3,0.4,1.1,6.8,2021
1721,Harlond Beverly,UM,19,28.7,2.7,8.1,0.331,0.4,2.5,0.149,1.0,2.5,0.404,2.7,1.7,0.3,4.2,4.5,3.3,1.5,0.3,6.7,2021
1722,Ace Baldwin,VCU,26,29.9,2.3,6.3,0.3720000000000001,0.5,1.9,0.26,1.5,2.0,0.769,2.4,2.0,0.9,2.3,3.2,4.4,2.1,0.0,6.7,2021
1723,Noah Horchler,PROV,26,21.3,2.4,5.9,0.403,1.0,2.4,0.419,1.0,1.4,0.6940000000000001,0.9,1.9,1.9,3.8,5.7,0.5,0.4,0.5,6.7,2021
1724,Ricky Clemons,CAM,26,31.2,2.1,3.9,0.539,0.2,0.7,0.263,2.3,3.8,0.6,1.0,1.7,0.5,2.3,2.8,1.9,1.1,0.2,6.7,2021
1725,Brantly Stevenson,POLY,22,21.2,2.3,5.6,0.415,0.8,2.5,0.327,1.3,1.5,0.8240000000000001,1.4,1.2,0.3,2.6,3.0,1.9,0.9,0.2,6.7,2021
1726,Kassim Nicholson,UAB,29,26.4,2.9,6.0,0.486,0.2,0.8,0.227,0.8,1.5,0.512,0.8,2.0,2.3,4.4,6.7,0.7,0.8,0.6,6.7,2021
1727,"DeMarr Langford, Jr.",BC,18,25.6,2.2,5.3,0.411,0.2,0.9,0.235,2.2,2.9,0.75,1.9,1.3,1.5,2.7,4.2,1.4,1.1,0.0,6.7,2021
1728,Zool Kueth,NIU,18,21.7,2.6,5.7,0.451,1.2,3.3,0.373,0.4,0.6,0.7,0.7,1.6,1.2,1.7,2.9,0.5,0.2,0.8,6.7,2021
1729,Holland Woods,ASU,25,26.1,2.2,5.6,0.383,1.1,3.5,0.318,1.3,1.5,0.865,0.7,1.6,0.2,2.0,2.2,1.9,1.0,0.0,6.7,2021
1730,Myles Tate,BU,25,25.2,2.2,6.9,0.324,0.8,3.6,0.231,1.4,1.9,0.7290000000000001,1.5,2.3,0.3,2.2,2.5,2.3,1.2,0.2,6.7,2021
1731,Larry Owens,NSU,28,15.4,2.7,5.1,0.531,0.0,0.0,0.0,1.3,2.0,0.655,1.2,2.1,0.9,3.0,3.9,0.4,0.8,0.2,6.7,2021
1732,Zach Newkirk,CCSU,21,22.0,2.3,5.1,0.444,0.5,1.7,0.278,1.7,1.9,0.897,1.5,2.0,0.4,1.2,1.6,1.9,0.3,0.0,6.7,2021
1733,Jordy Tshimanga,DAY,23,22.2,2.6,4.3,0.6,0.0,0.2,0.0,1.5,2.6,0.5760000000000001,2.0,3.2,1.9,5.8,7.7,0.6,0.5,0.6,6.7,2021
1734,Xavier Green,ODU,23,34.1,2.5,7.2,0.343,0.7,2.6,0.28800000000000003,1.0,1.4,0.7190000000000001,2.3,2.3,0.7,3.2,3.9,2.6,0.8,0.3,6.7,2021
1735,Jake Wolfe,LIP,26,25.3,2.1,5.2,0.403,0.8,2.6,0.328,1.7,2.3,0.746,1.3,1.6,0.4,2.5,2.9,1.1,0.5,0.1,6.7,2021
1736,Solomon Uyaelunmo,TU,13,20.3,3.1,4.8,0.635,0.0,0.1,0.0,0.5,1.0,0.5379999999999999,1.4,2.6,2.2,3.6,5.8,0.5,0.3,0.1,6.7,2021
1737,Jeff Gary,MER,29,31.0,2.1,5.8,0.361,1.4,4.0,0.35700000000000004,1.1,1.3,0.816,1.2,1.9,0.4,2.9,3.2,3.0,1.3,0.2,6.7,2021
1738,Miles Gibson,EMU,16,20.8,2.6,6.9,0.373,0.2,0.9,0.267,1.3,1.4,0.913,1.6,1.4,1.4,3.0,4.4,0.4,0.6,0.2,6.7,2021
1739,Jamie Ahale,UIC,22,30.8,2.1,6.2,0.338,2.1,6.1,0.341,0.4,0.5,0.818,0.5,1.8,0.0,2.8,2.8,1.0,0.5,0.4,6.7,2021
1740,Wil Tattersall,UCR,22,20.8,2.2,5.5,0.397,1.9,4.4,0.4270000000000001,0.5,0.7,0.625,0.9,1.3,0.3,2.0,2.3,1.1,0.1,0.1,6.7,2021
1741,Michael O'Connell,SU,25,26.6,2.4,5.0,0.468,0.5,1.4,0.333,1.5,1.9,0.787,1.6,1.5,0.4,2.6,3.0,2.8,1.3,0.1,6.7,2021
1742,Bubba Parham,GT,25,26.8,2.3,5.6,0.41,1.2,3.8,0.33,0.9,1.1,0.815,0.5,2.4,0.6,2.1,2.6,1.4,1.0,0.0,6.7,2021
1743,John Tonje,CSU,28,20.1,2.0,5.2,0.393,0.9,2.9,0.312,1.7,2.0,0.857,1.1,1.5,0.7,2.2,2.9,0.8,0.4,0.2,6.7,2021
1744,Trey Wade,WSU,21,26.2,2.6,6.5,0.397,0.9,2.8,0.305,0.7,1.3,0.519,0.9,1.8,2.0,3.8,5.7,1.4,0.4,0.7,6.7,2021
1745,Alondes Williams,OU,24,18.5,2.7,5.6,0.481,0.2,1.0,0.16699999999999998,1.1,1.3,0.8390000000000001,1.0,1.5,0.8,2.0,2.8,1.3,0.7,0.2,6.7,2021
1746,Marvin Coleman,UNLV,6,31.0,2.5,6.0,0.417,0.5,2.0,0.25,1.2,2.0,0.583,1.8,3.7,0.5,2.0,2.5,4.0,0.8,0.0,6.7,2021
1747,Bryce Daley,UML,23,29.6,2.5,6.0,0.416,0.6,2.1,0.271,1.1,1.7,0.65,1.9,2.1,1.3,2.2,3.5,3.5,0.6,0.2,6.7,2021
1748,Austin Richie,TU,23,18.3,2.3,5.9,0.39,1.7,4.7,0.355,0.4,0.5,0.75,0.3,1.0,0.1,2.0,2.1,0.5,0.2,0.1,6.7,2021
1749,Josh Colon,FORD,14,29.6,2.4,8.2,0.287,1.0,3.6,0.28,0.9,1.2,0.765,2.1,2.1,0.3,1.6,1.9,2.8,0.9,0.1,6.6,2021
1750,Ishmael Leggett,URI,25,19.5,2.0,4.4,0.464,0.6,1.5,0.421,1.9,2.6,0.75,1.4,1.8,1.1,1.5,2.6,0.9,0.5,0.1,6.6,2021
1751,"Femi Odukale, Jr.",PITT,22,20.3,2.3,5.0,0.464,0.4,1.1,0.333,1.6,3.3,0.493,1.5,1.5,0.5,2.1,2.5,2.2,0.9,0.2,6.6,2021
1752,Kene Chukwuka,PU,19,23.6,2.4,5.5,0.429,0.9,2.9,0.321,0.9,1.3,0.72,0.9,2.8,1.3,3.8,5.1,1.2,0.6,0.3,6.6,2021
1753,Austin McCullough,CAM,19,20.9,2.3,4.3,0.524,1.2,2.9,0.393,0.9,1.3,0.72,0.4,0.9,0.6,2.1,2.7,0.8,0.5,0.0,6.6,2021
1754,Samba Diallo,MAN,19,25.7,2.2,5.5,0.404,0.3,1.6,0.2,1.9,2.7,0.706,2.1,3.0,1.9,3.9,5.8,1.0,1.2,0.1,6.6,2021
1755,Chyree Walker,RU,27,26.0,2.8,5.6,0.507,0.1,0.4,0.3,0.9,1.9,0.48,1.7,2.1,2.0,5.3,7.4,0.8,0.7,0.1,6.6,2021
1756,Xavier Lipscomb,RU,27,24.6,1.9,4.4,0.417,0.7,1.8,0.396,2.2,2.7,0.8109999999999999,2.2,1.8,0.1,2.9,3.0,1.6,0.4,0.1,6.6,2021
1757,Mahki Morris,ACU,29,18.0,2.3,5.2,0.44,1.0,2.8,0.362,1.1,1.6,0.674,1.2,2.0,0.4,1.5,1.9,1.2,0.8,0.1,6.6,2021
1758,Dante Treacy,RMU,18,33.1,2.3,7.3,0.321,1.1,3.8,0.294,0.8,1.6,0.517,2.4,2.9,0.5,2.3,2.8,4.8,1.1,0.2,6.6,2021
1759,Jaylin Hunter,ODU,23,21.7,2.4,5.5,0.4370000000000001,0.7,2.6,0.28300000000000003,1.1,1.3,0.833,1.0,1.6,0.1,2.1,2.3,2.0,1.1,0.1,6.6,2021
1760,Mohamed Abdusalam,UNCG,30,19.0,2.7,5.3,0.512,0.0,0.0,0.0,1.1,1.8,0.63,1.1,2.7,2.9,4.0,6.9,0.7,0.5,0.3,6.6,2021
1761,Oscar Frayer,GCU,24,22.2,2.4,5.8,0.41,1.3,3.8,0.35200000000000004,0.5,1.0,0.5,1.2,2.5,0.2,2.3,2.5,2.0,0.6,0.8,6.6,2021
1762,Dwon Odom,XAV,19,22.1,2.8,5.7,0.491,0.1,0.7,0.154,0.9,1.5,0.607,0.9,1.7,0.3,2.3,2.6,2.9,0.7,0.5,6.6,2021
1763,Moussa Cisse,UM,28,18.6,2.9,5.2,0.552,0.0,0.0,0.0,0.9,2.6,0.324,1.6,2.4,2.2,4.0,6.3,0.5,0.3,1.6,6.6,2021
1764,Riley Battin,U of U,25,21.9,2.2,5.6,0.403,1.1,3.2,0.342,1.0,1.1,0.893,0.6,1.5,0.8,2.5,3.4,1.4,0.4,0.1,6.6,2021
