Player,Team,GP,MPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,TOV,PF,ORB,DRB,RPG,APG,SPG,BPG,PPG
Micheal Warren,CSUN,27,31.3,4,9.1,0.441,1.4,3.8,0.379,2.7,3.1,0.847,1.9,3.4,0.7,5.4,6.1,1.9,1.2,0.4,12.1
Glenn Sanabria,SFC,29,30.1,4.2,9.6,0.441,2.3,5.5,0.412,1.3,2.2,0.609,1.1,2.1,1,2.2,3.2,3.1,1,0.3,12.1
Tyler Jones,UMES,32,29.4,4.4,10.6,0.418,0.7,2.9,0.239,2.5,3.5,0.717,1.7,2.3,1.6,3.4,5,0.6,0.4,0.6,12.1
Kavion Pippen,SIU,33,27.3,5.4,9.8,0.551,0,0,0,1.2,1.9,0.651,1.6,2.8,1.8,4.2,5.9,0.9,0.7,1.4,12.1
Abdul Lewis,NJIT,28,29,4.3,8.4,0.508,0.4,0.9,0.4,3.1,4.8,0.657,3,2.9,3.2,5.6,8.8,2,0.4,0.9,12.1
Tahjai Teague,BSU,32,25.5,4.7,8.8,0.53,0.2,1.4,0.152,2.5,3.9,0.653,1.5,2.6,1.8,5.7,7.5,1.2,1.2,0.9,12.1
Sean Lloyd,SIU,33,34.7,4.3,9.2,0.47,0.9,2.3,0.377,2.6,3.5,0.733,1.8,2.4,1.4,3.5,4.9,2.1,1.6,0.5,12.1
Brad Davison,UW,33,31.2,3.8,9.3,0.405,1.8,5.1,0.355,2.7,3.3,0.818,1.8,3.3,0.3,2,2.3,2.5,1.2,0,12.1
Conner Toolson,UVU,34,31.3,4.2,9.2,0.454,2.2,5.6,0.395,1.5,1.9,0.81,1.3,1.9,0.6,3.1,3.7,1.6,1.6,0.4,12.1
Lagerald Vick,KU,39,33.1,4.8,9.8,0.488,1.5,4.1,0.373,0.9,1.4,0.673,1.6,1.9,0.9,3.8,4.8,2.1,0.9,0.3,12.1
Vic Law,NU,27,31.6,4,9.7,0.418,1.9,4.9,0.383,2.1,2.5,0.824,1.7,2.7,1.1,4.7,5.8,2.2,1.1,0.6,12
Carson Williams,NKU,32,26.8,4.8,7.8,0.606,0.2,0.6,0.368,2.3,3.6,0.649,1.4,1.6,1.9,3.7,5.6,1.2,0.9,0.4,12
Dainan Swoope,ELON,32,33.3,3.6,10.6,0.343,2,6.6,0.302,2.8,3.4,0.824,2.2,2.2,0.3,2.8,3.1,3.9,1,0.2,12
Sedrick Barefield,U of U,32,29.2,3.8,9.5,0.401,1.8,5.1,0.354,2.6,3.1,0.847,1.8,1.3,0.2,1.9,2.2,2.5,0.8,0.1,12
Marvin Smith,UNCG,35,26.8,3.7,10.2,0.368,2.1,6.7,0.322,2.4,3.2,0.757,1.2,2.5,1.6,3.8,5.4,0.8,0.8,0.4,12
Dakota Mathias,PU,37,31.4,4.1,8.6,0.472,2.6,5.6,0.466,1.3,1.5,0.825,1.5,1.7,0.1,3.9,4.1,3.9,1.2,0.2,12
Kentrell Barkley,ECU,23,32.2,4.5,9.7,0.46,0.9,3.2,0.288,2.1,3.3,0.645,2.2,2.2,1.8,5.4,7.3,2.2,1.3,0.7,12
Matthew Wilson,USMA,30,24.6,5.2,8.8,0.597,0,0,0,1.5,3,0.511,1.7,2.4,1.8,3.9,5.7,0.5,0.3,0.2,12
Christian Terrell,FGC,35,29.3,4.4,8.5,0.52,1.6,3.8,0.41,1.5,1.9,0.818,2.2,1.4,0.9,4,4.9,2.9,0.8,0.3,12
Reed Tellinghuisen,SDSU,35,30.8,4,8.6,0.467,1.8,4.6,0.398,2.1,2.9,0.73,0.7,2.2,0.9,3.9,4.8,1.5,0.5,0.6,12
Devin Mitchell,GSU,35,28.4,4.1,9.2,0.446,2.8,6.3,0.447,0.9,1.4,0.66,1.4,2.4,0.3,2.2,2.5,1.9,0.7,0.2,12
Jordan Swopshire,CU,33,27.9,3.8,9.3,0.412,2.3,6.1,0.381,1.9,2.5,0.78,1.4,1.8,1.2,3.8,5,1.2,0.5,0.2,12
Koby Thomas,RMU,33,26.8,4.4,10,0.439,0.6,2.4,0.241,2.6,4.1,0.642,1.9,1.8,2.2,4.7,6.9,0.6,0.6,0.2,12
Cameron Jackson,WC,31,23.2,5.1,8.5,0.601,0,0.1,0,1.8,2.9,0.611,1.7,3.2,1.8,4.1,5.9,1.5,1.8,1.5,12
Jahlil Jenkins,FDU,31,33.8,4.3,9.9,0.435,1.1,3.5,0.309,2.2,3.3,0.683,2.3,1.5,0.3,2.4,2.7,4.4,1.2,0,12
Deion Hammond,MU,31,25.3,4,9.6,0.411,2.5,6.3,0.392,1.6,2.4,0.671,1.3,2.2,0.5,1.8,2.4,0.9,0.8,0.2,12
Deionte Simmons,CSU,26,22.9,4.5,7.5,0.598,0,0,0,3,4.4,0.693,1.7,3,2.4,3.5,5.9,0.2,0.8,0.4,12
Zane Waterman,MAN,31,28.4,4.2,8.8,0.471,1.1,3.1,0.361,2.5,3.9,0.636,2.2,2.5,2,4.6,6.6,1.1,0.6,0.4,11.9
Jordan Burns,CU,31,27.3,4.4,10.1,0.43,1.4,3.7,0.362,1.9,2.5,0.763,2.5,1.4,0.5,2.2,2.6,2.9,0.8,0.1,11.9
Logan McIntosh,UMES,29,35.6,3.8,10,0.381,0.9,3.2,0.293,3.3,4.4,0.752,2.9,1.5,0.7,3.3,4,4.6,1,0.1,11.9
Ike Smith,GSU,28,25.3,4.5,11.4,0.393,1.5,5.1,0.292,1.5,2.7,0.56,2.2,2.3,0.6,3.6,4.2,0.9,0.5,0.7,11.9
Taylor Johnson,DART,27,28.7,4.4,8.6,0.519,1.1,3.1,0.349,2,2.6,0.746,2.8,2.1,0.6,3.1,3.7,2.9,1,0.1,11.9
Keyshawn Woods,WF,28,25.7,4.2,9.6,0.439,1.3,3.5,0.374,2.1,2.5,0.845,1.6,1.9,0.5,2,2.5,1.9,0.8,0,11.9
Christian James,OU,31,30.2,4.3,9.3,0.458,1.9,5.1,0.365,1.5,1.9,0.767,1.5,2.7,1.1,3.3,4.4,1.5,1.1,0,11.9
Alan Herndon,UW,33,31.9,4.4,8.6,0.512,1.4,4.1,0.336,1.7,2.8,0.609,1.3,2.4,0.9,4.8,5.7,2,0.8,2.2,11.8
Tyson Ward,NDSU,32,27.8,4.4,9.4,0.467,1.1,3.4,0.33,1.9,2.5,0.762,2.5,2.2,1.1,4.8,5.9,2.6,0.8,0.3,11.8
Taylor Funk,SJU,32,28.8,4,9.3,0.426,2.6,6.7,0.394,1.3,1.5,0.837,1.1,2.2,1,3.8,4.9,1.3,0.8,0.5,11.8
Jaylen Fornes,UNCW,32,28.2,4,9,0.439,1.6,4.2,0.373,2.3,3.1,0.75,2,2.4,1.5,2.5,4,2,0.5,0.2,11.8
Dale Jones,UND,30,26.1,4,9.2,0.435,2.3,6,0.376,1.6,1.9,0.825,1.6,3.3,0.6,5.9,6.5,1,0.6,0.4,11.8
Adonis De La Rosa,KSU,34,25.7,4,7.1,0.566,0,0,0,3.8,4.8,0.785,3.3,3.6,3,4.6,7.6,1,0.6,0.6,11.8
Jashaun Agosto,LIU,34,36.3,4.1,10.1,0.404,1.5,4.7,0.327,2.2,2.9,0.755,2.4,2.5,0.4,3.8,4.2,4.2,0.7,0.1,11.8
Jalan McCloud,ETSU,33,26.3,4.4,9,0.485,0.9,2.4,0.388,2.2,2.9,0.74,2.4,2,0.5,2.4,2.9,3.5,1.1,0.2,11.8
Christian Sengfelder,BSU,32,28.5,4.3,9.1,0.473,1.8,4.6,0.385,1.4,1.9,0.738,1.3,1.9,2.2,4.4,6.6,0.6,0.6,0.3,11.8
Omega Harris,UTEP,31,32.7,4.1,9.2,0.446,1.5,4,0.374,2.1,2.8,0.759,1.5,2.2,0.2,3.6,3.7,2,1,0.2,11.8
MiKyle Mcintosh,UO,36,28.1,4.1,8.9,0.457,1,2.9,0.356,2.6,3.6,0.729,1.8,3.3,1.6,4.6,6.1,1.5,0.8,0.3,11.8
Daniel Gafford,U of A,35,22.6,4.7,7.7,0.605,0,0,0,2.4,4.6,0.528,1.1,3.3,2.2,4,6.2,0.7,0.5,2.2,11.8
Sterling Taplin,TU,30,28.2,4.2,9.2,0.462,1.3,3.5,0.362,2.1,2.8,0.729,2.4,1.8,0.2,3.6,3.7,4.4,0.9,0.1,11.8
Kyron Cartwright,PROV,34,31.2,4.1,9.5,0.427,1.1,3,0.376,2.6,3.4,0.763,2.7,1.9,0.3,2.5,2.9,5.8,1.3,0,11.8
Bryant McIntosh,NU,29,31.3,4.4,11.3,0.388,1.3,4,0.333,1.7,2,0.845,2.6,1.6,0.4,1.9,2.4,5.1,0.4,0.1,11.8
Lamonte Bearden,WKU,38,27.7,4,8.3,0.476,0.5,1.6,0.311,3.3,4.1,0.825,2.4,2.2,0.6,1.8,2.3,3.4,1.7,0.2,11.8
Dante Sterling,ASU,32,27.1,3.6,9.3,0.388,1.8,5,0.36,2.7,3.3,0.813,2.1,1.4,0.7,2.6,3.3,1.5,1,0.1,11.8
Dylan Frye,BGSU,31,29.6,4,10.6,0.377,1.9,5.4,0.353,1.9,2.6,0.725,1.6,2.1,0.4,2.8,3.2,2.4,0.7,0.2,11.8
Nick McGlynn,DU,34,23.1,4.7,9.1,0.523,0.2,0.7,0.333,2.1,2.7,0.753,1.1,3.1,2.1,3.7,5.7,1.1,0.4,1.6,11.8
Jordan Strawberry,MER,34,30.8,3.6,9.7,0.37,1.5,4.6,0.318,3.1,3.6,0.876,1.7,1.5,0.6,2.9,3.5,4.9,0.7,0.1,11.8
Tyree Appleby,CSU,34,25.7,3.8,8.5,0.445,1.1,3.3,0.324,3.1,4.4,0.716,3.4,2,0.5,1.9,2.4,4,1.3,0.2,11.8
Quentin Snider,U of L,36,32.1,3.8,9.4,0.397,1.9,4.6,0.416,2.3,2.7,0.866,1.5,1.1,0.4,2.3,2.7,4,0.5,0,11.8
Carlik Jones,RU,36,30.4,4,9.7,0.413,1,3.3,0.305,2.8,3.6,0.767,1.7,1.6,0.6,3.4,3.9,3.1,1.1,0.2,11.8
Elijah Cain,DEP,31,33.5,4.1,11.7,0.348,1.2,3.7,0.313,2.5,3.7,0.661,2.4,2,0.6,3.1,3.7,4.7,0.9,0.3,11.7
DeAndre Dishman,EKU,30,27.3,4.3,7.6,0.568,0,0,0,3.1,4.8,0.634,1.7,2.4,2.2,4,6.2,1.1,0.9,0.8,11.7
Alex Hicks,TU,33,26.4,4.5,8,0.558,0.5,1.4,0.362,2.2,3,0.74,1.7,2.7,2.1,6.1,8.2,1.1,0.7,1.1,11.7
Ben Lammers,GT,32,36,4.7,10.2,0.462,0.1,0.3,0.2,2.2,3,0.747,1.5,2.1,2.4,5.7,8.1,1.7,1.2,2.4,11.7
T.J. Haws,BYU,35,33.7,4,9.7,0.41,1.4,4.6,0.309,2.3,2.8,0.837,1.9,2,0.3,2.4,2.7,4.2,1.2,0.3,11.7
Josh Langford,MSU,35,27,4.3,10.1,0.429,1.3,3.1,0.404,1.8,2.1,0.849,1.5,2.4,0.8,2.2,3,1.5,0.4,0.1,11.7
Terrell Gomez,CSUN,30,34.1,4,9.2,0.437,2.2,4.7,0.461,1.5,1.8,0.8,2.1,1.7,0.4,2,2.4,3.6,0.6,0,11.7
Elijah Stewart,USC,36,29.6,4,8.8,0.453,1.9,5,0.391,1.8,2.1,0.844,0.8,1.9,0.9,2.1,3,1.2,0.7,0.6,11.7
Dominic Magee,USM,32,26.3,4,8.9,0.446,1.3,3.9,0.336,2.4,3.8,0.645,1.3,1.9,0.8,5.8,6.6,1.5,0.9,0.2,11.7
Karonn Davis,CSU,32,31.5,4,11.6,0.342,1.3,4.8,0.271,2.4,3.1,0.788,2.5,2.1,0.7,3.3,3.9,4.6,1,0.1,11.7
Devon Hall,UVA,34,32.1,3.9,8.6,0.454,1.7,3.9,0.432,2.2,2.5,0.894,1,1.4,0.4,3.9,4.2,3.1,0.9,0.1,11.7
Noah Horchler,UNF,33,26.3,4.7,8.5,0.55,0.7,2,0.348,1.6,2.6,0.605,1.4,2.4,2.4,6.2,8.6,1.3,0.5,1.6,11.7
Donte Thomas,BU,33,25.9,4.5,8.4,0.543,0.2,1,0.219,2.4,3.3,0.709,1.6,2.7,2.4,4.8,7.2,1,1.1,1,11.7
Pablo Rivas,NCCU,33,26.6,4.5,9.2,0.495,1.3,3.7,0.347,1.3,1.7,0.754,1.2,2.9,1.9,5.2,7,1,0.8,1.1,11.7
Marlon Stewart,UND,32,28.1,3.8,8.7,0.432,1,3.4,0.303,3.1,4.1,0.763,2.3,2.5,0.3,2.3,2.7,3,1.3,0.1,11.7
Mike Ertel,ULM,32,30.2,4.3,9.8,0.435,1.7,4.7,0.358,1.4,2.1,0.667,1.2,1.8,0.4,2.7,3.1,2.3,0.8,0,11.6
David Crisp,UW,34,34.6,4,10.4,0.38,1.6,5.6,0.286,2.1,3.1,0.664,2.4,1.8,0.5,2.2,2.6,3.1,1.3,0.1,11.6
Justinian Jessup,BSU,32,29.5,3.9,8.4,0.465,2.8,6.2,0.457,1,1.2,0.795,1.3,2.2,0.4,4.3,4.7,1.8,1.3,0.6,11.6
Mario Matasovic,SHU,31,27.5,4.6,8.3,0.555,0.7,2.1,0.333,1.7,2.3,0.736,2.3,2.8,2.2,4.1,6.3,1.3,0.6,0.5,11.6
Conner Avants,UND,31,28.6,4.8,8.5,0.569,0,0,0,2,3.3,0.598,1.7,2.7,1.9,4.1,6,0.9,0.8,0.4,11.6
Rui Hachimura,GU,37,20.7,4.3,7.6,0.569,0.1,0.7,0.192,2.8,3.6,0.795,1.2,2,1.3,3.4,4.7,0.6,0.5,0.5,11.6
Alex Thompson,SU,30,24.7,4.2,9.4,0.452,1.3,4.2,0.315,1.8,2.3,0.779,0.7,2.2,0.7,3.1,3.7,0.7,0.4,0.2,11.6
Xavier Bishop,UMKC,32,29.8,3.8,9.9,0.385,1.4,4.2,0.333,2.5,3.4,0.75,1.9,2.7,0.5,2.4,2.9,3.3,0.7,0,11.6
Albert Owens,ORU,31,24.6,4.8,9.9,0.485,0,0.1,0.5,1.9,2.7,0.694,1.3,1.5,1.8,2.4,4.2,0.7,0.5,1.6,11.5
Jordan Goodwin,SLU,26,33.4,4.2,11.2,0.372,0.7,3.1,0.235,2.5,3.6,0.691,2.2,2.7,2.6,4.9,7.5,4,2,0.6,11.5
Chuck Champion,L-MD,26,30.7,4.5,11.5,0.396,1,3.1,0.321,1.5,2.1,0.704,1.9,1.8,0.7,2.1,2.8,1.6,1,0,11.5
Ryan Funk,MAR,30,31.3,3.6,8.6,0.42,2.6,6.3,0.407,1.8,2.3,0.757,0.8,1.8,0.3,2.6,2.9,0.5,0.4,0.2,11.5
Simon Okolue,DESU,27,26.7,5,8.1,0.612,0,0,0,1.6,2.5,0.632,1.6,3.3,2.9,4.2,7.1,0.3,0.6,1.1,11.5
Jalon Gates,HBU,31,18.5,3.6,9.5,0.378,2.4,7,0.347,1.9,2.5,0.769,0.6,0.7,0.4,1,1.4,0.5,0.3,0,11.5
Torry Johnson,NAU,31,26.9,3.3,8.8,0.377,0.9,2.8,0.322,4,5.1,0.774,2.6,2,0.7,1.5,2.2,1.6,1.1,0,11.5
J.T. Escobar,UNF,33,26.9,3.9,8.6,0.456,2.8,6.5,0.425,0.9,1,0.879,1.7,1.8,0.3,1.7,1.9,1.1,0.7,0.1,11.5
Jarron Cumberland,UC,36,28.9,3.8,9.4,0.409,1.7,4.9,0.339,2.2,3.2,0.678,1.8,2.1,1.2,2.7,4,2.9,1,0.4,11.5
Lonnie Walker,UM,32,27.8,4.1,9.9,0.415,1.8,5.1,0.346,1.5,2,0.738,1.2,1.6,0.4,2.2,2.6,1.9,0.9,0.5,11.5
Davell Roby,SLU,33,32.3,3.2,8.7,0.374,1.7,4.8,0.354,3.3,4.5,0.72,1.7,2.5,0.3,2.5,2.8,1.9,0.8,0.2,11.5
Quinton Adlesh,COM,27,29.5,4.1,8.9,0.465,2.7,6,0.442,0.5,0.7,0.684,1.5,1.6,0.5,2.9,3.4,2.3,1.1,0,11.4
Joshua Braun,GCU,34,29.4,3.5,9.3,0.372,1.9,5.5,0.34,2.6,3.5,0.742,1.4,2,1.4,2.4,3.8,1.4,0.8,0.5,11.4
Jacob Gilyard,RICH,32,36.4,3.9,8.7,0.452,1.8,4.7,0.384,1.8,2.1,0.836,1.7,1.8,0.5,1.7,2.2,4.1,2.8,0,11.4
Kaelon Wilson,UTA,32,30.5,3.7,9.1,0.402,1.3,3,0.438,2.8,4.3,0.652,1.8,2.2,1.4,2.8,4.2,2,0.5,0.1,11.4
Frankie Ferrari,USF,39,28.7,4,9.8,0.411,1.8,4.6,0.389,1.6,2,0.795,1.8,1.8,0.2,2.3,2.5,4.6,1,0,11.4
Shep Garner,PSU,39,32.8,3.7,8.4,0.444,3.1,7.1,0.433,0.9,1.1,0.829,1.2,2.1,0.2,1.8,2.1,1.3,0.9,0.1,11.4
T.J. Maston,BU,28,23,5,9.3,0.533,0.1,0.5,0.2,1.4,1.9,0.722,1.5,1.6,2.3,3.4,5.7,0.7,0.4,0.3,11.4
Daniel Fowler,FU,33,28.7,4,8.5,0.468,1.7,4.1,0.41,1.8,2.2,0.833,1.4,2.1,1.4,2.5,3.9,3.1,1.3,0.2,11.4
Kareem South,TAMU-CC,29,30.8,4.1,9.6,0.426,1.4,3.7,0.37,1.9,2.2,0.859,1.7,2.2,1.1,3.2,4.3,1.2,1,0.1,11.4
Payton Banks,USF,29,28.4,3.7,10,0.374,2.1,6.3,0.335,1.9,2.5,0.75,1.8,2.6,0.6,3,3.6,1.2,1.2,0.2,11.4
Dewan Hernandez,UM,32,25.8,4.6,8,0.576,0,0.1,0,2.2,3.2,0.689,1.4,1.9,2,4.6,6.7,0.4,0.5,1,11.4
Marcus Lee,Cal,32,27.8,4.7,8.4,0.563,0,0,0,2,3.2,0.612,2.7,3.6,3.1,4.1,7.2,1.3,0.7,1.6,11.4
Kenny Williams,UNC,37,31.1,4.2,8.7,0.486,1.9,4.8,0.402,1,1.5,0.704,1.1,1.9,1.1,2.6,3.7,2.4,1,0.5,11.4
Daniel Kinchen,SIUE,30,24.8,3.4,10.1,0.341,2,6.6,0.31,2.5,2.8,0.904,2.1,1.6,0.3,1.4,1.7,2.3,0.6,0,11.4
Keaton Wallace,UTSA,35,27.7,4,10.9,0.365,2.1,6.4,0.332,1.3,1.8,0.742,1.7,2,0.7,2.4,3.1,2.7,0.8,0.4,11.4
Jaron Hopkins,CSUF,25,28.6,4.6,9.2,0.507,0.3,0.8,0.368,1.8,3.1,0.577,2.4,2.3,0.9,4.8,5.7,3.1,1.4,0.4,11.4
Trey Landers,DAY,29,28.9,4.3,7.4,0.583,0.7,1.9,0.352,2,2.8,0.725,2,2.7,2.2,3.3,5.6,1.8,1.1,0.4,11.3
Jonah Antonio,MSMU,32,33.5,3.8,10.4,0.366,2.8,8.3,0.338,0.9,1.1,0.806,0.6,1.3,0.4,3.3,3.8,0.7,1.3,0.6,11.3
Darius McNeill,Cal,32,32.8,4,10.5,0.381,2.1,5.9,0.353,1.2,1.7,0.741,2.2,2.4,0.3,2.6,2.9,2.2,1.2,0.2,11.3
Isaiah Ross,UMKC,32,25.2,3.8,9.4,0.4,2.2,6.1,0.359,1.7,2.1,0.779,1.5,2,0.7,2.4,3.1,1,0.5,0,11.3
Skylar Mays,LSU,33,31.1,3.8,8.5,0.443,1.4,4.1,0.351,2.3,2.8,0.837,1.7,1.6,0.5,3.5,4,2.9,1.6,0.2,11.3
John Davis III,FU,33,27.7,4.2,8.5,0.486,1.3,3.5,0.386,1.7,2.2,0.757,1.4,1.3,0.4,2.2,2.7,2.6,1.4,0.1,11.3
Ryan Jones,UML,30,31.6,3.8,8.5,0.449,1.4,3.8,0.381,2.3,3.3,0.697,2.3,1.6,0.7,3.9,4.6,3,0.6,0.2,11.3
Aaron Menzies,SEA,34,26.9,4.4,7.3,0.609,0,0,0,2.4,3.8,0.648,1.2,3.1,3.5,5.4,8.9,0.6,0.3,2.3,11.3
"Troy Brown, ",UO,35,31.2,4.1,9.2,0.444,0.9,3.1,0.291,2.2,3,0.743,2.5,2.2,1.5,4.7,6.2,3.2,1.6,0.2,11.3
Kyle Washington,UC,36,23.3,4.6,9.1,0.505,0.6,1.6,0.357,1.6,2.1,0.74,1.2,1.8,1.7,3.8,5.5,0.4,0.2,1.4,11.3
K.J. Maura,UMBC,33,35.1,3.7,7.9,0.469,1.9,4.5,0.432,1.9,2.2,0.863,1.9,1.5,0.6,1.6,2.2,5,2,0,11.3
Trip Day,UNF,33,19.9,4.6,7.8,0.585,0.7,1.6,0.415,1.5,2,0.742,1.4,2.5,1.8,2.3,4.2,0.9,0.6,0.5,11.3
Mike Hughes,GSU,33,30.6,3.2,9.3,0.343,1.8,5.5,0.322,3.2,4,0.789,1.5,2.4,0.6,3.9,4.5,1.7,1,0.4,11.3
Eyassu Worku,UCI,35,28.5,4.2,11,0.381,0.9,3,0.311,1.9,2.6,0.756,2.2,1.6,0.7,2.4,3.1,3.7,1.1,0,11.3
Deon Lyle,UTSA,35,19.6,3.9,9.3,0.416,2.7,6.8,0.403,0.8,1.2,0.628,1,2.1,0.8,2.9,3.7,0.3,0.3,0.1,11.3
Dererk Pardon,NU,32,31,4.5,7.2,0.619,0,0,0,2.3,3.8,0.615,1.4,2.9,3.3,3.8,7.1,1.2,0.6,1.8,11.3
Trey Moses,BSU,32,26.1,4.2,7.3,0.57,0,0,0,2.9,4.8,0.6,2.2,2.4,2.5,5.6,8.2,2.1,0.5,0.8,11.3
Bashir Ahmed,STJ,33,30.2,3.9,9.7,0.408,1.3,3.9,0.344,2.1,3.4,0.613,1.5,2.8,1.6,3.1,4.7,0.9,1.1,0.3,11.3
Zhaire Smith,TTU,37,28.4,4.2,7.5,0.556,0.5,1.1,0.45,2.5,3.4,0.717,1.1,1.8,2.2,2.8,5,1.8,1.1,1.1,11.3
Calvin Hermanson,SMC,36,32.2,3.9,7.9,0.495,2.1,4.8,0.443,1.3,1.7,0.787,1,2.5,0.8,2.5,3.2,1.1,0.8,0.3,11.2
Matt Rafferty,FU,33,26.3,4.5,7.5,0.598,0.4,1.2,0.333,1.9,2.7,0.719,1,2.5,2.2,4.9,7.2,2.8,1.6,0.6,11.2
"Lovell Cabbil, ",LIB,33,32.4,3.6,9.3,0.386,1.5,4.4,0.329,2.6,3.1,0.853,2.1,1.9,0.4,4.2,4.6,3.7,1.3,0.4,11.2
Paris Collins,JSU,25,29.1,4.2,12,0.355,1.4,5,0.282,1.4,2.2,0.607,1.8,2.6,2.1,4,6.1,2.5,2.9,0.5,11.2
Alex Copeland,YALE,30,26.6,4.1,9.2,0.449,0.8,2.2,0.358,2.2,2.5,0.867,2.1,1.3,0.4,2,2.5,2.7,1.1,0,11.2
Jason Burnell,JSU,35,25.4,4.1,8.1,0.511,0.8,2.3,0.338,2.2,2.8,0.788,1.5,2.7,1.8,4.2,6,1.8,0.8,1,11.2
Jair Bolden,GW,32,32.6,4.1,11.1,0.368,1.7,5.4,0.318,1.3,1.9,0.677,2.3,1.7,0.4,2.7,3,3.1,0.8,0.3,11.2
Jarrett Culver,TTU,37,26.4,3.9,8.6,0.455,1.5,3.9,0.382,1.9,2.9,0.648,1.5,2.1,1.1,3.7,4.8,1.8,1.1,0.7,11.2
Lukas Meisner,COM,25,27.5,4.2,8.5,0.5,1.7,4.1,0.417,1,1.7,0.595,1.9,2.9,1.4,6,7.5,1.8,0.5,0.4,11.2
Arthur Johnson,AAMU,31,27.8,3.9,9.6,0.406,1.5,4.4,0.353,1.8,2.5,0.731,2.6,2.8,1.5,3.8,5.3,1.5,0.7,0.1,11.2
Josh Hearlihy,SEA,32,28.2,3.3,7.8,0.424,1.2,3,0.402,3.3,4.1,0.811,2.7,2,0.8,3.4,4.1,2.8,0.6,0.2,11.2
Roland Griffin,IC,33,23.9,4.4,8.2,0.531,0.1,0.3,0.222,2.4,3.6,0.669,1.5,2.8,1.2,4,5.2,1.4,0.5,0.7,11.2
Matisse Thybulle,UW,34,32.2,4.1,9.3,0.445,1.7,4.7,0.365,1.2,1.6,0.714,2.2,2.4,0.9,2.1,2.9,2.6,3,1.4,11.2
Samuel Idowu,SPC,32,24.3,4.1,8.7,0.471,0.8,3,0.284,2.1,2.7,0.8,1.4,3.1,1.7,4.2,5.9,0.8,0.5,1.2,11.2
Iziahiah Sweeney,NSU,27,25.3,4.3,10.7,0.401,0.8,3.1,0.25,1.8,2.6,0.686,2.2,2.6,1.2,2.4,3.6,1.4,1,0.3,11.1
Johnny Hamilton,UTA,34,23.4,4.3,6.8,0.629,0,0,0,2.6,3.9,0.664,1.9,2.9,2.9,5.1,8.1,0.6,0.5,2.3,11.1
JoJo Anderson,NAU,28,25.3,2.6,7.4,0.346,1.4,4.2,0.325,4.6,5.7,0.812,2.3,1.6,0.2,1.5,1.8,2.2,0.5,0.1,11.1
Thomas Bruce,BU,29,31.1,4.6,7.6,0.597,0,0,0,2,3.8,0.541,1.8,2.7,1.9,6.9,8.8,1.3,0.6,2.1,11.1
Miryne Thomas,UMES,29,26.3,4,9.1,0.438,0.3,1.8,0.157,2.9,4.4,0.654,2.5,3.4,2.5,5.3,7.8,0.9,0.6,0.4,11.1
Xavier Sneed,KSU,37,31.4,3.8,9.1,0.417,1.8,5.1,0.344,1.8,2.4,0.739,1.1,2.3,1.1,3.9,5.1,1.8,1.6,0.3,11.1
Elijah Mays,FAMU,30,29.5,4.3,9,0.481,1,2.2,0.448,1.5,1.7,0.863,1.8,2.6,0.3,1.8,2.1,2.8,0.9,0,11.1
Marques Townes,L-IL,38,28.1,4.2,8.2,0.514,0.8,2,0.387,1.9,2.6,0.747,2,1.5,0.6,3.4,4,2.4,0.9,0.2,11.1
Jalen Jordan,SFC,31,27.6,3.5,8.4,0.415,2.1,5.1,0.408,2.1,2.5,0.844,1.1,1.8,0.5,2.4,2.9,1,0.6,0.1,11.1
Rich Kelly,QU,33,34.2,3.7,9.5,0.39,1.5,4.9,0.317,2.2,2.8,0.766,2.9,1.9,0.3,2,2.3,4.7,0.7,0.1,11.1
Martin Geben,ND,36,24.8,4.4,7.2,0.606,0,0.1,0.333,2.4,2.8,0.85,1.7,2,2.9,5.1,8,1.2,0.6,0.9,11.1
Jordan Ford,SMC,36,27.4,4.2,8.2,0.508,1.4,3.2,0.443,1.4,1.8,0.754,0.9,1.4,0.5,2.2,2.7,1.6,0.9,0.1,11.1
Jake Pemberton,UD,30,32.6,4,8.4,0.47,1.9,4.1,0.452,1.3,1.6,0.812,1.8,2.5,0.2,3,3.3,2.8,1.3,0.1,11.1
Doral Moore,WF,31,25.5,4.9,7.2,0.689,0,0,0,1.2,2.7,0.458,1.3,2.9,3.2,6.2,9.4,0.3,0.4,2,11.1
Broderick Robinson,UMKC,31,31.6,3.6,9.3,0.391,2,5.7,0.358,1.8,2.5,0.696,1.5,2,1,4.2,5.2,1.9,1.4,0.1,11.1
B.J. Glasford,STET,32,26.4,4.3,10.3,0.417,1.3,3.9,0.331,1.2,1.8,0.667,1.6,2.3,0.9,3,3.9,1.8,1.4,0.3,11.1
Deshawn Freeman,RU,33,25.4,4.1,10.1,0.402,0.2,1,0.156,2.8,3.9,0.715,1.9,2.3,2.5,4.8,7.3,0.9,1.5,0.7,11.1
Sammy Mojica,DREX,33,35.6,3.9,10.3,0.378,1.9,5.9,0.32,1.5,2.2,0.649,1.4,2.1,1.3,2.7,4,1.5,1.5,0.3,11.1
Isaiah White,UM,24,27.6,4.1,9.4,0.434,1.5,4.1,0.357,1.5,2.1,0.7,1.5,2.2,1.2,3.5,4.6,0.9,1.2,1.2,11.1
