#,Player,Team,GP,MPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,TOV,PF,ORB,DRB,RPG,APG,SPG,BPG,PPG
37,Garret Covington,WIU,28,34.8,6.4,15.3,0.41600000000000004,3.1,8.1,0.377,4.1,4.7,0.878,2.9,1.8,0.4,3.2,3.6,3.2,0.8,0.1,19.9
38,Peter Jok,UI,32,30.7,6.2,14.6,0.426,2.6,6.9,0.38,4.8,5.3,0.9109999999999999,2.5,2.2,0.9,4.6,5.5,2.6,1.1,0.1,19.9
39,Jalen Ross,UHA,29,34.6,6.0,15.6,0.38299999999999995,2.4,6.6,0.359,5.6,6.7,0.826,2.9,1.4,0.3,3.2,3.4,2.1,1.3,0.0,19.9
40,Malik Monk,UK,38,32.1,6.6,14.7,0.45,2.7,6.9,0.397,3.9,4.7,0.8220000000000001,2.0,1.9,0.3,2.2,2.5,2.3,0.9,0.5,19.8
41,Jon Elmore,MU,35,35.1,6.0,14.5,0.41200000000000003,2.4,6.7,0.35200000000000004,5.4,6.7,0.807,3.1,1.8,0.6,3.7,4.3,5.9,1.1,0.2,19.7
42,Marcus Marshall,UNR,35,35.4,5.9,13.9,0.42100000000000004,3.3,8.7,0.38,4.7,5.7,0.828,1.7,2.1,0.3,2.1,2.5,3.7,0.9,0.1,19.7
43,Justin Robinson,MU,34,33.2,6.2,14.9,0.41700000000000004,2.8,7.0,0.40299999999999997,4.4,5.1,0.856,2.6,1.6,0.6,3.2,3.8,4.8,1.4,0.1,19.7
44,Mike Young,PITT,33,33.2,6.6,14.5,0.45399999999999996,1.3,3.7,0.344,5.2,6.7,0.778,2.1,1.8,1.6,5.2,6.8,2.7,0.6,0.8,19.6
45,Ike Smith,GSU,33,30.5,7.0,14.0,0.499,1.8,4.7,0.396,3.8,5.9,0.6509999999999999,2.2,2.2,1.1,4.2,5.2,1.7,1.4,0.6,19.6
46,Q.J. Peterson,VMI,30,31.7,6.7,15.5,0.431,2.6,7.1,0.368,3.7,5.2,0.7120000000000001,2.6,2.0,1.7,4.8,6.5,2.4,1.6,0.1,19.6
47,Jonathan Williams,U of T,32,34.3,6.6,15.0,0.44299999999999995,2.1,6.5,0.319,4.3,5.3,0.8170000000000001,2.7,2.1,0.7,2.3,3.0,3.2,0.8,0.1,19.6
48,Jon Davis,CHAR,30,35.2,6.5,13.6,0.48200000000000004,1.6,4.3,0.38,4.9,6.3,0.782,3.1,1.6,0.3,3.1,3.4,4.2,1.1,0.3,19.6
49,Jacolby Mobley,UTM,29,35.3,6.3,14.9,0.42100000000000004,3.3,8.9,0.36700000000000005,3.7,4.7,0.7809999999999999,2.0,2.0,0.8,2.1,2.9,2.1,1.0,0.1,19.5
50,Luke Kennard,DUKE,37,35.5,6.4,13.1,0.49,2.4,5.4,0.43799999999999994,4.3,5.1,0.856,1.6,2.2,1.2,3.9,5.1,2.5,0.8,0.4,19.5
51,Tyler Nelson,FU,31,36.1,6.3,14.3,0.44299999999999995,2.6,6.7,0.391,4.2,4.9,0.856,2.2,1.7,0.7,2.4,3.2,3.6,1.1,0.1,19.5
52,Jordan Howard,UCA,32,34.3,5.9,13.7,0.431,3.2,7.1,0.445,4.5,5.1,0.889,2.5,1.1,0.3,3.3,3.6,2.9,1.1,0.1,19.5
53,Jordan Davis,UNC,29,33.7,7.3,14.8,0.491,0.9,2.9,0.298,4.0,6.6,0.602,4.3,2.9,0.7,4.1,4.8,5.6,1.2,0.5,19.4
54,Jonathan Wade,NSU,34,34.9,6.4,13.2,0.484,1.8,4.7,0.384,4.8,6.4,0.748,3.2,2.1,1.6,5.2,6.8,1.9,0.6,0.1,19.4
55,Patrick Cole,NCCU,33,35.3,6.2,16.0,0.384,2.0,5.9,0.34,5.0,6.6,0.7559999999999999,3.8,2.4,1.2,5.8,7.0,5.6,0.9,0.2,19.3
56,Erik Thomas,UNO,32,32.6,7.0,11.8,0.588,0.1,0.5,0.235,5.2,6.6,0.7829999999999999,2.8,2.1,3.0,4.8,7.8,2.3,1.5,0.3,19.2
57,Quinton Hooker,UND,32,36.1,6.3,13.5,0.46799999999999997,2.6,5.9,0.444,4.0,4.6,0.865,1.8,2.2,0.8,3.8,4.6,3.6,1.8,0.2,19.2
58,Thomas Wilder,WMY,32,31.7,6.2,13.4,0.45799999999999996,2.0,4.4,0.444,5.0,6.0,0.8320000000000001,2.0,2.4,0.4,3.8,4.3,3.8,1.3,0.4,19.2
59,Daniel Dixon,W&M,30,29.5,6.3,13.0,0.48200000000000004,2.4,6.4,0.37799999999999995,4.2,4.9,0.87,2.2,2.8,0.9,3.8,4.7,2.5,0.7,0.3,19.2
60,Dedric Lawson,UM,32,34.5,6.8,14.7,0.461,0.9,3.5,0.27,4.8,6.4,0.741,2.4,2.5,2.9,7.0,9.9,3.3,1.3,2.1,19.2
61,Jawun Evans,OSU,32,29.2,6.6,15.1,0.43799999999999994,1.1,3.0,0.379,4.8,6.0,0.812,2.8,2.3,0.8,2.7,3.4,6.4,1.8,0.1,19.2
62,John Collins,WF,33,26.6,7.1,11.4,0.622,0.0,0.0,0.0,5.0,6.7,0.745,1.8,3.0,3.8,6.1,9.8,0.5,0.6,1.6,19.2
63,T.J. Cromer,ETSU,35,31.7,6.4,14.0,0.456,3.0,7.5,0.406,3.3,4.0,0.82,2.8,2.4,0.5,2.4,2.8,3.2,1.0,0.4,19.1
64,Semi Ojeleye,SMU,35,34.1,6.0,12.3,0.48700000000000004,2.1,4.9,0.424,4.9,6.3,0.785,1.4,1.8,2.3,4.6,6.9,1.5,0.4,0.4,19.0
65,Marcus Evans,RU,35,31.7,5.6,13.3,0.425,2.5,6.5,0.376,5.3,6.7,0.787,3.7,2.6,0.4,2.9,3.3,3.7,1.1,0.1,19.0
66,Mark Alstork,WRST,32,30.2,5.7,14.1,0.4,2.2,5.7,0.387,5.5,6.5,0.846,4.2,2.9,0.8,3.9,4.7,3.5,0.8,0.6,19.0
67,Jimmy Hall,KSU,36,32.6,7.4,14.2,0.52,0.1,0.6,0.15,4.1,5.2,0.777,2.9,2.9,4.1,6.5,10.6,2.6,0.9,1.4,19.0
68,Quincy McKnight,SHU,32,32.5,6.3,14.8,0.429,0.8,2.6,0.321,5.4,6.9,0.775,4.6,2.9,0.8,4.1,4.9,3.0,1.6,0.2,18.9
69,Jairus Lyles,UMBC,32,34.6,6.6,14.8,0.442,1.4,4.4,0.319,4.3,6.0,0.728,2.2,1.6,1.3,5.3,6.6,2.6,1.7,0.0,18.9
70,Nick Dixon,UTRGV,32,27.4,6.3,12.1,0.521,0.9,2.7,0.326,5.4,7.1,0.765,2.9,2.3,1.5,3.5,5.1,3.4,1.9,0.1,18.8
71,J.J. Frazier,UGA,34,34.6,5.9,14.4,0.406,1.6,5.3,0.304,5.5,6.2,0.8859999999999999,2.4,2.4,0.4,3.4,3.8,4.1,1.9,0.1,18.8
72,Fred Sims,CSU,31,34.5,6.8,18.8,0.361,2.3,7.3,0.314,3.0,3.7,0.807,2.3,1.6,0.7,3.9,4.6,1.5,1.0,0.3,18.8
73,Elijah Brown,UNM,31,32.3,5.4,14.1,0.379,2.2,6.6,0.33,5.9,7.1,0.8270000000000001,3.1,2.0,0.4,4.8,5.2,3.1,1.3,0.1,18.8
74,Josh Hart,VILL,36,33.1,6.6,12.9,0.51,2.1,5.1,0.40399999999999997,3.5,4.7,0.747,2.0,2.2,1.4,5.0,6.4,2.9,1.6,0.3,18.7
75,Jerome Robinson,BC,32,34.0,6.7,15.7,0.423,1.7,5.1,0.33299999999999996,3.7,5.1,0.722,3.2,2.8,0.6,3.2,3.9,3.4,1.7,0.4,18.7
76,Matt Mooney,USD,34,31.1,6.5,14.2,0.46,2.2,6.1,0.36700000000000005,3.4,4.7,0.7170000000000001,2.5,1.9,0.4,4.1,4.5,2.1,2.2,0.1,18.6
77,Torian Graham,ASU,33,34.7,7.0,15.5,0.44799999999999995,3.3,8.5,0.387,1.4,1.7,0.821,1.3,1.5,0.6,3.6,4.2,1.2,0.9,0.3,18.6
78,Fletcher Magee,WC,33,33.3,5.9,13.6,0.43799999999999994,3.4,8.0,0.423,3.3,3.7,0.893,1.7,1.3,0.3,3.0,3.3,1.8,0.7,0.1,18.6
79,Nick Mayo,EKU,31,35.2,6.5,13.0,0.504,1.0,2.6,0.39,4.4,5.7,0.774,3.0,2.5,1.5,5.0,6.5,2.8,0.9,1.3,18.5
80,Matt Mobley,STBN,32,38.3,5.5,13.1,0.42,2.7,7.1,0.379,4.8,5.6,0.861,2.3,2.4,0.5,5.3,5.8,2.6,1.6,0.3,18.5
81,T.J. Cline,RICH,35,32.6,6.9,13.4,0.517,1.4,4.3,0.316,3.3,4.7,0.687,2.9,2.5,0.9,6.9,7.8,5.6,0.9,0.2,18.5
82,Brandon Goodwin,FGC,34,31.6,6.4,12.6,0.512,1.6,4.6,0.353,4.0,5.1,0.7909999999999999,2.1,2.1,0.8,3.7,4.5,4.1,1.2,0.1,18.5
83,Trevon Bluiett,XAV,36,35.1,5.9,13.4,0.439,2.5,6.8,0.373,4.2,5.5,0.754,2.2,2.4,0.7,4.9,5.7,2.1,0.9,0.1,18.5
84,Andrew White,SU,34,37.2,5.9,13.3,0.44,3.3,8.2,0.401,3.5,4.1,0.8370000000000001,1.6,2.1,0.8,3.8,4.6,1.1,1.6,0.4,18.5
85,Caleb Swanigan,PU,35,32.5,6.3,12.0,0.527,1.1,2.4,0.447,4.7,6.0,0.7809999999999999,3.4,2.8,2.7,9.7,12.5,3.0,0.4,0.8,18.5
86,Jahad Thomas,UML,31,33.9,7.2,12.3,0.589,0.1,0.1,1.0,3.8,5.6,0.6759999999999999,3.8,3.0,2.3,6.7,9.0,4.6,1.6,0.3,18.3
87,Tyler Cavanaugh,GW,35,32.2,5.7,12.7,0.44799999999999995,1.9,4.7,0.409,4.9,5.8,0.848,2.7,2.8,2.5,5.9,8.4,2.0,0.5,0.4,18.3
88,Justin Jackson,UNC,40,32.0,6.6,14.9,0.44299999999999995,2.6,7.1,0.37,2.5,3.3,0.748,1.7,1.4,1.4,3.2,4.7,2.8,0.8,0.2,18.3
89,Donte McGill,FIU,27,33.8,6.7,15.3,0.439,1.0,2.9,0.32899999999999996,3.9,4.2,0.929,2.1,2.4,1.9,1.7,3.6,1.1,1.4,0.1,18.3
90,Marcus Foster,CU,35,30.9,7.0,15.2,0.461,2.1,6.1,0.341,2.1,3.1,0.701,2.2,2.0,0.3,2.6,2.9,2.4,0.6,0.1,18.2
91,Yante Maten,UGA,29,29.0,6.2,11.9,0.519,0.7,1.5,0.488,5.1,7.2,0.716,2.5,2.8,2.5,4.3,6.8,1.5,0.7,1.5,18.2
92,Egor Koulechov,RU,35,34.0,5.9,12.5,0.474,2.3,4.9,0.474,4.0,4.9,0.8190000000000001,2.0,2.0,1.8,7.1,8.9,2.1,0.8,0.3,18.2
93,Jamel Artis,PITT,32,34.3,6.1,12.9,0.475,2.3,5.9,0.392,3.6,4.9,0.7340000000000001,2.6,1.9,1.2,3.6,4.9,3.3,0.4,0.3,18.2
94,Dennis Smith,NCST,32,34.8,6.0,13.1,0.455,1.7,4.8,0.359,4.5,6.2,0.715,3.4,2.1,0.8,3.8,4.6,6.2,1.9,0.4,18.1
95,Justin Wright-Foreman,HOF,32,28.3,6.5,13.2,0.493,2.1,5.6,0.37200000000000005,3.0,4.0,0.764,1.4,1.8,0.7,2.9,3.6,1.6,0.8,0.1,18.1
96,Jared Brownridge,SCU,33,37.1,5.8,14.1,0.409,3.2,8.7,0.369,3.4,4.2,0.81,1.7,2.1,0.3,2.4,2.7,2.8,1.0,0.1,18.1
97,Derrick White,CU,34,32.8,6.0,11.9,0.507,1.7,4.2,0.396,4.4,5.4,0.813,2.4,2.1,1.0,3.1,4.1,4.4,1.2,1.4,18.1
98,Matt Morgan,COR,28,32.4,5.9,12.9,0.456,3.1,8.2,0.376,3.2,3.8,0.857,2.5,2.1,0.5,4.1,4.6,2.1,0.8,0.2,18.1
99,Rodney Pryor,GU,32,32.6,6.6,13.8,0.48,2.6,6.4,0.41200000000000003,2.2,2.9,0.7340000000000001,1.7,2.3,1.0,4.0,5.0,1.3,0.8,0.7,18.0
100,Jordan Washington,IC,35,21.7,6.7,12.1,0.552,0.0,0.1,0.25,4.6,6.7,0.6859999999999999,2.2,3.5,2.4,5.2,7.6,0.6,0.9,0.4,18.0
101,Ahmad Thomas,UNCA,33,33.0,7.4,13.5,0.544,1.1,2.5,0.457,2.1,3.7,0.569,2.1,2.6,1.4,4.9,6.3,2.3,3.0,0.5,18.0
102,Khallid Hart,MAR,32,35.5,5.8,12.7,0.457,2.0,5.4,0.368,4.3,5.4,0.792,1.6,2.1,0.3,2.3,2.7,2.3,1.1,0.2,17.9
103,David Nichols,ALB,35,33.8,7.1,16.0,0.44299999999999995,1.5,4.1,0.354,2.2,2.7,0.83,2.7,2.8,0.4,3.1,3.5,3.2,1.2,0.1,17.9
104,Brandon Tabb,BCU,32,34.4,5.8,15.4,0.379,3.3,9.6,0.345,2.8,3.4,0.826,1.5,3.2,0.8,4.6,5.4,1.7,1.3,0.6,17.8
105,Lavell Boyd,UMKC,35,31.0,5.4,13.2,0.41,2.5,6.2,0.40299999999999997,4.5,5.4,0.8320000000000001,2.5,2.7,0.5,3.5,4.1,3.9,1.1,0.0,17.8
106,Martez Walker,OU,34,33.7,5.7,13.1,0.43700000000000006,2.1,6.6,0.316,4.2,5.1,0.831,1.9,1.8,1.4,2.6,4.0,1.4,0.9,0.4,17.8
107,"Bonzie Colson, Jr.",ND,36,32.1,6.6,12.5,0.526,0.7,1.7,0.433,3.9,5.0,0.7829999999999999,1.2,2.2,2.9,7.2,10.1,1.6,1.1,1.4,17.8
108,Derick Newton,STET,32,31.6,5.8,12.5,0.461,1.9,5.2,0.37,4.3,5.3,0.813,1.8,1.6,1.3,4.4,5.7,1.3,0.6,0.2,17.8
109,Joe Chealey,C of C,35,33.8,5.0,11.5,0.431,1.9,4.7,0.392,5.9,7.2,0.8220000000000001,1.7,2.3,0.5,3.1,3.5,3.2,1.0,0.0,17.7
110,Erik McCree,LTU,33,31.7,6.1,12.8,0.47600000000000003,1.6,4.5,0.36200000000000004,3.8,5.0,0.77,2.5,1.6,1.6,7.3,8.9,1.3,0.5,0.5,17.7
111,Devin Sibley,FU,34,32.1,5.9,11.3,0.522,2.3,5.2,0.449,3.6,4.8,0.747,2.7,2.0,0.3,3.9,4.1,2.3,0.8,0.2,17.7
112,Jaron Blossomgame,CLEM,33,34.3,6.7,13.4,0.499,0.7,2.8,0.255,3.6,5.1,0.7140000000000001,1.7,1.6,1.8,4.5,6.3,1.5,0.8,0.9,17.7
113,J.R. Holder,JAC,32,33.8,6.2,12.2,0.514,1.4,3.9,0.363,3.8,5.2,0.7190000000000001,2.6,1.9,1.1,2.4,3.5,1.9,1.1,0.5,17.7
114,Ahmaad Rorie,UM,31,32.5,6.2,13.8,0.449,2.0,5.3,0.384,3.2,3.9,0.833,1.5,2.1,0.8,2.7,3.5,3.1,0.8,0.2,17.6
115,B.J. Johnson,LU,29,32.6,5.8,12.9,0.449,2.2,6.1,0.36200000000000004,3.8,4.5,0.838,2.3,2.4,1.3,5.0,6.3,1.0,1.1,0.5,17.6
116,Shawn Prudhomme,SUBR,33,33.4,6.4,14.5,0.442,2.3,6.2,0.366,2.4,3.4,0.7140000000000001,2.0,2.7,1.4,4.5,5.9,1.3,1.0,1.0,17.5
117,Preston Parks,CIT,31,27.1,6.0,14.7,0.406,2.5,7.5,0.32899999999999996,3.1,3.7,0.828,2.5,2.0,1.0,2.0,3.0,3.7,1.9,0.2,17.5
118,Tre' Coggins,CSUF,30,32.2,5.9,14.3,0.413,3.0,8.3,0.35600000000000004,2.7,3.3,0.8370000000000001,2.0,1.8,0.3,3.2,3.5,1.2,0.9,0.1,17.5
119,Evan Boudreaux,DART,27,33.5,6.1,14.0,0.439,1.4,3.9,0.349,3.8,5.5,0.696,3.0,2.2,2.1,7.5,9.6,0.9,0.7,0.4,17.5
120,Blake Hamilton,UB,32,30.4,5.9,13.7,0.43200000000000005,1.8,5.0,0.369,3.8,4.9,0.777,3.5,2.9,0.8,5.3,6.2,4.4,1.0,0.5,17.5
121,Jeffrey Carroll,OSU,33,29.1,6.0,11.2,0.537,1.8,4.0,0.444,3.7,4.5,0.807,1.6,1.9,1.9,4.6,6.6,1.2,0.9,0.2,17.5
122,Joshua Braun,GCU,22,33.7,5.0,11.1,0.445,2.9,7.0,0.41600000000000004,4.6,5.8,0.8029999999999999,1.5,1.8,1.2,3.4,4.6,1.4,0.5,0.4,17.5
123,Bakari Copeland,UMES,34,30.2,5.7,12.3,0.465,1.2,2.8,0.42100000000000004,4.8,6.2,0.774,2.3,2.5,1.1,5.0,6.1,1.6,0.6,0.2,17.4
124,Reid Travis,SU,27,30.1,6.5,11.3,0.579,0.0,0.0,0.0,4.4,6.7,0.652,2.1,2.4,3.4,5.4,8.9,0.5,0.5,0.2,17.4
125,Chandler Hutchison,BSU,32,31.7,6.5,13.1,0.495,0.8,2.2,0.377,3.7,5.5,0.665,2.7,2.7,1.2,6.6,7.8,2.6,1.2,0.2,17.4
126,Albert Owens,ORU,30,31.1,6.9,14.0,0.49200000000000005,0.1,0.4,0.25,3.6,4.9,0.728,2.0,2.2,2.3,3.3,5.6,1.0,0.5,1.2,17.4
127,Christian Keeling,CSU,31,31.3,5.9,12.9,0.45899999999999996,0.8,2.4,0.342,4.7,6.0,0.7809999999999999,1.7,1.7,1.3,5.8,7.1,1.4,0.9,0.3,17.4
128,B.J. Taylor,UCF,29,36.4,5.7,13.8,0.414,1.7,4.9,0.34,4.3,6.0,0.72,2.2,2.1,0.4,3.6,4.0,3.5,1.1,0.0,17.4
129,Damyean Dotson,U of H,32,34.3,6.3,13.4,0.47,3.4,7.6,0.44299999999999995,1.4,1.7,0.83,1.0,1.7,1.5,5.4,6.9,1.1,0.9,0.2,17.4
130,C.J. Bryce,UNCW,35,34.3,6.6,13.6,0.484,1.2,3.6,0.331,3.0,4.4,0.68,1.9,2.3,1.7,3.7,5.4,3.0,0.9,0.2,17.4
131,Shamorie Ponds,STJ,33,33.6,5.8,13.2,0.439,2.3,6.1,0.375,3.5,4.3,0.823,1.9,1.8,1.2,3.3,4.4,3.1,2.1,0.2,17.4
132,Tim Williams,UNM,22,33.5,6.8,12.0,0.562,0.0,0.2,0.2,3.8,5.5,0.6920000000000001,1.8,2.0,1.9,5.0,6.9,1.5,0.5,0.6,17.4
133,Johnathan Motley,BU,34,30.5,6.6,12.7,0.522,0.3,0.9,0.281,3.8,5.4,0.6990000000000001,2.9,3.1,3.7,6.1,9.9,2.3,0.4,1.1,17.3
134,Brandon Clarke,SJSU,30,31.9,7.3,12.3,0.5920000000000001,0.0,0.1,0.33299999999999996,2.6,4.6,0.5720000000000001,1.8,2.6,3.0,5.7,8.7,2.3,1.2,2.5,17.3
135,Steven Spieth,BU,30,34.6,5.1,10.5,0.48700000000000004,1.7,4.1,0.40700000000000003,5.4,6.1,0.88,3.4,2.8,1.4,4.6,6.0,3.3,1.4,0.4,17.3
136,Jacorey Williams,MTSU,36,29.7,7.2,13.4,0.5329999999999999,0.1,0.4,0.133,2.9,4.1,0.696,1.7,2.0,1.8,5.6,7.3,1.6,0.9,0.5,17.2
137,Malcolm Hill,U of I,35,33.3,5.4,12.4,0.434,1.9,5.2,0.355,4.6,5.8,0.784,1.9,2.1,1.0,4.1,5.1,2.9,1.2,0.4,17.2
138,Dwayne Bacon,FSU,35,28.8,6.3,14.0,0.452,1.6,4.9,0.33299999999999996,3.0,3.9,0.754,2.0,1.6,1.0,3.2,4.2,1.7,1.0,0.1,17.2
139,Ria'n Holland,MER,31,31.5,5.7,13.1,0.43700000000000006,2.5,6.6,0.377,3.3,3.9,0.843,1.4,2.3,0.8,2.5,3.3,1.9,1.0,0.2,17.2
140,Antonio Blakeney,LSU,31,32.9,6.3,13.7,0.45799999999999996,1.7,4.8,0.358,3.0,4.1,0.7240000000000001,2.1,1.6,1.0,3.8,4.8,1.7,0.7,0.1,17.2
141,Tanner Leissner,UNH,32,34.4,5.8,12.3,0.47,0.7,2.3,0.28800000000000003,4.9,5.9,0.83,1.8,2.6,2.3,4.6,6.9,1.8,0.5,0.3,17.1
142,Marcus Tyus,UNO,32,27.5,5.3,11.1,0.48200000000000004,2.2,5.0,0.447,4.2,5.1,0.816,2.4,2.8,0.6,2.4,3.0,1.7,1.6,0.1,17.1
143,Tookie Brown,GSU,33,34.0,5.4,13.2,0.406,1.8,5.4,0.345,4.5,5.8,0.767,2.2,2.1,0.2,3.2,3.4,4.0,1.4,0.3,17.1
