#,Player,Team,GP,MPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,TOV,PF,ORB,DRB,RPG,APG,SPG,BPG,PPG
26,Isiaih Mosley,MSU,24,33.7,7.0,13.9,0.505,1.4,3.7,0.386,4.4,5.2,0.847,3.4,2.3,0.6,5.7,6.2,3.1,1.0,0.1,19.8
27,Julian Champagnie,STJ,25,32.8,6.6,15.3,0.433,2.4,6.3,0.38,4.1,4.6,0.887,1.9,1.8,1.6,5.7,7.4,1.3,1.4,1.0,19.8
28,Matt Lewis,JMU,18,32.8,6.1,12.9,0.47,2.4,6.2,0.384,5.2,6.9,0.75,1.8,1.7,0.6,4.1,4.7,3.7,1.4,0.3,19.7
29,Taevion Kinsey,MU,22,37.7,7.5,14.1,0.532,0.9,2.1,0.413,3.7,4.5,0.818,1.9,1.1,2.0,4.1,6.2,3.0,0.8,0.3,19.5
30,"Richard Washington, Jr.",SJSU,16,32.1,6.7,16.7,0.401,2.6,7.5,0.342,3.6,4.5,0.792,1.9,1.6,1.4,3.8,5.2,2.2,0.4,0.2,19.5
31,Nashon Hyland,VCU,24,31.9,6.3,14.2,0.447,2.9,7.8,0.371,3.9,4.5,0.862,3.1,2.2,0.2,4.5,4.7,2.1,1.9,0.2,19.5
32,Marcus Carr,U of M,29,35.8,6.0,15.6,0.385,2.1,6.5,0.317,5.3,6.7,0.799,2.3,2.3,0.8,3.2,4.0,4.9,1.3,0.1,19.4
33,Jalen Ray,HOF,23,37.2,6.7,15.8,0.42,2.8,7.5,0.37,3.3,3.9,0.843,2.1,2.3,0.6,2.8,3.3,3.3,1.7,0.3,19.3
34,Devante' Jones,CCU,26,32.7,6.4,13.2,0.48700000000000004,1.9,5.2,0.368,4.6,5.3,0.862,2.3,2.5,1.5,5.6,7.2,2.9,2.8,0.2,19.3
35,Zach Nutall,SHSU,28,29.2,6.9,15.6,0.439,2.5,6.7,0.37200000000000005,3.1,4.5,0.696,3.1,2.0,0.9,4.8,5.7,1.8,1.0,0.3,19.3
36,Danny Pippen,KSU,20,31.9,6.5,16.2,0.40299999999999997,2.5,8.0,0.308,3.8,4.7,0.8059999999999999,3.7,2.4,2.6,6.0,8.7,2.8,0.8,1.3,19.3
37,Justin Turner,BGSU,25,34.7,6.6,16.0,0.41100000000000003,1.3,4.3,0.29600000000000004,4.9,5.6,0.878,1.9,1.8,0.7,3.6,4.3,4.3,1.5,0.2,19.3
38,Isaiah Miller,UNCG,29,30.7,8.2,17.7,0.46299999999999997,0.3,1.7,0.20800000000000002,2.5,4.0,0.624,3.0,2.3,1.5,5.3,6.8,4.0,2.6,0.3,19.2
39,Cameron Shelton,NAU,22,35.6,6.5,15.6,0.42,1.1,3.3,0.34700000000000003,5.0,6.9,0.7170000000000001,3.3,2.1,1.1,4.8,5.9,4.2,1.5,0.0,19.2
40,Jase Townsend,UD,20,32.6,6.4,14.7,0.43700000000000006,1.9,5.8,0.33899999999999997,4.4,5.0,0.889,2.5,2.5,0.6,3.6,4.2,2.2,1.1,0.0,19.1
41,Remy Martin,ASU,23,33.5,6.1,14.2,0.433,2.0,5.9,0.34600000000000003,4.8,6.2,0.7759999999999999,2.4,1.6,0.5,2.3,2.8,3.7,1.2,0.0,19.1
42,James Bishop IV,GW,17,36.2,6.5,15.3,0.42700000000000005,1.5,4.4,0.33799999999999997,4.6,6.2,0.736,3.6,1.5,0.4,2.5,2.9,5.1,0.8,0.2,19.1
43,Trayce Jackson-Davis,IU,27,34.3,6.8,13.1,0.517,0.0,0.0,0.0,5.6,8.5,0.655,2.2,2.1,3.2,5.8,9.0,1.4,0.7,1.4,19.1
44,Troymain Crosby,ASU,15,29.4,6.3,13.7,0.45899999999999996,0.5,1.8,0.29600000000000004,6.0,7.3,0.826,2.5,3.3,1.4,4.0,5.4,0.7,1.0,0.0,19.1
45,Tyler Thomas,SHU,17,36.5,6.4,16.1,0.39399999999999996,2.8,8.4,0.331,3.6,4.4,0.813,2.8,1.2,1.6,3.6,5.2,2.9,0.8,0.5,19.1
46,Drew Timme,GU,32,28.1,7.4,11.3,0.655,0.2,0.7,0.28600000000000003,4.0,5.8,0.696,1.8,2.3,2.2,4.8,7.0,2.3,0.7,0.7,19.0
47,Kendric Davis,SMU,17,34.6,6.7,13.9,0.48100000000000004,1.5,3.9,0.373,4.1,4.9,0.833,2.4,1.6,0.5,3.7,4.2,7.6,1.6,0.1,19.0
48,A.J. Plitzuweit,USD,22,34.2,6.0,13.3,0.455,2.4,5.5,0.433,4.5,5.0,0.892,2.3,2.9,0.6,3.5,4.2,3.9,1.0,0.1,19.0
49,Keaston Willis,UIW,20,33.8,6.2,14.7,0.425,2.0,5.6,0.366,4.4,5.8,0.759,2.6,1.9,0.5,4.0,4.5,2.1,1.2,0.1,18.9
50,Hayden Brown,CIT,24,31.5,6.6,13.0,0.508,1.1,3.8,0.28600000000000003,4.5,6.3,0.7040000000000001,2.5,2.8,2.3,8.2,10.5,2.8,1.1,0.4,18.8
51,Tyson Walker,NU,19,34.9,6.5,14.6,0.444,2.1,5.9,0.354,3.7,4.8,0.772,3.3,2.0,0.5,2.4,2.9,4.8,2.4,0.1,18.8
52,Tre Mitchell,UMass,13,32.2,6.4,12.3,0.519,1.2,3.1,0.375,4.8,6.3,0.768,2.2,2.7,1.4,5.8,7.2,2.2,1.2,1.5,18.8
53,Souley Boum,UTEP,24,35.0,5.4,14.2,0.38,2.5,6.5,0.387,5.4,6.7,0.812,2.2,2.3,0.2,3.4,3.7,2.5,1.4,0.2,18.8
54,Corey Kispert,GU,32,31.8,6.5,12.3,0.529,2.8,6.5,0.44,2.7,3.1,0.878,1.3,1.7,0.9,4.0,5.0,1.8,0.9,0.4,18.6
55,Grant Sherfield,UNR,26,34.7,5.9,13.6,0.433,1.8,4.9,0.36700000000000005,5.0,5.8,0.855,2.8,1.5,0.3,3.5,3.7,6.1,1.6,0.0,18.6
56,Ryan Davis,UVM,13,27.2,7.3,12.5,0.586,1.3,3.2,0.415,2.6,3.2,0.81,1.5,2.5,1.8,4.5,6.3,1.1,0.5,0.6,18.5
57,Oscar da Silva,SU,24,32.2,6.7,11.7,0.569,0.6,1.9,0.311,4.6,5.8,0.7909999999999999,2.5,2.8,1.8,5.0,6.7,2.4,0.9,1.0,18.5
58,Isaiah Ross,IC,18,34.4,6.4,14.1,0.455,2.6,6.7,0.38299999999999995,3.1,3.8,0.812,2.9,1.7,0.8,3.1,3.9,1.4,1.4,0.1,18.4
59,Greg Parham,VMI,25,33.9,6.7,13.8,0.484,2.6,5.9,0.435,2.5,3.1,0.795,2.2,1.8,0.7,3.2,3.9,4.0,1.1,0.1,18.4
60,Ethan Esposito,CSUS,20,33.5,6.4,13.3,0.48100000000000004,0.5,2.0,0.22,5.0,6.8,0.743,2.6,2.5,1.8,5.7,7.5,1.9,0.8,0.1,18.3
61,Matthew Hurt,DUKE,24,32.8,6.8,12.3,0.556,2.3,5.2,0.444,2.3,3.2,0.7240000000000001,1.2,3.2,1.5,4.7,6.1,1.4,0.7,0.7,18.3
62,Austin Reaves,OU,25,34.6,5.6,12.6,0.44299999999999995,1.3,4.2,0.305,5.9,6.8,0.865,3.0,1.7,0.8,4.6,5.5,4.6,0.9,0.3,18.3
63,Jayden Gardner,ECU,19,35.1,6.5,13.5,0.479,0.2,0.3,0.5,5.2,7.0,0.737,2.4,2.2,2.1,6.3,8.3,1.4,0.6,0.2,18.3
64,Ahmed Ali,UP,17,30.6,5.6,12.1,0.46299999999999997,2.2,5.9,0.366,4.8,5.7,0.845,2.7,2.1,0.9,1.9,2.8,3.1,0.9,0.0,18.2
65,Kevin Obanor,ORU,29,31.0,6.1,12.4,0.496,1.9,4.3,0.44799999999999995,3.9,4.5,0.877,2.1,2.7,2.1,7.2,9.3,1.0,0.6,0.7,18.1
66,Marreon Jackson,U of T,30,34.1,5.9,14.6,0.40299999999999997,2.9,8.2,0.348,3.4,3.8,0.904,3.0,2.0,0.6,5.5,6.1,5.9,1.8,0.3,18.1
67,Jahmir Young,CHAR,25,37.6,5.6,13.2,0.423,1.8,5.3,0.33799999999999997,5.0,6.0,0.8340000000000001,2.4,0.9,0.8,4.2,4.9,2.5,1.0,0.3,18.0
68,Justin Champagnie,PITT,20,34.4,6.7,14.1,0.47700000000000004,1.1,3.7,0.311,3.5,4.8,0.711,1.5,1.8,3.4,7.7,11.1,1.6,1.2,1.2,18.0
69,Matt Bradley,Cal,22,30.3,5.9,13.0,0.455,1.8,5.0,0.364,4.4,5.3,0.821,2.8,2.7,1.0,3.6,4.6,1.7,0.4,0.2,18.0
70,Eli Scott,LMU,22,35.5,6.4,12.9,0.495,0.4,1.5,0.242,4.9,6.9,0.7040000000000001,3.8,2.5,2.5,5.7,8.2,3.6,0.6,0.5,18.0
71,Jalen Moore,OU,30,37.8,5.3,13.8,0.38299999999999995,1.7,4.9,0.349,5.7,7.3,0.7759999999999999,3.8,1.7,0.3,3.9,4.1,8.4,1.7,0.1,17.9
72,"Travon Broadway, Jr.",CMU,18,29.9,5.8,12.6,0.465,1.5,4.1,0.37,4.7,6.6,0.72,1.7,1.7,1.7,3.7,5.4,1.8,1.7,0.1,17.9
73,Bryce Hamilton,UNLV,24,32.5,7.3,17.0,0.43,1.5,4.7,0.312,1.8,2.7,0.6559999999999999,2.7,2.5,1.2,4.8,6.0,3.0,1.3,0.1,17.9
74,Mike Nuga,KSU,13,32.6,6.5,13.1,0.5,2.8,7.4,0.385,1.9,2.4,0.8059999999999999,1.4,1.7,0.9,4.6,5.5,1.6,1.5,0.1,17.8
75,Quentin Grimes,U of H,30,32.7,5.8,14.2,0.406,3.3,8.3,0.40299999999999997,3.0,3.8,0.7879999999999999,1.8,2.2,1.6,4.1,5.7,2.0,1.4,0.3,17.8
76,Riley Grigsby,SEA,21,36.5,6.7,14.9,0.449,2.1,5.4,0.386,2.4,3.1,0.769,1.8,2.6,1.5,3.6,5.1,1.1,0.9,0.6,17.8
77,Buddy Boeheim,SU,25,36.2,6.4,14.9,0.433,3.1,8.0,0.38299999999999995,1.8,2.1,0.8490000000000001,1.6,1.6,0.6,2.1,2.6,2.6,1.3,0.0,17.8
78,Storm Murphy,WC,24,34.3,6.0,12.7,0.47,2.9,7.3,0.4,2.9,3.5,0.843,2.7,1.2,0.6,2.7,3.2,4.3,1.0,0.0,17.8
79,Jaylen Sims,UNCW,12,33.9,5.2,12.0,0.43799999999999994,1.8,4.6,0.382,5.5,7.1,0.7759999999999999,2.6,2.0,0.8,4.6,5.3,1.8,0.8,0.1,17.8
80,Isaac Bonton,WSU,21,35.1,6.1,15.6,0.391,1.9,5.7,0.32799999999999996,3.7,5.6,0.6579999999999999,3.5,2.0,0.3,3.6,4.0,4.0,2.0,0.2,17.7
81,Isiah Brown,WSU,23,31.3,6.0,12.3,0.491,1.7,5.0,0.33899999999999997,3.9,4.7,0.833,1.8,2.5,0.3,3.3,3.5,3.0,1.3,0.1,17.7
82,Kofi Cockburn,U of I,31,27.0,6.9,10.5,0.654,0.0,0.0,0.0,3.9,7.0,0.5529999999999999,1.7,2.5,3.4,6.1,9.5,0.2,0.3,1.3,17.7
83,Elijah Ford,WC,18,33.3,7.1,12.1,0.5870000000000001,0.1,0.4,0.25,3.3,4.4,0.75,2.3,2.8,2.8,4.9,7.7,1.6,2.0,0.7,17.7
84,Charles Bassey,WKU,28,30.3,6.9,11.8,0.59,0.6,2.1,0.305,3.1,4.1,0.759,2.2,2.4,3.3,8.3,11.6,0.7,0.4,3.1,17.6
85,Kaiden Rice,CIT,25,33.8,6.0,14.6,0.414,3.7,10.6,0.348,1.9,2.1,0.887,1.4,1.5,0.7,3.5,4.2,1.1,0.4,0.0,17.6
86,Jalen Crutcher,DAY,24,38.0,6.0,13.0,0.46299999999999997,2.0,5.4,0.37200000000000005,3.6,4.8,0.763,3.0,2.1,0.3,3.2,3.5,4.8,0.8,0.0,17.6
87,"Jeenathan Williams, Jr.",UB,25,30.9,7.1,14.6,0.486,1.4,3.5,0.386,2.0,2.9,0.708,2.5,1.7,1.7,5.0,6.8,2.4,1.1,0.4,17.6
88,Colbey Ross,PU,27,37.6,5.5,12.7,0.436,1.6,4.7,0.341,4.9,5.8,0.846,3.8,2.7,0.6,3.6,4.1,7.7,1.1,0.3,17.5
89,Sandro Mamukelashvili,SHU,27,35.5,6.2,14.3,0.434,1.6,4.6,0.336,3.5,4.9,0.7140000000000001,3.3,1.7,1.9,5.7,7.6,3.2,1.1,0.6,17.5
90,Dontarius James,JAC,22,30.0,5.8,12.9,0.451,2.5,6.9,0.364,3.3,4.1,0.802,3.2,2.5,0.9,3.5,4.3,1.1,1.0,0.8,17.5
91,Moses Wright,GT,25,35.4,7.0,13.2,0.53,0.5,1.2,0.414,2.9,4.4,0.6579999999999999,1.6,2.6,3.2,4.9,8.0,2.3,1.5,1.6,17.4
92,Taylor Funk,SJU,20,32.3,6.0,12.3,0.48200000000000004,2.6,7.3,0.354,2.9,3.4,0.838,1.4,2.8,1.8,3.9,5.7,1.5,0.8,0.8,17.4
93,Jamaree Bouyea,USF,25,33.7,6.9,13.8,0.5,1.6,4.3,0.37,1.8,2.4,0.754,2.4,2.0,0.8,2.9,3.7,3.7,1.5,0.2,17.3
94,Tyrn Flowers,LIU,18,33.2,6.7,14.5,0.46399999999999997,1.5,5.1,0.293,2.3,3.5,0.667,2.3,1.9,2.4,5.7,8.1,3.6,1.9,1.2,17.3
95,Jamison Battle,GW,15,36.5,6.3,13.2,0.475,2.3,6.4,0.354,2.5,3.1,0.787,2.2,1.7,0.4,4.8,5.2,0.7,0.9,0.3,17.3
96,Jr. Clay,TTU,24,34.3,6.0,13.8,0.434,2.4,7.0,0.34700000000000003,2.8,3.9,0.723,2.8,1.6,0.5,2.3,2.9,3.7,1.8,0.2,17.2
97,Rayshon Harrison,PC,20,34.6,5.8,14.8,0.391,2.0,5.8,0.35,3.6,4.5,0.8,2.6,1.8,1.4,4.2,5.6,2.5,1.4,0.3,17.2
98,Timmy Allen,U of U,25,35.1,6.2,13.3,0.465,0.4,1.6,0.268,4.4,5.7,0.769,3.1,1.8,1.2,5.3,6.4,3.9,1.3,0.2,17.2
99,Amari Davis,UWGB,25,35.5,6.4,15.1,0.42200000000000004,0.9,3.3,0.28,3.6,4.5,0.804,1.5,2.4,0.6,3.0,3.7,1.9,1.4,0.3,17.2
100,Kessler Edwards,PU,27,34.0,6.1,12.4,0.491,1.7,4.4,0.37799999999999995,3.4,3.9,0.8759999999999999,1.8,2.1,1.2,5.6,6.8,1.2,1.0,1.2,17.2
101,Brandon McKissic,UMKC,18,34.0,6.7,13.1,0.508,1.7,3.9,0.429,2.2,3.3,0.667,3.0,2.8,0.6,3.1,3.7,3.3,1.5,0.1,17.2
102,De'Torrion Ware,MSU,22,24.9,5.5,12.8,0.42700000000000005,2.5,6.3,0.38799999999999996,3.8,4.6,0.8320000000000001,1.9,2.0,2.0,3.7,5.7,1.3,1.4,0.1,17.2
103,Tyreke Key,ISU,23,33.9,5.8,12.3,0.47200000000000003,1.3,4.3,0.316,4.3,5.1,0.838,1.8,1.5,1.0,4.4,5.3,2.0,1.1,0.3,17.2
104,Tanner Groves,EWU,24,27.1,6.4,11.4,0.56,0.9,2.6,0.349,3.5,4.5,0.778,1.9,3.4,1.3,6.6,8.0,1.3,0.2,1.1,17.2
105,Cedric Russell,LA,26,33.5,5.8,14.0,0.419,2.9,7.3,0.4,2.5,3.3,0.767,2.5,1.8,0.4,2.8,3.2,1.2,0.5,0.0,17.2
106,Eugene Omoruyi,UO,28,30.5,6.2,13.1,0.473,1.5,3.9,0.376,3.2,4.2,0.765,2.3,3.0,2.2,3.2,5.4,2.2,1.5,0.6,17.1
107,JaVonte Perkins,SLU,21,30.5,6.3,13.5,0.465,1.8,4.8,0.376,2.8,3.2,0.866,1.4,2.4,0.7,3.1,3.9,1.8,0.7,0.5,17.1
108,Cam Davis,USNA,15,32.5,6.0,13.6,0.441,1.3,3.7,0.35700000000000004,3.8,4.9,0.7809999999999999,1.5,1.4,0.5,2.3,2.8,2.7,1.5,0.3,17.1
109,Chris Duarte,UO,26,34.0,6.2,11.6,0.532,2.3,5.5,0.424,2.5,3.0,0.81,2.3,1.4,0.7,3.9,4.6,2.7,1.9,0.8,17.1
110,Isaiah Wong,UM,27,35.4,5.7,13.3,0.431,1.9,5.3,0.34700000000000003,3.8,4.7,0.8029999999999999,1.8,1.6,0.8,4.0,4.8,2.4,1.1,0.5,17.1
111,Mark Freeman,TSU,21,35.1,5.6,14.0,0.397,1.5,5.2,0.284,4.5,5.5,0.8170000000000001,3.7,2.5,0.4,3.7,4.1,4.6,2.0,0.0,17.1
112,Kellan Grady,DAV,22,34.2,6.2,13.1,0.47100000000000003,2.6,6.9,0.382,2.1,3.1,0.6759999999999999,1.6,1.1,0.4,4.2,4.6,2.4,0.8,0.2,17.1
113,"Antonio Daye, Jr.",FIU,22,31.6,6.0,13.2,0.455,1.1,3.8,0.289,4.0,5.7,0.698,4.5,2.1,0.7,3.5,4.3,4.7,2.4,0.1,17.1
114,Zach Cooks,NJIT,19,37.7,6.1,14.8,0.41100000000000003,1.6,4.8,0.337,3.2,4.5,0.718,2.2,1.3,0.7,4.2,4.9,1.5,2.2,0.1,17.1
115,"Derrick Alston, Jr.",BSU,28,32.6,5.6,12.6,0.444,2.4,6.4,0.382,3.4,4.0,0.856,2.4,1.7,0.6,3.1,3.7,2.2,0.8,0.2,17.0
116,Mason Faulkner,WCU,22,34.2,5.5,12.0,0.455,1.5,4.2,0.355,4.5,5.9,0.762,3.5,2.9,1.0,4.5,5.5,4.8,1.2,0.0,16.9
117,Nate Watson,PROV,26,32.3,6.9,11.5,0.602,0.0,0.0,0.0,3.0,4.8,0.627,1.3,2.4,2.6,4.1,6.7,0.7,0.3,1.0,16.9
118,Tevian Jones,SUU,24,28.1,5.7,13.4,0.424,2.5,7.2,0.349,3.0,3.5,0.8590000000000001,2.5,2.1,0.6,3.9,4.5,1.2,0.7,0.0,16.9
119,Rylan Bergersen,UCA,23,34.5,5.5,12.7,0.436,1.7,4.9,0.33899999999999997,4.2,6.1,0.6859999999999999,2.8,2.2,0.7,3.3,4.0,4.8,1.3,0.4,16.9
120,David Duke,PROV,26,37.1,5.5,14.3,0.387,2.0,5.0,0.389,3.8,4.8,0.792,3.2,3.0,1.0,5.3,6.3,4.8,1.2,0.3,16.8
121,Moses Moody,U of A,32,33.7,5.2,12.1,0.42700000000000005,1.8,5.1,0.358,4.7,5.8,0.812,1.6,2.3,2.0,3.8,5.8,1.6,1.0,0.7,16.8
122,Filip Rebraca,UND,26,31.8,6.7,13.2,0.506,0.6,1.6,0.366,2.8,4.7,0.607,2.3,2.7,1.8,5.7,7.6,1.2,0.6,0.7,16.8
123,Deion Hammond,MU,20,30.1,5.3,14.4,0.37200000000000005,2.0,5.6,0.35700000000000004,4.1,5.5,0.745,2.0,2.0,0.8,3.0,3.8,1.8,1.2,0.6,16.8
124,Jahlil Jenkins,FDU,24,37.1,5.7,14.2,0.401,2.0,5.4,0.38,3.3,3.9,0.86,2.9,1.3,0.3,2.2,2.5,3.2,1.5,0.0,16.8
125,Carlik Jones,U of L,19,37.6,5.9,14.8,0.402,0.9,2.9,0.321,3.9,4.8,0.815,2.1,1.8,0.7,4.2,4.9,4.5,1.4,0.1,16.8
126,Deandre Gholston,UWM,22,33.0,5.8,13.1,0.439,2.1,5.6,0.374,3.1,3.9,0.802,2.0,1.6,0.5,4.6,5.2,1.4,1.1,0.3,16.8
127,Keaton Wallace,UTSA,26,33.5,6.0,14.4,0.42,2.3,7.1,0.319,2.4,3.1,0.787,2.2,2.1,0.6,4.9,5.5,3.4,1.0,0.3,16.8
128,Malachi Smith,UTC,25,35.9,6.0,13.1,0.46,1.4,3.8,0.38299999999999995,3.2,4.0,0.802,3.0,1.8,1.6,7.2,8.8,3.3,1.5,0.2,16.8
129,Shahada Wells,UTA,25,30.1,6.2,14.8,0.41600000000000004,2.1,5.4,0.39299999999999996,2.3,3.0,0.784,2.2,1.5,0.8,2.6,3.4,3.7,2.2,0.2,16.8
130,Alex Morales,WC,20,35.5,6.2,14.1,0.44,1.0,3.1,0.317,3.4,4.7,0.713,3.2,2.9,2.6,4.5,7.2,4.2,1.8,0.5,16.8
131,Jordan Burns,CU,16,29.4,5.5,13.7,0.402,1.9,4.4,0.429,3.9,4.3,0.899,2.9,2.0,0.7,3.6,4.3,5.2,1.6,0.1,16.8
132,Doug Wilson,SDSU,19,28.7,6.3,12.4,0.506,0.0,0.0,0.0,4.2,6.9,0.611,2.7,2.9,2.8,2.6,5.4,2.3,1.2,0.6,16.7
133,Jared Butler,BU,30,30.4,5.9,12.5,0.47100000000000003,2.6,6.2,0.41600000000000004,2.4,3.0,0.78,2.8,2.4,0.4,2.9,3.3,4.8,2.0,0.4,16.7
134,Trevon Faulkner,NKU,25,33.7,5.6,13.8,0.41,1.2,4.4,0.275,4.2,5.3,0.795,2.6,2.4,2.3,3.4,5.7,2.5,1.5,0.0,16.7
135,Gaige Prim,MSU,24,29.2,6.7,11.1,0.599,0.0,0.1,0.0,3.3,4.5,0.7340000000000001,2.5,2.7,3.2,5.9,9.1,3.0,1.2,1.3,16.7
136,Iverson Molinar,MSU,30,32.5,6.1,12.8,0.478,1.5,3.4,0.436,3.0,3.7,0.804,2.2,1.8,0.3,3.4,3.7,2.3,0.9,0.1,16.7
137,Peter Kiss,BU,22,33.0,5.8,11.5,0.504,1.6,3.9,0.424,3.4,4.0,0.851,2.7,2.5,1.5,5.0,6.5,3.2,1.9,0.3,16.6
138,Loudon Love,WRST,24,28.0,6.8,12.0,0.564,0.0,0.0,0.0,3.1,4.7,0.67,2.8,2.0,3.4,6.7,10.1,1.9,0.9,1.3,16.6
139,A.J. Lawson,USC,21,31.4,5.6,14.1,0.39399999999999996,2.8,8.0,0.35100000000000003,2.7,3.8,0.7,1.5,1.8,1.0,3.1,4.1,1.2,1.5,0.1,16.6
140,C.J. Keyser,NCCU,14,31.0,6.3,13.7,0.45799999999999996,1.3,3.9,0.33299999999999996,2.7,3.9,0.691,2.4,2.6,0.6,3.0,3.6,1.5,1.0,0.4,16.6
141,Jalen Johnson,AAMU,15,29.9,6.9,12.3,0.562,0.0,0.0,0.0,2.7,4.2,0.635,2.3,2.9,3.3,4.2,7.5,0.8,1.1,0.6,16.5
142,Zane Martin,TU,15,32.5,6.2,15.8,0.392,1.1,5.1,0.221,3.0,4.1,0.738,2.5,2.1,0.7,3.1,3.8,3.5,0.8,0.1,16.5
143,Michael Weathers,TSU,24,31.2,5.8,12.0,0.478,0.8,2.6,0.306,4.2,5.3,0.795,3.3,3.1,0.7,4.5,5.2,3.5,2.1,1.0,16.5
