#,Player,Team,GP,MPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,TOV,PF,ORB,DRB,RPG,APG,SPG,BPG,PPG
12,Blake Griffin,OU,35,33.3,8.6,13.1,0.655,0.1,0.3,0.33299999999999996,5.5,9.3,0.588,3.3,2.6,3.9,10.5,14.4,2.3,1.1,1.2,22.7
13,Eric Maynor,VCU,32,35.5,7.3,15.6,0.47100000000000003,1.9,5.2,0.369,5.7,7.0,0.813,2.8,2.4,0.4,3.1,3.5,6.4,1.6,0.2,22.3
14,Drake Reed,APSU,33,36.7,8.3,14.8,0.565,0.5,1.4,0.37,4.7,6.3,0.746,2.5,2.0,2.5,5.0,7.5,2.4,0.7,0.6,21.9
15,Toney Douglas,FSU,35,36.5,6.8,15.3,0.446,2.4,6.3,0.385,5.4,6.6,0.81,2.5,2.2,0.8,3.1,3.9,2.9,1.8,0.4,21.5
16,Kevin Tiggs,ETSU,34,33.8,7.3,13.8,0.529,1.1,3.1,0.35200000000000004,5.8,7.5,0.7659999999999999,3.1,2.2,1.9,2.9,4.8,2.0,2.1,0.2,21.4
17,Michael DeLoach,NSU,32,36.1,7.8,17.2,0.455,1.1,3.4,0.33,4.6,6.4,0.721,3.6,2.9,1.7,3.3,4.9,2.8,1.9,0.2,21.4
18,Chavis Holmes,VMI,31,33.3,6.7,13.2,0.51,2.6,5.9,0.445,5.3,6.6,0.804,2.2,2.6,1.6,2.8,4.5,3.1,3.5,1.1,21.3
19,Marcus Thornton,LSU,35,32.0,7.3,15.5,0.47200000000000003,2.2,5.7,0.38799999999999996,4.3,5.7,0.745,1.8,2.1,2.0,3.5,5.5,2.1,1.6,0.4,21.1
20,Tyler Hansbrough,UNC,34,30.3,6.6,12.8,0.516,0.3,0.7,0.41700000000000004,7.6,8.9,0.845,1.9,2.3,3.1,5.0,8.1,1.0,1.2,0.4,21.1
21,James Florence,MER,32,34.5,7.2,17.1,0.419,2.0,6.7,0.29600000000000004,4.5,6.5,0.6970000000000001,3.7,2.5,0.8,2.8,3.5,3.7,2.2,0.1,20.8
22,Seth Curry,LIB,35,36.5,7.0,16.7,0.418,2.9,8.4,0.34700000000000003,3.4,4.1,0.8320000000000001,2.3,1.5,0.7,3.7,4.3,2.2,1.4,0.3,20.3
23,Craig Brackins,ISU,32,32.5,7.6,16.0,0.475,0.7,2.3,0.284,4.3,6.2,0.6970000000000001,2.3,2.1,1.7,7.8,9.5,1.3,0.5,0.9,20.2
24,Dior Lowhorn,USF,30,32.3,7.7,15.9,0.483,1.3,2.9,0.43200000000000005,3.5,5.1,0.68,1.5,2.0,2.2,4.7,6.9,0.8,0.5,0.6,20.1
25,James Harden,ASU,35,35.8,6.3,12.9,0.489,1.7,4.7,0.35600000000000004,5.8,7.7,0.7559999999999999,3.4,2.8,1.4,4.2,5.6,4.2,1.7,0.3,20.1
26,Mike Rose,EKU,31,36.5,6.7,14.3,0.473,3.2,6.7,0.483,3.4,4.4,0.759,2.4,1.5,2.0,3.3,5.3,2.5,1.7,0.1,20.1
27,Troy Jackson,ASU,30,37.1,6.4,15.2,0.424,1.2,4.6,0.261,5.9,7.7,0.774,2.4,2.0,1.2,3.5,4.7,3.2,2.5,0.4,20.0
28,Darryl Proctor,UMBC,32,39.7,7.9,17.0,0.467,0.1,0.4,0.14300000000000002,4.0,5.7,0.7090000000000001,2.2,2.6,2.6,6.2,8.8,2.0,1.4,0.7,20.0
29,D.J. Rivera,BU,32,35.4,7.2,15.2,0.473,1.5,4.7,0.315,4.1,6.5,0.635,1.8,2.7,2.0,4.5,6.5,1.1,1.8,0.4,20.0
30,Travis Holmes,VMI,27,31.4,6.5,13.0,0.5,1.4,4.6,0.304,5.4,6.7,0.8170000000000001,3.0,2.7,1.6,4.8,6.3,4.3,3.1,0.6,19.9
31,Devan Downey,USC,31,32.9,7.5,17.0,0.43799999999999994,1.7,4.8,0.34700000000000003,3.2,4.3,0.746,3.5,2.1,0.6,2.2,2.8,4.5,2.9,0.1,19.8
32,Jerel McNeal,MU,35,35.0,6.7,15.3,0.442,2.5,6.2,0.39799999999999996,3.9,5.2,0.738,2.9,2.5,0.8,3.7,4.5,3.9,2.0,0.6,19.8
33,John Cantrell,CSU,32,35.0,7.7,15.1,0.507,1.0,2.7,0.35600000000000004,3.5,4.9,0.7090000000000001,1.9,2.0,2.0,3.0,5.1,2.2,2.2,0.3,19.8
34,Charles Jenkins,HOF,32,35.1,6.3,15.7,0.40399999999999997,1.0,3.1,0.313,6.0,7.3,0.821,3.3,2.6,0.9,3.9,4.8,4.3,1.4,0.5,19.7
35,Dionte Christmas,TEM,34,35.0,6.4,15.5,0.414,3.1,8.9,0.35200000000000004,3.5,4.6,0.753,2.9,2.5,1.1,4.7,5.8,2.9,1.5,0.1,19.5
36,Aubrey Coleman,U of H,32,32.8,6.8,16.0,0.426,0.3,1.5,0.20800000000000002,5.4,7.1,0.763,2.5,2.4,2.7,5.5,8.2,2.4,2.3,0.0,19.4
37,Aaron Jackson,DUQ,34,36.7,6.7,12.1,0.5539999999999999,1.4,3.4,0.405,4.5,5.5,0.809,3.0,1.9,1.8,3.7,5.5,5.7,1.6,0.1,19.3
38,Alex Barnett,DART,28,34.1,6.9,15.6,0.441,1.9,4.7,0.409,3.6,4.4,0.82,2.2,1.9,1.2,4.3,5.6,1.9,1.3,1.2,19.3
39,Jack McClinton,UM,32,32.2,6.2,13.9,0.449,3.2,7.0,0.45299999999999996,3.6,4.1,0.885,2.6,1.6,0.6,2.5,3.1,2.8,0.8,0.0,19.3
40,Sam Young,PITT,36,31.8,7.2,14.4,0.502,1.5,4.0,0.37200000000000005,3.2,4.3,0.74,2.4,1.7,1.9,4.3,6.2,1.1,1.0,0.8,19.2
41,Ahmad Nivins,SJU,32,39.3,6.4,10.5,0.612,0.0,0.0,0.0,6.3,8.1,0.787,2.7,2.2,3.9,7.9,11.8,1.0,0.8,1.8,19.2
42,A.D. Vassallo,VT,34,36.7,6.8,15.2,0.45,2.4,6.6,0.36700000000000005,3.0,3.6,0.8290000000000001,2.5,2.2,1.4,4.8,6.2,2.6,0.8,0.9,19.1
43,Kenard Moore,SEMO,30,36.2,6.7,16.1,0.41600000000000004,3.2,9.5,0.34,2.4,3.0,0.78,2.8,2.1,0.5,1.7,2.2,1.6,1.2,0.1,19.0
44,Shy Ely,UE,31,35.1,6.6,14.3,0.45899999999999996,0.4,1.6,0.265,5.4,7.0,0.769,2.1,2.1,1.1,4.7,5.8,1.7,0.8,0.3,18.9
45,Erik Kangas,OU,35,36.0,6.3,14.4,0.44,3.9,9.3,0.41700000000000004,2.4,2.7,0.883,1.9,1.4,0.7,2.3,2.9,1.7,1.1,0.2,18.9
46,Sherron Collins,KU,35,35.1,6.5,14.9,0.434,2.2,5.9,0.376,3.8,4.7,0.795,3.3,1.9,0.5,2.3,2.9,4.9,1.1,0.0,18.9
47,Jeff Teague,WF,31,32.0,5.8,12.0,0.485,1.5,3.3,0.441,5.8,7.1,0.8170000000000001,3.4,2.2,0.5,2.8,3.3,3.5,1.9,0.6,18.8
48,Brett Winkelman,NDSU,33,33.0,6.7,13.2,0.503,1.3,3.2,0.396,4.0,4.9,0.809,1.8,1.9,2.2,5.4,7.5,1.7,1.5,0.4,18.6
49,Paul Graham III,FAU,31,34.5,6.3,16.2,0.39,2.1,6.3,0.337,3.8,4.5,0.83,2.1,1.8,0.8,3.0,3.9,2.0,0.6,0.1,18.5
50,Brandon Ewing,UW,33,38.3,5.0,11.3,0.444,1.5,4.4,0.336,7.1,8.5,0.8320000000000001,2.7,2.2,0.5,2.9,3.3,5.0,1.0,0.2,18.5
51,Dar Tucker,DEP,32,32.4,6.3,16.2,0.39,1.8,6.4,0.284,4.0,5.7,0.703,2.8,2.2,1.6,3.8,5.4,1.5,1.4,0.3,18.5
52,Ryan Wittman,COR,31,34.1,6.4,14.1,0.452,3.1,7.5,0.41600000000000004,2.6,3.2,0.818,1.8,2.2,0.4,3.2,3.6,2.6,0.9,0.2,18.5
53,Tywain McKee,CSU,32,36.8,6.1,15.0,0.40399999999999997,2.1,5.8,0.36,4.2,5.2,0.8079999999999999,3.0,2.2,1.3,4.4,5.7,4.1,2.8,0.1,18.4
54,Wesley Matthews,MU,35,34.0,5.5,11.6,0.475,1.2,3.3,0.368,6.1,7.3,0.8290000000000001,2.3,2.2,1.3,4.4,5.7,2.5,1.2,0.5,18.3
55,Dzherom Rendl,Cal,33,35.3,5.8,11.5,0.501,2.5,5.4,0.46299999999999997,4.2,4.9,0.863,2.9,1.8,0.4,2.6,3.0,5.0,0.7,0.0,18.3
56,Jordan Hill,U of A,34,35.7,7.4,13.8,0.537,0.0,0.0,0.0,3.4,5.3,0.654,2.9,3.0,4.2,6.8,11.0,1.5,0.9,1.7,18.3
57,James Anderson,OSU,35,33.5,6.0,12.4,0.48200000000000004,2.4,5.9,0.408,3.9,4.7,0.8290000000000001,2.0,2.4,2.2,3.5,5.7,1.4,1.1,0.7,18.2
58,Ricky Harris,UMass,30,32.4,5.8,13.9,0.41600000000000004,2.9,7.5,0.387,3.8,4.8,0.79,2.6,1.9,0.4,2.5,2.9,1.5,1.3,0.2,18.2
59,Kevin Palmer,TAMU-CC,33,29.9,5.8,13.5,0.42700000000000005,1.6,5.3,0.31,5.0,6.2,0.809,3.3,1.9,1.7,3.5,5.2,2.8,2.6,0.5,18.2
60,John Holland,BU,30,35.5,6.2,13.3,0.46399999999999997,2.7,6.7,0.396,3.1,4.0,0.769,1.7,2.3,2.2,3.3,5.5,1.3,1.8,0.4,18.1
61,Dominique Jones,USF,31,37.5,6.2,14.9,0.419,1.7,5.6,0.309,3.9,5.5,0.708,2.6,2.5,2.0,3.6,5.6,3.9,1.3,0.4,18.1
62,Jamal Barney,L-MD,31,28.6,6.7,16.1,0.41600000000000004,0.9,3.3,0.282,3.8,4.8,0.797,2.5,2.4,1.7,3.7,5.5,1.3,1.4,0.5,18.1
63,Malcolm Delaney,VT,34,36.9,4.7,12.2,0.385,2.1,5.8,0.354,6.6,7.6,0.8690000000000001,2.9,2.6,1.0,3.0,4.0,4.5,1.5,0.3,18.1
64,Stephen McDowell,UTC,35,33.6,5.8,13.2,0.436,3.9,9.1,0.425,2.7,3.4,0.797,1.7,1.6,0.9,2.4,3.3,1.5,0.9,0.0,18.1
65,David Huertas,UM,30,31.7,5.5,13.3,0.41700000000000004,2.6,7.2,0.355,4.4,5.5,0.8059999999999999,2.4,2.2,1.3,3.3,4.5,2.3,0.9,0.2,18.1
66,John Bryant,SCU,33,31.0,6.8,11.5,0.596,0.0,0.0,0.0,4.4,5.5,0.787,2.5,2.5,4.2,9.9,14.2,1.1,0.5,2.5,18.1
67,Kelvin Lewis,U of H,33,36.9,5.9,14.4,0.414,2.8,7.6,0.369,3.4,4.0,0.835,1.4,2.0,0.7,2.5,3.3,1.3,1.5,0.2,18.1
68,Kaleo Kina,USNA,30,32.6,6.2,15.3,0.40399999999999997,1.2,4.8,0.245,4.5,6.2,0.727,3.1,2.6,0.7,4.9,5.6,3.8,1.4,0.1,18.0
69,Chase Budinger,U of A,35,37.6,6.3,13.0,0.48,1.9,4.8,0.39899999999999997,3.6,4.5,0.8009999999999999,2.4,1.9,1.4,4.8,6.2,3.4,1.4,0.5,18.0
70,Ryan Thompson,RU,32,38.2,6.2,12.1,0.509,1.4,3.4,0.42200000000000004,4.2,5.5,0.773,2.7,2.1,2.1,4.4,6.5,3.2,1.8,0.4,18.0
71,Garrison Carr,AU,32,36.0,5.9,14.8,0.40299999999999997,3.6,9.2,0.389,2.5,3.3,0.7709999999999999,2.6,2.1,0.5,2.6,3.1,1.6,1.0,0.1,18.0
72,Patrick Patterson,UK,34,33.6,7.1,11.7,0.605,0.0,0.0,0.0,3.8,4.9,0.768,1.9,2.2,2.7,6.6,9.3,1.9,0.6,2.1,17.9
73,Jahmar Young,NMSU,32,33.9,5.7,12.4,0.457,2.2,5.1,0.42100000000000004,4.4,5.3,0.8240000000000001,2.2,2.4,0.7,3.3,4.0,3.2,1.4,0.2,17.9
74,David Kool,WMY,31,34.1,5.4,13.8,0.392,1.9,6.3,0.297,5.2,5.8,0.894,2.7,2.3,0.5,3.6,4.1,2.0,1.4,0.0,17.9
75,Michael Bramos,MU,30,35.2,5.8,14.3,0.402,2.4,6.6,0.35700000000000004,4.0,4.8,0.833,2.0,1.8,0.5,3.6,4.1,1.7,1.0,1.1,17.9
76,David Dubois,WIU,27,36.1,7.4,15.3,0.484,0.6,1.5,0.425,2.4,3.4,0.6990000000000001,2.0,3.2,2.3,3.5,5.9,1.2,1.3,0.5,17.9
77,Gerald Robinson,TSU,30,33.0,5.9,13.4,0.442,1.0,3.6,0.278,5.0,6.4,0.772,3.6,2.3,1.2,2.7,3.9,3.9,2.0,0.1,17.8
78,Jamar Briscoe,NCCU,30,33.3,5.7,14.7,0.391,2.0,5.7,0.353,4.4,5.7,0.7709999999999999,4.1,2.7,0.6,1.9,2.5,2.7,1.8,0.0,17.8
79,Noah Dahlman,WC,29,30.1,6.7,11.1,0.601,0.0,0.1,0.0,4.5,6.3,0.7140000000000001,1.3,1.8,3.4,3.0,6.4,0.5,0.7,0.3,17.8
80,Jamarco Warren,CSU,29,33.1,5.8,14.1,0.41200000000000003,3.4,7.9,0.43200000000000005,2.8,3.6,0.7709999999999999,2.3,2.2,0.3,2.4,2.8,2.8,0.9,0.1,17.8
81,Rodney Green,LU,31,35.2,6.4,13.5,0.47600000000000003,0.9,2.7,0.345,4.0,5.7,0.701,3.2,2.5,1.0,4.0,5.0,3.4,1.9,0.2,17.8
82,Jeremy Lin,HAR,28,34.8,5.9,11.8,0.502,1.4,3.6,0.4,4.5,6.0,0.7440000000000001,3.8,2.9,0.9,4.6,5.5,4.2,2.4,0.6,17.8
83,Anthony Vereen,UTA,30,29.6,5.9,10.1,0.581,0.3,0.9,0.35700000000000004,5.7,7.2,0.7829999999999999,1.6,3.0,2.0,4.5,6.5,2.2,0.8,0.1,17.7
84,Emmanuel Jones,UTRGV,26,30.4,7.1,12.8,0.557,0.0,0.2,0.25,3.4,5.2,0.659,2.5,1.9,2.5,5.5,8.0,1.1,0.8,0.9,17.7
85,Jerome Tillman,OU,32,32.7,5.7,11.3,0.507,0.8,2.6,0.32899999999999996,5.4,7.3,0.736,2.3,2.9,2.6,5.4,8.1,1.2,1.1,0.5,17.7
86,Robert Vaden,UAB,34,36.5,6.1,15.4,0.397,3.3,9.5,0.34700000000000003,2.2,2.9,0.74,2.5,1.8,0.8,4.2,5.0,2.1,1.0,0.6,17.6
87,Courtney Pigram,ETSU,34,34.8,6.3,16.2,0.389,2.2,6.9,0.326,2.8,3.9,0.718,3.3,2.1,0.7,2.7,3.4,4.1,1.7,0.2,17.6
88,Anthony Johnson,UM,29,31.3,5.7,11.2,0.503,0.7,1.9,0.345,5.6,6.4,0.871,2.9,1.9,0.5,2.3,2.8,3.1,0.7,0.2,17.6
89,Anthony Smith,LIB,35,36.3,6.2,12.4,0.49700000000000005,2.1,5.8,0.371,3.0,4.6,0.6579999999999999,2.2,2.1,1.1,5.4,6.5,2.1,1.2,0.2,17.5
90,Greivis Vasquez,UMD,35,34.6,6.2,15.4,0.405,1.9,5.8,0.327,3.2,3.7,0.867,2.8,2.2,1.1,4.3,5.4,5.0,1.4,0.4,17.5
91,Randy Culpepper,UTEP,37,30.2,5.7,13.9,0.41,2.4,6.9,0.34600000000000003,3.7,5.0,0.745,2.3,2.8,0.8,2.1,2.9,1.8,1.8,0.3,17.5
92,Jonny Flynn,SU,38,37.3,5.8,12.6,0.45899999999999996,1.2,3.7,0.317,4.7,6.0,0.7859999999999999,3.4,1.4,0.6,2.2,2.7,6.7,1.4,0.2,17.4
93,Davis Baker,SUU,31,35.0,6.5,13.7,0.469,1.5,3.7,0.409,3.0,3.4,0.877,2.4,1.8,0.8,3.7,4.5,1.4,1.0,0.2,17.4
94,Jimmy Baron,URI,34,32.5,5.9,12.6,0.465,3.5,7.6,0.45399999999999996,2.2,2.4,0.892,1.3,1.5,1.0,1.7,2.7,1.9,0.7,0.1,17.4
95,Cory Higgins,CU,31,37.0,5.3,11.2,0.47600000000000003,1.0,2.9,0.36,5.7,6.8,0.83,2.8,2.5,0.6,4.8,5.4,2.6,1.9,0.4,17.4
96,Tyler Smith,UT,34,32.6,5.8,13.1,0.439,0.8,2.8,0.292,5.0,6.5,0.7659999999999999,2.1,2.1,2.1,3.7,5.8,3.3,0.7,0.2,17.4
97,Evan Turner,OSU,33,36.4,5.8,11.6,0.503,0.3,0.8,0.44,5.3,6.7,0.7879999999999999,3.5,2.9,1.7,5.4,7.1,4.0,1.8,0.8,17.3
98,Kyndall Dykes,UNO,26,35.6,6.7,13.7,0.48700000000000004,0.1,0.6,0.125,3.8,5.7,0.6709999999999999,2.5,1.7,1.1,4.0,5.1,1.7,1.4,0.2,17.3
99,Garfield Blair,STET,30,32.9,6.2,14.4,0.433,1.3,3.7,0.355,3.5,4.9,0.7140000000000001,3.1,2.5,2.1,5.7,7.7,2.1,1.1,0.6,17.3
100,Robert Jarvis,ORU,31,35.0,5.8,15.1,0.38799999999999996,2.7,8.1,0.335,2.8,3.6,0.777,2.6,2.0,0.4,2.2,2.6,2.0,1.0,0.1,17.2
101,Desmond Yates,MTSU,32,30.1,7.1,12.3,0.579,0.6,1.8,0.345,2.3,2.9,0.8059999999999999,1.8,3.2,1.4,3.2,4.6,0.2,0.6,0.4,17.2
102,Corey Lowe,BU,29,36.6,6.0,14.0,0.43,2.9,7.9,0.373,2.2,3.7,0.613,3.2,2.5,0.7,3.4,4.0,4.1,1.4,0.3,17.2
103,Nick Calathes,UF,36,33.3,5.7,11.8,0.48200000000000004,2.0,5.2,0.39,3.8,5.3,0.7070000000000001,3.3,1.9,0.9,4.5,5.3,6.4,1.9,0.2,17.2
104,Gordon Watt,HBU,30,32.4,6.1,13.7,0.446,1.5,4.7,0.319,3.5,5.6,0.619,3.4,3.3,2.5,6.3,8.8,1.7,1.6,0.6,17.2
105,Ryan Tillema,UWGB,26,27.0,5.3,11.4,0.465,2.8,6.3,0.45399999999999996,3.7,4.8,0.768,1.3,2.6,1.0,3.5,4.5,1.5,0.8,0.5,17.2
106,Da'Sean Butler,WVU,35,33.1,6.1,14.1,0.429,1.8,5.1,0.35,3.3,4.3,0.76,2.3,2.5,2.2,3.8,5.9,1.7,1.3,0.3,17.1
107,Marcus Walker,CSU,27,32.1,6.0,14.7,0.41100000000000003,1.9,5.6,0.342,3.1,4.0,0.785,2.3,2.4,0.6,2.0,2.6,2.1,1.1,0.0,17.1
108,Adnan Hodzic,LIP,30,27.0,7.0,12.0,0.585,0.0,0.0,0.0,3.1,4.2,0.7440000000000001,2.9,2.3,2.3,4.8,7.1,0.7,0.3,0.3,17.1
109,Tyreke Evans,UM,37,29.0,6.2,13.6,0.455,0.9,3.4,0.27399999999999997,3.7,5.2,0.711,3.6,2.4,1.3,4.1,5.4,3.9,2.1,0.8,17.1
110,Josh Mayo,UIC,30,35.4,5.3,13.6,0.39299999999999996,2.4,6.2,0.387,4.0,4.6,0.862,2.5,1.8,0.6,2.1,2.7,3.4,1.1,0.0,17.0
111,Gary Wilkinson,USU,35,32.1,6.1,10.5,0.579,0.2,0.5,0.316,4.7,5.7,0.826,1.5,1.8,1.7,5.1,6.8,1.3,0.5,0.4,17.0
112,James Feldeine,QU,31,34.1,6.1,14.6,0.41600000000000004,1.5,4.4,0.33799999999999997,3.3,4.4,0.745,3.2,2.1,1.6,4.4,6.0,2.4,1.7,0.4,17.0
113,Jake Anderson,NIU,29,31.5,5.5,13.2,0.415,1.6,4.3,0.371,4.4,6.5,0.672,3.2,2.4,1.2,4.2,5.4,2.4,1.6,0.1,16.9
114,Tyrese Rice,BC,33,33.3,4.9,11.9,0.413,1.8,5.4,0.345,5.2,6.1,0.856,3.8,2.8,0.9,3.0,3.8,5.3,1.4,0.2,16.9
115,Ben Smith,JAC,32,36.2,5.2,12.5,0.42100000000000004,2.1,5.6,0.369,4.3,5.4,0.7929999999999999,2.3,1.7,0.7,2.6,3.3,4.0,2.2,0.0,16.9
116,Ty Lawson,UNC,35,29.9,5.3,9.8,0.539,1.5,3.0,0.491,4.8,6.0,0.8,1.9,1.7,0.7,2.3,2.9,6.6,2.2,0.1,16.9
117,Luke Babbitt,UNR,34,32.6,5.7,12.5,0.456,1.0,2.3,0.429,4.5,5.2,0.8640000000000001,1.9,1.8,1.9,5.5,7.4,1.4,0.7,0.7,16.9
118,Lee Cummard,BYU,33,32.8,6.0,11.6,0.518,1.1,2.8,0.391,3.7,4.2,0.871,1.6,2.5,1.4,4.8,6.2,3.4,0.9,0.9,16.8
119,Manny Harris,UM,35,32.9,5.1,12.4,0.414,1.5,4.5,0.327,5.0,5.8,0.863,3.1,2.1,1.7,5.0,6.7,4.4,1.2,0.5,16.8
120,Luke Nevill,U of U,34,31.9,5.9,9.7,0.607,0.0,0.0,0.0,5.0,6.3,0.7859999999999999,2.4,2.9,2.0,7.0,9.0,1.3,0.4,2.7,16.8
121,Reggie Holmes,MSU,35,31.3,5.1,13.7,0.37200000000000005,2.8,7.7,0.369,3.8,5.1,0.737,1.3,2.6,1.9,3.6,5.5,0.5,1.2,0.3,16.8
122,Andrew Goudelock,C of C,36,31.1,6.1,13.4,0.45899999999999996,2.6,6.0,0.44,1.8,2.1,0.867,1.9,1.2,0.5,2.0,2.5,1.9,0.7,0.3,16.7
123,Jeremy Chappell,RMU,35,32.7,6.1,12.9,0.47,2.4,6.1,0.396,2.1,2.5,0.843,2.9,2.3,1.5,4.8,6.3,3.2,2.5,0.6,16.7
124,Talor Battle,PSU,38,37.4,5.2,13.0,0.402,2.4,7.1,0.33899999999999997,3.9,5.5,0.7,2.4,2.1,0.9,4.4,5.3,5.0,1.2,0.1,16.7
125,Jeremy Wise,USM,32,35.7,5.2,11.5,0.447,0.8,3.3,0.245,5.5,6.8,0.8190000000000001,3.2,2.9,0.4,3.1,3.5,4.7,1.3,0.3,16.7
126,Roderick Flemings,UH,30,36.0,5.5,11.9,0.466,0.7,2.4,0.31,4.8,6.6,0.727,2.6,2.1,2.6,3.2,5.8,1.9,1.2,0.4,16.6
127,Sylven Landesberg,UVA,28,34.2,5.4,12.3,0.436,0.6,1.8,0.314,5.3,6.6,0.8,2.8,1.8,1.7,4.4,6.0,2.8,1.0,0.1,16.6
128,A.J. Abrams,UT,35,37.7,5.5,13.8,0.39899999999999997,3.0,7.6,0.396,2.5,3.0,0.848,1.4,2.0,0.4,1.8,2.2,1.3,1.3,0.1,16.6
129,Jaycen Herring,SEMO,30,36.8,5.9,13.5,0.436,1.0,2.8,0.365,3.8,5.7,0.6629999999999999,3.0,2.5,1.0,3.1,4.1,2.6,0.8,0.8,16.6
130,Kevin Anderson,RICH,36,36.8,5.9,13.0,0.457,0.9,3.3,0.28800000000000003,3.7,5.0,0.7490000000000001,2.3,2.2,0.8,2.1,2.9,2.8,1.3,0.1,16.6
131,DeMarre Carroll,MU,38,28.0,6.5,11.6,0.5579999999999999,0.4,1.2,0.364,3.2,5.0,0.634,1.5,2.2,2.4,4.8,7.2,2.1,1.6,0.7,16.6
132,Keith Haynes,UTA,30,32.2,5.5,11.7,0.474,1.2,3.5,0.34600000000000003,4.3,5.4,0.79,3.1,2.4,1.6,3.5,5.1,3.4,1.2,0.2,16.5
133,Gerald Henderson,DUKE,37,29.7,5.8,12.8,0.45,1.1,3.3,0.33899999999999997,3.9,5.1,0.7609999999999999,2.2,1.7,1.2,3.7,4.9,2.5,1.2,0.8,16.5
134,Wesley Channels,APSU,33,33.0,5.2,12.5,0.418,2.4,6.2,0.389,3.7,4.7,0.7759999999999999,3.0,2.7,0.9,2.9,3.8,3.1,1.3,0.1,16.5
135,Ken Horton,CCSU,28,34.1,6.0,11.9,0.503,1.1,3.2,0.35600000000000004,3.3,4.1,0.802,2.0,1.6,2.2,3.6,5.8,1.5,0.6,1.6,16.5
136,Kyle Singler,DUKE,37,32.3,5.6,12.8,0.441,1.9,4.9,0.38299999999999995,3.4,4.7,0.713,2.5,2.7,3.0,4.6,7.7,2.4,1.5,1.0,16.5
137,Grant Maxey,JSU,33,31.1,6.0,13.2,0.455,1.3,3.8,0.33299999999999996,3.1,4.0,0.78,3.0,2.9,2.1,4.4,6.5,2.3,1.6,0.9,16.4
138,Mac Hopson,U of I,33,34.3,5.5,12.0,0.461,1.4,3.2,0.43,3.9,5.7,0.677,2.9,2.5,0.8,4.1,4.9,5.9,1.7,0.2,16.4
139,Demetrius Nelson,CIT,33,28.6,5.5,9.3,0.596,0.0,0.0,0.0,5.3,6.8,0.773,2.1,2.8,2.1,4.5,6.5,0.8,0.5,0.5,16.4
140,Domonic Tilford,USA,31,34.7,5.4,13.2,0.41,2.7,6.6,0.405,2.8,3.4,0.8370000000000001,2.6,1.2,0.4,2.4,2.7,3.0,0.9,0.0,16.3
141,Lazar Hayward,MU,35,31.7,5.8,12.4,0.469,1.5,4.2,0.358,3.1,3.8,0.82,1.9,2.5,2.8,5.8,8.6,1.1,1.0,0.3,16.3
142,Curtis Jerrells,BU,39,34.6,5.1,11.8,0.42700000000000005,1.9,5.3,0.36700000000000005,4.2,5.5,0.7709999999999999,3.1,1.9,0.8,3.7,4.5,4.9,1.5,0.3,16.3
