#,Player,Team,GP,MPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,TOV,PF,ORB,DRB,RPG,APG,SPG,BPG,PPG
11,Andre Spight,UNC,38,33.8,7.7,17.4,0.44299999999999995,3.4,8.4,0.4,3.7,4.7,0.7829999999999999,2.9,1.9,0.5,3.4,3.9,3.7,1.2,0.3,22.5
12,Matt Morgan,COR,28,34.6,7.3,14.8,0.49200000000000005,2.7,7.2,0.369,5.2,6.4,0.8170000000000001,2.5,1.7,0.4,4.2,4.6,3.2,0.8,0.3,22.5
13,Tyler Nelson,FU,33,36.5,7.0,16.6,0.42,3.2,8.9,0.353,5.1,5.8,0.88,2.5,1.7,0.5,3.6,4.2,3.3,1.4,0.1,22.2
14,Fletcher Magee,WC,34,33.6,7.4,15.4,0.484,4.4,9.9,0.439,2.9,3.1,0.907,1.6,1.8,0.3,2.7,2.9,1.7,0.9,0.1,22.1
15,Jerrick Harding,WSU,31,32.9,8.0,15.2,0.53,1.8,4.3,0.425,4.1,4.6,0.882,2.4,1.8,0.6,2.8,3.4,1.7,1.1,0.2,22.0
16,Junior Robinson,MSMU,32,36.3,7.1,16.0,0.446,2.4,6.3,0.38799999999999996,5.3,5.9,0.899,2.8,2.7,0.6,2.3,2.9,4.8,1.2,0.0,22.0
17,Garrison Mathews,LIP,33,30.4,6.5,13.9,0.465,2.7,7.2,0.381,6.0,7.5,0.799,2.2,2.5,1.2,4.2,5.5,1.8,1.0,0.3,21.7
18,Shamorie Ponds,STJ,30,37.0,7.5,17.9,0.42,1.6,6.2,0.253,5.0,5.8,0.857,2.7,1.8,1.2,3.8,5.0,4.7,2.3,0.1,21.6
19,Jonathan Stark,MSU,32,36.4,6.9,15.3,0.451,3.4,8.6,0.39899999999999997,4.2,4.7,0.893,2.4,1.8,0.4,2.3,2.7,3.9,1.3,0.2,21.4
20,Ryan Taylor,UE,25,35.2,7.8,18.3,0.426,2.7,6.3,0.424,3.0,3.5,0.8640000000000001,2.3,2.3,0.5,3.4,3.8,1.1,0.8,0.2,21.3
21,Peyton Aldridge,DAV,33,37.7,7.6,15.9,0.479,2.3,6.1,0.381,3.6,4.3,0.851,1.2,1.5,1.4,6.2,7.6,2.5,0.4,0.6,21.2
22,Kelan Martin,BU,35,35.7,7.4,16.6,0.447,2.7,7.5,0.364,3.7,4.4,0.8440000000000001,2.4,1.9,0.9,5.3,6.3,2.0,0.7,0.5,21.2
23,D'Marcus Simonds,GSU,35,34.9,7.9,17.2,0.461,1.2,4.1,0.292,4.2,5.9,0.7020000000000001,3.6,2.9,1.3,4.4,5.7,4.4,1.7,0.7,21.2
24,Luwane Pipkins,UMass,32,34.8,7.1,16.6,0.43,3.3,7.8,0.426,3.6,4.6,0.7879999999999999,3.4,2.1,0.5,3.1,3.6,4.0,1.5,0.0,21.2
25,Bogdan Bliznyuk,EWU,35,35.1,7.6,14.3,0.528,1.3,3.2,0.39799999999999996,4.7,5.3,0.902,3.4,2.4,0.9,5.9,6.8,3.9,0.8,0.3,21.2
26,Jock Landale,SMC,36,33.3,8.4,13.1,0.64,0.1,0.3,0.3,4.3,5.8,0.746,2.3,3.0,2.9,7.2,10.2,2.0,0.4,1.0,21.1
27,Jahad Thomas,UML,27,36.3,7.8,15.2,0.515,0.6,1.6,0.364,4.9,7.0,0.698,3.5,2.6,2.6,5.8,8.4,4.0,1.8,0.3,21.1
28,Marvin Bagley III,DUKE,33,33.9,8.2,13.3,0.614,0.7,1.8,0.397,4.0,6.3,0.627,2.3,1.8,4.0,7.1,11.1,1.5,0.8,0.9,21.0
29,Nicholas King,MTSU,33,32.9,7.8,15.8,0.495,1.3,3.3,0.389,4.1,5.5,0.732,2.8,1.5,2.4,6.1,8.4,2.0,0.7,0.2,21.0
30,Kahlil Dukes,NU,33,33.9,6.8,14.6,0.465,2.9,6.9,0.41700000000000004,4.5,4.9,0.914,2.5,1.7,0.2,2.0,2.2,3.3,0.8,0.0,21.0
31,Tramaine Isabell,DREX,28,34.4,7.2,15.2,0.474,1.8,5.2,0.34,4.7,6.2,0.763,2.9,1.9,1.1,6.4,7.5,3.4,1.2,0.0,20.9
32,B.J. Johnson,LU,27,35.2,7.2,16.1,0.446,1.7,4.9,0.359,4.7,5.4,0.8690000000000001,2.5,2.1,2.1,6.2,8.3,0.7,1.3,0.7,20.8
33,Jerome Robinson,BC,35,36.0,7.1,14.7,0.485,2.3,5.7,0.409,4.2,5.0,0.83,2.7,2.5,0.5,3.1,3.6,3.3,0.9,0.1,20.7
34,Eugene German,NIU,32,31.0,7.6,16.1,0.47100000000000003,1.9,5.7,0.33899999999999997,3.5,4.5,0.7709999999999999,2.1,1.6,0.4,3.4,3.8,1.7,0.9,0.2,20.6
35,Joel Hernandez,LIU,35,32.9,7.3,15.9,0.461,1.7,4.4,0.374,4.2,6.4,0.664,3.0,2.6,1.9,3.9,5.8,2.6,0.5,0.5,20.5
36,Kevin Hervey,UTA,33,32.2,7.4,16.5,0.446,2.3,6.9,0.33899999999999997,3.4,4.2,0.807,2.7,1.8,2.3,6.2,8.5,2.2,1.2,0.6,20.5
37,Zach Thomas,BU,35,31.8,5.9,12.7,0.462,1.8,4.7,0.382,6.9,8.9,0.777,2.9,2.0,1.3,7.8,9.1,2.1,1.0,0.7,20.5
38,Andrew Rowsey,MU,35,32.7,5.9,14.1,0.42,3.6,8.6,0.415,5.0,5.5,0.902,2.8,2.4,0.4,2.6,3.0,4.8,0.9,0.2,20.5
39,Markus Howard,MU,34,31.5,7.0,15.1,0.46399999999999997,3.3,8.1,0.40399999999999997,3.1,3.3,0.938,2.5,2.5,0.4,2.8,3.2,2.8,1.0,0.1,20.4
40,C.J. Williams,HU,33,35.5,7.7,17.2,0.446,2.2,5.5,0.409,2.8,3.6,0.782,1.8,2.2,0.7,2.7,3.4,0.6,0.8,0.3,20.4
41,Aaron Holiday,UCLA,33,37.7,6.4,13.9,0.461,2.7,6.2,0.429,4.8,5.8,0.828,3.8,2.6,0.5,3.2,3.7,5.8,1.3,0.2,20.3
42,Nick Dixon,UTRGV,33,29.6,6.0,13.3,0.44799999999999995,1.6,4.6,0.353,6.7,8.5,0.7959999999999999,2.5,1.9,1.6,2.8,4.4,2.4,1.4,0.2,20.3
43,Jairus Lyles,UMBC,33,34.9,6.8,15.5,0.439,2.4,6.1,0.39,4.2,5.2,0.792,3.1,2.0,0.7,4.8,5.5,3.5,2.1,0.2,20.2
44,Deandre Ayton,U of A,35,33.5,7.9,12.9,0.612,0.3,1.0,0.34299999999999997,4.0,5.5,0.733,2.0,2.3,3.4,8.2,11.6,1.6,0.6,1.9,20.1
45,Zach Lofton,NMSU,33,31.9,6.6,14.4,0.456,2.6,6.9,0.38,4.3,5.6,0.772,2.2,2.0,1.1,3.9,5.0,1.7,1.1,0.1,20.1
46,C.J. Burks,MU,35,35.9,7.4,15.7,0.47200000000000003,2.5,6.7,0.364,2.7,3.1,0.889,3.1,2.1,0.5,3.6,4.1,3.1,1.0,0.1,20.1
47,Chandler Hutchison,BSU,31,31.0,6.6,13.9,0.475,1.5,4.1,0.359,5.3,7.2,0.728,3.4,2.4,0.9,6.8,7.7,3.5,1.5,0.3,20.0
48,Zane Martin,TU,32,30.2,7.1,15.4,0.45799999999999996,2.2,5.8,0.38,3.5,5.0,0.696,2.4,2.1,0.6,3.0,3.5,2.7,0.8,0.2,19.8
49,Marcus Foster,CU,33,31.6,7.5,15.4,0.483,2.9,7.0,0.413,2.0,2.7,0.7440000000000001,2.2,1.7,0.7,3.2,3.9,2.7,1.0,0.1,19.8
50,Keita Bates-Diop,OSU,34,33.1,7.3,15.1,0.48,1.9,5.4,0.359,3.3,4.1,0.794,1.8,1.7,1.5,7.2,8.7,1.6,0.9,1.6,19.8
51,Roddy Peters,NSU,32,26.8,7.2,13.9,0.515,0.3,1.2,0.289,5.0,6.6,0.762,3.8,2.5,0.9,5.0,5.9,4.2,1.4,0.2,19.7
52,Tony Carr,PSU,37,35.3,6.6,16.2,0.408,2.4,5.5,0.433,4.0,5.0,0.799,2.3,1.8,0.9,4.1,4.9,5.0,0.8,0.3,19.6
53,Roosevelt Smart,UNT,38,33.5,5.8,14.7,0.397,3.5,9.3,0.37799999999999995,4.4,4.9,0.888,1.7,2.3,0.4,3.7,4.2,0.9,0.6,0.3,19.5
54,Paul Miller,NDSU,31,33.8,6.7,14.9,0.451,2.2,6.4,0.34,3.9,4.7,0.836,3.1,1.6,0.5,5.3,5.8,3.4,1.0,0.3,19.5
55,Reid Travis,SU,35,34.0,7.1,13.5,0.527,0.5,1.7,0.295,4.7,6.9,0.675,2.1,2.6,3.0,5.8,8.7,1.3,0.7,0.1,19.5
56,"Kyle Allman, Jr.",CSUF,32,32.9,6.2,12.7,0.489,1.4,3.3,0.429,5.7,7.6,0.746,2.3,2.1,0.3,3.1,3.5,2.3,1.1,0.2,19.5
57,Trevon Bluiett,XAV,35,34.3,5.8,13.2,0.43700000000000006,3.0,7.2,0.41700000000000004,4.8,5.6,0.848,2.0,2.2,0.8,4.7,5.5,2.5,0.7,0.3,19.3
58,Denzel Mahoney,SEMO,31,31.3,5.7,12.3,0.46299999999999997,2.1,5.0,0.413,5.9,7.0,0.835,1.6,2.9,1.5,3.6,5.1,1.3,0.9,0.2,19.3
59,Yante Maten,UGA,33,34.3,6.3,13.5,0.46399999999999997,0.9,2.6,0.341,5.8,7.3,0.8009999999999999,2.0,2.2,3.5,5.1,8.6,1.5,0.5,1.5,19.3
60,Rob Gray,U of H,34,31.9,6.4,14.4,0.447,1.8,5.0,0.359,4.6,5.8,0.802,2.3,1.6,0.7,3.0,3.7,4.4,1.1,0.1,19.3
61,Tyus Battle,SU,37,39.0,6.3,15.8,0.39899999999999997,2.1,6.5,0.322,4.5,5.4,0.8390000000000001,2.4,2.0,0.5,2.5,2.9,2.1,1.5,0.2,19.2
62,Gary Blackston,PVAMU,33,32.3,6.6,15.0,0.439,1.3,3.7,0.358,4.7,6.6,0.7190000000000001,3.0,3.3,1.5,3.9,5.3,3.5,1.5,0.1,19.2
63,Collin Sexton,UA,33,29.9,5.9,13.3,0.447,1.3,4.0,0.336,5.9,7.6,0.778,2.8,2.5,1.0,2.7,3.8,3.6,0.8,0.1,19.2
64,Max Heidegger,UCSB,32,32.9,6.1,14.1,0.43200000000000005,3.0,7.3,0.40399999999999997,4.0,5.2,0.765,1.6,2.2,0.3,2.1,2.5,2.5,0.6,0.1,19.1
65,Reed Timmer,DU,34,33.4,5.5,12.4,0.444,2.7,6.6,0.413,5.4,6.2,0.863,1.9,1.7,0.5,3.0,3.6,2.3,0.6,0.1,19.1
66,Jermaine Marrow,HU,34,34.6,6.7,16.9,0.39799999999999996,1.2,4.1,0.295,4.5,5.6,0.797,3.4,2.6,0.9,4.1,5.0,5.4,1.3,0.0,19.1
67,Jaylen Adams,STBN,28,37.0,5.5,12.5,0.43700000000000006,2.7,6.1,0.436,5.5,6.5,0.851,3.1,2.9,0.4,3.0,3.4,5.2,1.5,0.2,19.1
68,Matt Scott,NU,29,33.1,6.2,14.6,0.424,1.7,5.2,0.316,5.1,7.2,0.7120000000000001,2.2,2.0,2.4,5.0,7.3,2.6,1.1,0.5,19.1
69,Victor Sanders,U of I,31,30.7,5.9,12.8,0.457,2.6,6.7,0.38799999999999996,4.6,6.0,0.778,3.1,2.5,0.6,2.9,3.5,3.3,1.0,0.5,19.0
70,Justin Tillman,VCU,33,30.6,7.5,13.5,0.557,0.8,2.5,0.32899999999999996,3.1,4.7,0.654,1.7,2.4,3.3,6.6,9.9,0.5,0.3,1.0,18.9
71,Tookie Brown,GSU,32,32.3,5.9,11.1,0.534,1.5,3.2,0.47100000000000003,5.5,7.3,0.753,2.5,2.5,0.6,3.4,4.1,4.3,1.8,0.3,18.9
72,Justin James,UW,32,31.1,6.6,13.9,0.47200000000000003,1.2,4.1,0.308,4.6,6.3,0.726,2.5,2.5,0.6,5.4,6.0,3.1,1.1,0.5,18.9
73,Jalen Brunson,VILL,40,31.8,6.8,12.9,0.521,2.1,5.3,0.408,3.2,4.0,0.802,1.8,1.9,0.3,2.8,3.0,4.6,0.9,0.0,18.9
74,Brandon Tabb,BCU,30,31.3,5.7,14.4,0.397,3.2,9.6,0.337,4.2,4.6,0.9129999999999999,2.3,2.8,0.8,2.9,3.6,1.6,1.5,0.4,18.9
75,Jeremiah Martin,UM,27,34.7,5.8,13.1,0.444,1.9,5.8,0.327,5.4,6.9,0.784,2.7,1.9,0.7,3.5,4.3,3.8,2.3,0.6,18.9
76,Cameron Young,QU,33,34.1,5.7,13.4,0.423,1.9,6.4,0.303,5.6,7.4,0.754,2.8,2.6,1.8,5.0,6.8,2.8,1.3,0.3,18.8
77,Thomas Wilder,WMY,32,32.8,6.0,13.8,0.431,1.5,4.5,0.324,5.4,6.5,0.841,2.5,2.2,0.7,3.7,4.4,4.3,1.9,0.3,18.8
78,Caleb Martin,UNR,36,33.3,6.2,13.6,0.45299999999999996,2.8,6.9,0.40299999999999997,3.7,5.0,0.7490000000000001,1.7,2.6,0.9,4.4,5.4,2.6,1.2,0.6,18.8
79,Jalen Hayes,OU,29,35.7,7.3,13.9,0.525,0.2,0.8,0.217,4.0,4.9,0.83,2.4,3.2,2.3,5.8,8.1,2.0,1.0,0.9,18.8
80,Tanner Leissner,UNH,31,35.8,6.3,13.9,0.451,1.2,3.7,0.33,4.9,6.4,0.769,1.6,2.1,2.6,4.3,6.9,2.0,0.5,0.3,18.7
81,Matt Mooney,USD,34,30.6,6.7,15.0,0.445,2.2,6.4,0.35200000000000004,3.1,3.8,0.8290000000000001,2.4,2.0,0.6,3.4,4.1,3.1,2.0,0.1,18.7
82,Rodrick Sikes,USA,32,31.2,5.6,13.2,0.423,2.8,7.4,0.37,4.8,6.2,0.777,1.9,1.9,0.4,2.7,3.1,0.8,0.9,0.2,18.7
83,Joe Kilgore,TAMU-CC,29,35.1,6.3,15.6,0.406,1.3,3.7,0.34299999999999997,4.7,6.0,0.792,3.0,2.1,1.0,4.7,5.6,3.3,1.8,0.6,18.6
84,Brandon Goodwin,FGC,34,33.4,6.6,13.9,0.47,1.2,4.5,0.275,4.2,5.6,0.75,2.9,1.6,1.1,4.4,5.5,4.8,1.4,0.1,18.6
85,Grant Riller,C of C,33,33.6,7.0,12.8,0.545,1.7,4.3,0.39399999999999996,2.9,4.0,0.7290000000000001,1.9,2.1,0.4,2.4,2.8,2.0,1.3,0.4,18.6
86,Martaveous McKnight,UAPB,35,34.1,6.2,13.7,0.452,1.8,5.2,0.35200000000000004,4.3,6.0,0.7240000000000001,2.6,0.9,0.5,3.8,4.3,3.5,1.9,0.1,18.6
87,Sa'eed Nelson,AU,29,37.0,6.6,14.9,0.44299999999999995,1.0,3.3,0.292,4.4,6.5,0.6809999999999999,3.8,2.7,0.9,2.7,3.6,5.1,1.8,0.2,18.6
88,Carsen Edwards,PU,37,29.5,6.2,13.5,0.45799999999999996,2.6,6.5,0.406,3.5,4.3,0.8240000000000001,1.7,1.8,0.4,3.5,3.8,2.8,1.1,0.2,18.5
89,Nathan Knight,W&M,31,28.7,6.6,11.5,0.575,0.4,1.2,0.306,4.8,6.3,0.769,2.7,3.3,1.9,5.4,7.3,2.2,0.6,2.0,18.5
90,Gabe Levin,LBSU,32,31.0,6.1,13.3,0.455,0.7,1.9,0.377,5.6,6.9,0.8140000000000001,2.9,2.7,2.1,5.1,7.2,1.6,1.0,0.7,18.5
91,Ronshad Shabazz,ASU,33,32.7,6.2,15.6,0.4,2.4,7.1,0.34299999999999997,3.5,5.2,0.688,2.4,1.8,0.6,1.9,2.5,3.0,1.1,0.1,18.5
92,Donte Clark,TSU,36,34.8,5.6,14.1,0.401,1.2,4.1,0.282,6.0,7.8,0.774,2.8,3.1,1.1,4.1,5.2,2.6,1.1,0.3,18.4
93,Stuckey Mosley,JMU,32,35.6,6.2,15.1,0.413,2.7,7.2,0.368,3.3,4.0,0.843,2.0,2.5,0.8,3.7,4.5,2.1,1.4,0.2,18.4
94,Jhivvan Jackson,UTSA,29,25.7,6.0,13.9,0.431,2.7,7.2,0.368,3.8,4.9,0.768,2.4,2.4,0.3,2.9,3.2,1.8,1.0,0.1,18.4
95,Khalil Small,UWGB,33,34.2,6.1,13.8,0.44299999999999995,1.6,4.2,0.384,4.5,5.4,0.831,2.7,2.6,2.1,4.6,6.7,3.3,1.3,0.1,18.2
96,Josh Okogie,GT,24,36.4,5.5,13.3,0.41600000000000004,1.6,4.2,0.38,5.5,6.8,0.821,2.5,2.9,2.2,4.0,6.2,2.5,1.8,1.0,18.2
97,Tra Holder,ASU,32,35.1,5.5,13.6,0.40700000000000003,2.2,5.8,0.369,5.0,5.9,0.8370000000000001,2.4,2.0,0.9,3.2,4.2,3.4,1.3,0.0,18.2
98,Elijah Bryant,BYU,35,34.7,5.8,11.7,0.494,2.4,5.9,0.415,4.2,4.9,0.85,2.3,2.4,0.5,5.9,6.3,2.3,1.3,0.5,18.2
99,Jamaal King,SFU,31,30.9,6.3,13.3,0.473,1.7,5.0,0.34,3.9,4.7,0.816,3.1,2.3,0.4,2.7,3.1,3.5,1.2,0.0,18.2
100,Desmond Williams,FAMU,34,35.6,6.5,14.8,0.43799999999999994,0.3,1.2,0.268,4.8,6.5,0.7390000000000001,2.9,2.3,1.8,4.4,6.1,1.9,1.2,0.7,18.1
101,Tre'Shaun Fletcher,U of T,33,32.9,6.2,13.4,0.46299999999999997,1.5,4.2,0.35,4.2,5.9,0.713,2.4,2.3,1.8,6.2,8.0,4.3,0.8,0.2,18.1
102,Allonzo Trier,U of A,33,34.1,5.6,11.2,0.5,2.1,5.6,0.38,4.8,5.6,0.865,2.1,1.7,0.3,2.7,3.0,3.2,0.6,0.3,18.1
103,Matt Mobley,STBN,34,37.6,5.5,13.1,0.418,3.1,8.3,0.37200000000000005,4.0,4.7,0.862,2.4,2.6,0.6,4.4,5.0,2.4,1.1,0.1,18.1
104,Jalen Adams,UConn,30,38.1,6.9,16.1,0.43,1.6,4.9,0.324,2.6,3.3,0.7959999999999999,2.9,1.6,0.9,3.4,4.2,4.7,1.5,0.3,18.1
105,Ryan Welage,SJSU,30,34.6,6.4,13.8,0.461,2.0,4.7,0.429,3.3,3.8,0.877,1.8,1.4,0.9,4.5,5.4,1.4,0.6,0.2,18.1
106,Joe Chealey,C of C,34,35.4,5.0,12.6,0.39299999999999996,1.8,5.2,0.348,6.2,7.2,0.858,1.7,2.3,0.6,4.0,4.6,3.6,0.9,0.1,18.0
107,Kellan Grady,DAV,33,35.2,6.6,13.2,0.501,2.2,5.9,0.37200000000000005,2.5,3.1,0.804,1.0,2.1,0.7,2.6,3.3,1.9,0.8,0.1,18.0
108,Nick Mayo,EKU,31,34.3,6.5,12.4,0.526,1.1,2.4,0.446,3.9,4.6,0.8390000000000001,3.2,2.8,1.5,5.2,6.7,2.2,0.8,1.5,18.0
109,Jordon Varnado,TU,26,31.2,6.7,14.0,0.478,1.0,3.5,0.289,3.6,4.8,0.738,2.2,2.7,1.9,5.2,7.0,1.7,0.7,1.4,18.0
110,Jaylen Barford,U of A,35,31.3,6.4,13.6,0.47,2.5,5.8,0.431,2.7,3.7,0.721,1.9,2.5,1.0,2.9,3.9,2.5,1.0,0.3,17.9
111,Vasa Pusica,NU,33,34.3,5.7,11.4,0.504,2.3,5.4,0.42700000000000005,4.2,5.2,0.807,3.4,2.2,0.3,3.4,3.6,5.1,1.1,0.1,17.9
112,Justin Strings,CSUS,32,36.2,7.0,16.3,0.42700000000000005,0.9,3.3,0.28300000000000003,3.0,4.9,0.618,2.3,2.4,1.4,5.6,7.0,2.3,0.6,0.9,17.9
113,Ethan Happ,UW,33,30.8,7.3,13.9,0.528,0.0,0.3,0.091,3.2,5.8,0.55,2.8,2.6,2.4,5.7,8.0,3.7,1.5,1.1,17.9
114,Jessie Govan,GU,30,32.7,6.7,13.2,0.508,0.5,1.5,0.348,3.9,5.2,0.7609999999999999,1.7,2.9,2.5,7.6,10.0,2.0,0.6,1.1,17.9
115,Joe Cremo,ALB,32,35.2,5.7,12.4,0.45799999999999996,2.4,5.2,0.45799999999999996,4.1,5.0,0.8190000000000001,2.1,2.2,0.6,3.5,4.1,3.8,0.8,0.3,17.8
116,Yoeli Childs,BYU,35,34.0,7.0,13.0,0.541,0.4,1.4,0.312,3.3,5.2,0.643,2.2,2.3,2.0,6.6,8.6,2.2,0.9,1.8,17.8
117,James Batemon III,LMU,30,35.0,5.6,11.7,0.47700000000000004,1.4,3.7,0.391,5.2,6.5,0.8009999999999999,2.9,2.7,1.1,2.6,3.6,4.6,1.2,0.0,17.8
118,Kameron Chatman,UDM,29,32.6,6.3,13.4,0.47200000000000003,2.1,5.0,0.414,3.1,3.7,0.8490000000000001,2.0,2.6,1.4,6.8,8.2,2.1,1.2,0.4,17.8
119,Deshon Taylor,CSUF,32,33.8,4.8,11.0,0.439,1.8,4.8,0.386,6.2,7.5,0.833,2.5,2.2,0.4,2.8,3.2,2.6,1.5,0.2,17.8
120,"Frank Bartley, IV",LA,33,30.7,5.4,12.5,0.433,2.6,6.9,0.38299999999999995,4.3,5.0,0.86,1.9,2.0,0.6,2.9,3.6,2.0,1.4,0.1,17.8
121,Jordan Caroline,UNR,37,34.8,6.0,12.6,0.474,1.0,3.0,0.324,4.8,6.8,0.7090000000000001,1.9,2.4,2.6,6.0,8.6,2.2,0.7,0.2,17.7
122,Hayden Dalton,UW,33,33.3,5.8,12.6,0.45799999999999996,2.6,6.4,0.40299999999999997,3.6,4.3,0.838,2.5,2.7,1.4,6.5,7.8,2.6,0.9,0.5,17.7
123,Devontae Cacok,UNCW,32,29.4,6.9,11.8,0.585,0.0,0.0,0.0,3.8,6.3,0.612,2.2,3.9,5.1,8.4,13.5,0.9,1.0,0.6,17.7
124,Mikal Bridges,VILL,40,32.1,6.1,11.9,0.514,2.6,6.0,0.435,2.9,3.4,0.851,1.4,2.1,1.4,4.0,5.3,1.9,1.5,1.1,17.6
125,Zach Jackson,UNO,31,31.8,6.2,11.8,0.525,1.4,3.2,0.429,3.9,4.7,0.823,2.2,2.3,1.5,4.8,6.3,0.9,1.1,0.4,17.6
126,Christian Keeling,CSU,28,33.6,6.0,14.2,0.426,1.6,5.1,0.315,4.0,5.0,0.7929999999999999,2.4,2.5,0.8,4.4,5.2,2.0,1.3,0.4,17.6
127,"Wesley Person, Jr.",TU,33,34.0,5.3,12.6,0.418,2.9,7.8,0.379,4.2,5.1,0.82,1.8,1.9,0.6,2.3,2.9,1.8,0.7,0.0,17.6
128,Ky Bowman,BC,35,38.2,6.3,14.9,0.42200000000000004,2.3,6.3,0.36200000000000004,2.7,3.4,0.807,3.2,2.6,0.8,6.0,6.8,4.7,1.5,0.3,17.6
129,Tres Tinkle,OSU,32,36.4,6.0,12.7,0.47200000000000003,1.5,4.6,0.327,4.1,4.9,0.84,2.9,2.8,1.8,5.5,7.2,3.7,1.4,0.6,17.6
130,Mike Smith,COM,27,34.0,5.8,14.9,0.39,1.8,5.9,0.308,4.1,4.9,0.8420000000000001,2.2,1.8,0.4,2.1,2.6,4.6,1.1,0.0,17.6
131,Keenan Evans,TTU,36,29.5,5.4,11.4,0.47100000000000003,1.3,4.2,0.32,5.5,6.7,0.8170000000000001,1.9,1.8,0.3,2.7,3.0,3.2,1.1,0.3,17.6
132,Martez Walker,OU,26,37.1,5.3,11.5,0.462,2.1,6.2,0.33299999999999996,4.9,6.3,0.779,1.7,1.9,1.1,3.0,4.1,1.6,0.9,0.6,17.6
133,"Dachon Burke, Jr.",RMU,32,32.6,6.6,14.3,0.45899999999999996,1.4,4.1,0.33799999999999997,3.1,4.9,0.628,2.7,2.5,1.8,3.9,5.8,2.5,2.1,0.5,17.6
134,Jon Davis,CHAR,29,36.2,5.5,14.0,0.392,1.7,5.0,0.32899999999999996,4.9,6.2,0.79,3.9,1.5,0.9,2.9,3.8,5.5,0.9,0.3,17.6
135,Tyler Hall,MSU,31,32.1,5.6,13.8,0.40700000000000003,3.2,8.6,0.37200000000000005,3.1,3.5,0.907,1.8,1.7,0.7,3.0,3.7,2.8,0.8,0.4,17.5
136,Desi Rodriguez,SHU,31,30.3,6.6,13.2,0.498,1.8,4.8,0.373,2.5,3.4,0.736,2.0,2.4,1.1,3.7,4.8,2.0,1.0,0.5,17.5
137,K.J. Feagin,SCU,31,35.0,6.5,14.6,0.44299999999999995,2.0,5.3,0.37200000000000005,2.5,2.9,0.868,2.3,2.2,0.4,1.7,2.1,4.0,0.8,0.1,17.5
138,David Efianayi,GWU,32,32.6,5.7,13.1,0.43700000000000006,1.6,4.4,0.36200000000000004,4.4,5.5,0.807,2.6,1.7,0.6,3.0,3.6,2.5,1.2,0.2,17.5
139,Ryan Daly,UD,28,37.5,6.4,14.8,0.431,1.6,5.3,0.311,3.1,4.9,0.635,1.2,2.1,1.4,4.8,6.2,2.4,1.2,0.1,17.5
140,Shavar Newkirk,SJU,32,34.1,5.4,13.8,0.38799999999999996,1.6,5.0,0.327,5.1,6.6,0.764,1.8,1.8,0.8,3.6,4.3,3.9,1.6,0.2,17.4
141,Jordan Barnes,ISU,31,33.7,5.4,13.1,0.415,3.8,8.9,0.42200000000000004,2.8,3.3,0.853,2.8,2.5,0.3,3.6,3.9,3.6,1.2,0.1,17.4
142,Robert Franks,WSU,30,33.0,5.8,12.3,0.47600000000000003,2.2,5.4,0.405,3.5,4.1,0.8540000000000001,2.3,2.8,1.6,4.9,6.6,1.9,0.5,1.0,17.4
143,"Desmond Cambridge, Jr.",BU,27,30.0,5.9,14.8,0.401,2.5,7.5,0.335,3.0,3.9,0.769,1.4,2.9,0.9,3.6,4.5,1.2,1.1,1.0,17.3
