#,Player,Team,GP,MPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,TOV,PF,ORB,DRB,RPG,APG,SPG,BPG,PPG
39,Zach Rosen,PENN,33,38.2,6.4,14.2,0.452,2.3,5.7,0.397,3.2,3.6,0.882,2.7,2.3,0.3,2.9,3.2,5.2,1.4,0.1,18.2
40,Aaron Broussard,SEA,27,29.2,6.8,14.6,0.467,1.3,4.0,0.327,3.3,4.6,0.718,1.8,2.3,2.9,3.7,6.5,1.0,1.6,0.1,18.2
41,Greg Mangano,YALE,29,32.1,6.8,14.3,0.474,1.3,3.9,0.33299999999999996,3.3,5.0,0.655,2.0,2.7,3.1,6.5,9.6,0.5,0.4,2.1,18.2
42,Brock Motum,WSU,34,31.5,6.5,11.7,0.5539999999999999,0.9,2.1,0.397,4.2,5.7,0.738,3.0,2.2,1.8,4.5,6.4,1.6,0.6,0.4,18.0
43,Will Barton,UM,35,35.3,6.6,12.9,0.509,1.1,3.1,0.34600000000000003,3.8,5.1,0.7490000000000001,2.1,2.1,2.0,6.0,8.0,2.9,1.4,0.7,18.0
44,Mike Scott,UVA,32,31.2,6.7,11.9,0.563,0.2,0.6,0.3,4.3,5.4,0.8079999999999999,2.1,1.8,2.2,6.1,8.3,1.2,0.7,0.5,18.0
45,Kyle Vinales,CCSU,29,34.7,6.2,15.7,0.39299999999999996,2.4,6.3,0.386,3.1,3.7,0.843,3.1,1.9,0.3,1.7,2.0,3.6,1.2,0.1,17.9
46,Jared Cunningham,OSU,36,34.6,5.5,12.2,0.45,1.4,4.1,0.33799999999999997,5.5,7.5,0.737,2.8,2.4,1.0,2.8,3.8,2.8,2.5,0.4,17.9
47,Patrick Richard,MSU,33,36.5,5.8,14.3,0.402,1.5,5.4,0.27899999999999997,4.8,6.3,0.769,2.4,2.4,1.9,4.5,6.4,3.3,1.3,0.7,17.9
48,LaMarcus Reed III,UTA,33,30.6,5.4,11.8,0.461,1.9,5.0,0.386,5.1,6.3,0.799,2.6,1.9,0.7,3.1,3.7,1.7,1.0,0.4,17.8
49,Kevin Olekaibe,CSUF,33,36.5,5.7,15.4,0.37200000000000005,2.8,8.2,0.33799999999999997,3.6,4.5,0.797,1.5,1.8,0.6,2.5,3.2,1.2,1.3,0.1,17.8
50,Robert Covington,TSU,33,31.2,6.4,12.2,0.525,2.0,4.4,0.44799999999999995,3.0,3.9,0.775,2.3,3.0,2.9,5.0,7.9,1.3,1.5,1.4,17.8
51,Thomas Robinson,KU,39,31.8,6.7,13.3,0.505,0.2,0.4,0.5,4.2,6.1,0.682,2.7,2.7,2.9,9.0,11.9,1.8,1.1,0.9,17.7
52,Jeremy Lamb,UConn,34,37.2,6.4,13.4,0.478,2.1,6.2,0.336,2.9,3.6,0.81,2.0,1.7,0.9,3.9,4.9,1.7,1.2,0.6,17.7
53,Juan'ya Green,NU,33,37.2,5.7,14.1,0.40399999999999997,1.8,5.5,0.33899999999999997,4.5,5.6,0.8,3.5,2.3,0.7,2.5,3.2,4.5,1.9,0.3,17.7
54,Marcus Denmon,MU,35,34.6,5.7,12.4,0.45899999999999996,2.8,6.9,0.40700000000000003,3.4,3.8,0.8959999999999999,1.2,1.0,1.0,4.0,5.0,2.1,1.5,0.0,17.6
55,Maalik Wayns,VILL,29,33.7,5.6,13.5,0.414,1.6,5.2,0.298,4.9,5.4,0.892,3.0,2.7,0.6,3.2,3.8,4.6,1.0,0.0,17.6
56,Jae Crowder,MU,35,33.0,6.2,12.5,0.498,1.7,5.1,0.345,3.4,4.6,0.735,1.3,2.7,2.0,6.4,8.4,2.1,2.5,1.0,17.5
57,Tu Holloway,XAV,34,36.6,4.9,11.4,0.43,1.3,3.9,0.344,6.4,7.4,0.862,3.0,2.1,0.4,3.2,3.6,4.9,1.5,0.1,17.5
58,Ella Ellis,USMA,30,30.5,5.4,13.0,0.41200000000000003,2.1,5.9,0.358,4.7,5.6,0.828,2.4,1.9,1.4,3.5,4.9,2.1,0.8,0.4,17.5
59,Jared Sullinger,OSU,37,30.4,6.2,11.9,0.519,0.4,1.1,0.4,4.7,6.2,0.768,1.9,2.9,3.1,6.1,9.2,1.2,1.2,1.1,17.5
60,Phil Martin,UCR,30,35.2,6.4,15.0,0.425,1.3,3.7,0.35100000000000003,3.4,4.3,0.805,2.4,1.8,1.2,4.4,5.6,1.0,0.5,0.4,17.5
61,Keith Gabriel,VMI,33,28.6,5.8,13.6,0.429,2.3,7.1,0.321,3.5,4.8,0.745,2.2,2.3,0.8,2.7,3.5,1.9,1.8,1.2,17.5
62,Cleveland Melvin,DEP,31,32.1,7.1,15.8,0.44799999999999995,0.5,2.3,0.225,2.8,4.4,0.64,2.2,1.9,2.5,4.9,7.4,0.8,0.8,1.1,17.5
63,Jamaal Franklin,SDSU,32,30.2,5.4,12.5,0.43200000000000005,1.6,4.9,0.325,5.0,6.2,0.8,3.0,2.5,1.8,6.1,7.8,1.5,1.0,0.6,17.4
64,Casper Ware,LBSU,34,33.7,5.6,13.9,0.401,2.8,7.8,0.35600000000000004,3.5,4.4,0.7929999999999999,2.4,1.9,0.4,2.0,2.4,3.4,1.4,0.1,17.4
65,Julian Boyd,LIU,33,27.1,6.2,11.2,0.557,0.6,1.5,0.42,4.2,5.7,0.741,2.1,2.9,2.4,6.9,9.3,0.8,0.5,0.6,17.4
66,Robby Ptacek,CCSU,29,37.0,5.8,14.1,0.41200000000000003,1.4,4.3,0.325,4.3,4.7,0.92,2.8,2.2,0.8,3.1,3.9,2.2,0.9,0.1,17.3
67,Jud Dillard,TTU,33,33.4,6.0,11.6,0.517,0.2,1.0,0.212,5.1,6.2,0.8240000000000001,2.4,2.0,2.6,6.0,8.5,1.3,1.0,0.2,17.3
68,D.J. Seeley,CSUF,31,31.2,5.5,12.4,0.439,2.1,4.9,0.434,4.3,5.9,0.731,2.9,3.0,2.0,3.5,5.5,1.8,1.5,0.2,17.3
69,Ramone Moore,TEM,32,36.6,6.1,14.3,0.426,1.8,4.7,0.38299999999999995,3.3,4.3,0.763,2.6,2.4,0.9,3.4,4.3,3.4,1.1,0.2,17.3
70,Reggie Chamberlain,UMKC,31,33.0,5.6,12.4,0.452,3.1,6.6,0.47100000000000003,2.9,3.4,0.865,1.6,2.4,0.4,2.2,2.5,2.5,0.9,0.1,17.3
71,Khalif Wyatt,TEM,31,33.0,5.2,10.9,0.479,1.7,4.5,0.379,5.0,5.8,0.856,2.5,2.6,0.7,2.5,3.2,3.3,2.2,0.4,17.1
72,Mike James,LU,32,31.1,6.6,14.6,0.45299999999999996,1.2,3.8,0.325,2.7,3.4,0.8059999999999999,2.1,2.1,0.9,2.2,3.2,2.0,1.6,0.1,17.1
73,Brandon Riley,SCSU,28,32.7,6.3,15.6,0.40299999999999997,1.8,5.6,0.325,2.7,3.5,0.768,3.2,2.1,0.9,2.8,3.8,1.7,1.0,0.1,17.1
74,Tony Gallo,CSU,30,33.8,5.0,12.5,0.397,2.7,7.5,0.354,4.5,5.9,0.758,2.2,2.1,0.3,2.4,2.7,3.7,1.3,0.1,17.1
75,Stan Okoye,VMI,32,28.8,6.2,12.0,0.519,0.5,2.0,0.266,4.1,6.1,0.67,2.7,2.8,1.8,5.4,7.2,2.0,1.4,0.7,17.1
76,Mike Muscala,BU,35,29.9,5.5,11.0,0.504,0.2,0.6,0.35,5.8,6.8,0.853,2.1,2.5,2.8,6.3,9.1,1.8,0.5,1.7,17.1
77,Chris Gaston,FORD,28,33.9,6.7,15.2,0.441,0.1,0.3,0.375,3.5,5.4,0.6509999999999999,2.7,2.4,3.5,5.9,9.4,1.1,1.2,1.6,17.1
78,Keiton Page,OSU,32,35.6,5.1,12.3,0.415,3.2,8.3,0.386,3.6,4.2,0.852,1.6,2.4,0.1,1.7,1.8,2.2,1.5,0.0,17.1
79,Harrison Barnes,UNC,38,29.2,6.0,13.7,0.44,1.3,3.6,0.358,3.7,5.1,0.723,1.9,1.8,1.9,3.3,5.2,1.1,1.1,0.3,17.1
80,Jaron Jones,EKU,32,33.9,5.8,11.0,0.531,0.8,2.0,0.375,4.6,5.9,0.774,1.9,2.7,1.7,2.7,4.4,1.8,1.4,0.2,17.0
81,Ryan Pearson,GMU,33,30.6,6.1,12.1,0.502,0.8,2.4,0.35,4.0,5.5,0.725,2.7,2.6,2.3,5.9,8.2,1.8,1.3,0.5,17.0
82,Carl Jones,SJU,33,36.5,5.3,12.8,0.41600000000000004,1.9,5.4,0.348,4.5,5.6,0.79,2.8,1.7,0.3,3.0,3.3,3.3,1.2,0.0,17.0
83,D'Angelo Harrison,STJ,32,35.3,4.9,13.2,0.375,2.4,6.5,0.36700000000000005,4.8,5.9,0.804,2.2,2.9,1.3,2.6,3.8,2.1,1.7,0.2,17.0
84,Preston Medlin,USU,37,35.2,5.5,11.1,0.496,2.6,6.0,0.428,3.4,4.2,0.8009999999999999,2.0,1.5,0.1,4.3,4.4,3.4,0.7,0.1,17.0
85,Alex Francis,BU,30,32.5,6.2,12.0,0.512,0.4,1.3,0.342,4.2,6.3,0.667,4.8,2.2,2.1,5.3,7.4,1.5,0.7,0.2,17.0
86,Harold Washington,CAN,30,35.0,6.1,13.7,0.44299999999999995,0.9,2.5,0.36,3.9,5.1,0.7759999999999999,3.1,1.7,1.3,3.0,4.3,2.8,1.0,0.0,17.0
87,Gerald McLemore,UM,27,35.4,6.0,14.0,0.429,2.7,6.8,0.397,2.3,2.4,0.924,1.7,1.4,0.6,1.7,2.3,1.3,0.7,0.2,17.0
88,Chaz Williams,UMass,37,34.9,5.3,12.8,0.41100000000000003,1.7,4.0,0.419,4.7,6.0,0.7879999999999999,3.4,2.8,1.0,3.4,4.4,6.2,2.2,0.2,16.9
89,Darryl Bryant,WVU,33,37.2,4.8,13.3,0.358,2.2,7.0,0.309,5.3,6.7,0.784,2.4,2.2,0.8,2.2,3.1,2.7,1.4,0.1,16.9
90,Al'lonzo Coleman,PC,29,30.4,5.6,10.4,0.54,0.1,0.4,0.182,5.6,8.6,0.655,2.9,3.3,2.7,6.1,8.8,1.8,1.1,0.4,16.9
91,Jamal Olasewere,LIU,34,26.1,5.8,10.1,0.5710000000000001,0.4,1.2,0.341,4.9,6.6,0.733,3.2,3.5,2.0,5.5,7.5,1.1,1.5,1.1,16.9
92,Louie Krogman,USD,28,36.0,5.9,13.4,0.444,2.9,7.5,0.38299999999999995,2.1,3.0,0.6940000000000001,2.0,1.7,0.4,2.7,3.1,3.9,1.5,0.1,16.8
93,Rayvonte Rice,DU,33,33.3,5.8,13.2,0.436,0.8,3.4,0.24100000000000002,4.5,6.3,0.708,2.5,3.1,1.3,4.5,5.8,1.6,1.9,0.8,16.8
94,Kendrick Perry,YSU,31,34.8,5.7,11.9,0.48100000000000004,1.7,4.9,0.355,3.6,5.2,0.706,2.1,1.9,0.5,2.7,3.3,3.9,2.4,0.3,16.8
95,Noah Hartsrock,BYU,34,30.9,6.4,11.2,0.565,0.4,1.0,0.34299999999999997,3.8,4.5,0.8420000000000001,1.6,2.0,1.2,3.8,5.0,1.4,0.9,1.6,16.8
96,Darren White,CAM,32,32.0,6.2,11.8,0.52,1.4,3.7,0.37799999999999995,3.0,4.6,0.66,2.6,2.5,1.8,3.7,5.5,2.1,0.9,1.1,16.8
97,DeJuan Wright,FIU,22,36.1,5.6,11.5,0.488,0.9,2.3,0.392,4.6,6.2,0.745,3.0,3.1,2.5,5.3,7.9,1.9,1.3,0.4,16.7
98,Devoe Joseph,UO,28,35.5,5.9,12.5,0.473,2.4,5.6,0.418,2.5,3.1,0.795,1.9,1.5,0.6,3.1,3.8,3.2,1.4,0.1,16.7
99,Anthony Raffa,CCU,31,31.1,5.9,12.4,0.48,1.5,4.1,0.35700000000000004,3.4,4.6,0.7290000000000001,2.2,2.3,1.4,2.4,3.8,2.0,1.8,0.1,16.7
100,Mike Groselle,CIT,30,35.3,6.6,11.2,0.591,0.0,0.0,0.0,3.5,5.1,0.682,2.2,2.9,3.9,5.7,9.6,1.8,1.4,0.6,16.7
101,C.J. Harris,WF,30,35.0,5.1,10.7,0.47700000000000004,1.6,3.9,0.42200000000000004,4.9,5.8,0.8440000000000001,2.4,2.4,0.5,2.6,3.1,2.5,1.1,0.1,16.7
102,Rakim Sanders,FU,37,32.3,6.4,12.7,0.5,1.2,3.8,0.312,2.7,4.3,0.635,3.3,2.6,2.8,5.4,8.2,2.5,1.4,0.4,16.6
103,Tyshawn Taylor,KU,39,33.4,5.8,12.2,0.47700000000000004,1.5,3.9,0.382,3.5,5.1,0.688,3.5,2.0,0.2,2.1,2.3,4.8,1.3,0.2,16.6
104,James Johnson,QU,31,36.1,5.6,14.6,0.381,2.2,6.1,0.365,3.2,4.3,0.737,2.5,2.4,0.6,2.6,3.3,3.5,1.3,0.1,16.5
105,Jordan Clarkson,TU,31,33.9,5.4,12.4,0.435,1.4,3.7,0.374,4.3,5.5,0.784,2.7,2.4,1.1,2.8,3.9,2.5,0.9,0.5,16.5
106,DeAndre Kane,MU,34,34.0,5.9,14.3,0.414,0.9,3.6,0.25,3.7,6.2,0.594,3.0,3.2,2.1,3.4,5.4,3.5,1.4,0.3,16.5
107,Cliff Colimon,EWU,32,35.1,5.4,13.4,0.402,2.1,5.7,0.361,3.6,4.4,0.81,3.3,2.7,0.6,3.2,3.8,5.0,1.6,0.1,16.5
108,Ben Simons,DU,29,35.9,5.8,12.4,0.47100000000000003,2.7,6.2,0.425,2.1,2.5,0.8490000000000001,1.6,1.9,0.6,2.8,3.4,1.4,0.8,0.3,16.4
109,Torrey Craig,USCU,34,29.7,5.7,13.1,0.436,2.4,7.0,0.349,2.6,3.8,0.682,2.7,2.7,2.4,5.3,7.7,1.5,1.3,1.1,16.4
110,Dominique Sutton,NCCU,32,33.9,5.7,9.9,0.579,0.0,0.1,0.0,5.0,7.5,0.664,2.6,3.1,2.0,5.5,7.4,1.7,2.2,0.5,16.4
111,Julian Mavunga,MU,30,36.9,5.0,11.3,0.442,0.8,2.7,0.309,5.6,7.6,0.7340000000000001,4.0,2.4,2.2,6.8,9.0,3.4,0.9,0.6,16.4
112,Isiah Williams,UVU,33,33.3,5.6,14.5,0.38799999999999996,2.5,7.6,0.332,2.7,3.2,0.848,2.3,1.5,0.4,2.4,2.8,2.2,0.8,0.1,16.4
113,Arnett Moultrie,MSU,30,35.8,6.0,10.9,0.5489999999999999,0.3,0.6,0.444,4.1,5.3,0.78,2.4,2.2,3.7,6.8,10.5,1.2,0.8,0.8,16.4
114,Terrence Ross,UW,35,31.1,6.1,13.4,0.457,2.1,5.5,0.371,2.1,2.7,0.774,2.0,2.8,1.4,5.1,6.4,1.4,1.3,0.9,16.4
115,Robbie Hummel,PU,35,32.2,5.5,13.3,0.41700000000000004,2.1,5.4,0.38299999999999995,3.2,3.9,0.825,0.9,2.1,1.6,5.6,7.2,1.9,0.7,1.2,16.4
116,Rian Pearson,U of T,36,32.3,6.4,13.5,0.47600000000000003,0.2,0.9,0.258,3.3,4.9,0.6759999999999999,2.6,2.3,2.7,5.2,7.9,1.9,1.5,0.4,16.4
117,Tyler Zeller,UNC,38,28.2,5.8,10.5,0.5529999999999999,0.0,0.0,0.0,4.8,5.9,0.8079999999999999,1.9,2.7,3.8,5.7,9.6,0.9,0.9,1.6,16.3
118,Ike Azotam,QU,31,31.5,6.5,11.7,0.556,0.0,0.0,0.0,3.3,5.4,0.611,1.5,3.2,3.7,6.0,9.8,0.8,0.9,1.1,16.3
119,Mitchell Watt,UB,31,30.2,6.1,11.0,0.5539999999999999,0.4,1.1,0.324,3.7,5.0,0.7440000000000001,2.6,2.8,2.1,5.4,7.5,2.3,0.6,2.2,16.3
120,Draymond Green,MSU,37,33.2,5.7,12.8,0.449,1.4,3.6,0.38799999999999996,3.4,4.7,0.723,3.0,2.9,2.1,8.5,10.6,3.8,1.5,1.0,16.2
121,Steven Pledger,OU,30,32.9,5.7,12.3,0.45899999999999996,2.4,5.8,0.41600000000000004,2.5,3.0,0.833,1.9,2.4,1.4,2.5,3.9,1.6,1.0,0.2,16.2
122,Isaiah Wilkerson,NJIT,32,31.1,5.6,12.9,0.434,1.4,3.7,0.373,3.6,4.4,0.816,1.7,2.8,2.7,3.9,6.6,2.1,1.8,0.2,16.2
123,Jeffery Taylor,VU,36,32.1,5.8,11.8,0.493,1.8,4.3,0.423,2.6,4.4,0.605,2.2,1.9,2.1,3.4,5.6,1.7,1.3,0.4,16.1
124,Drew Crawford,NU,33,34.6,5.9,12.2,0.484,1.8,4.5,0.41200000000000003,2.5,3.5,0.7040000000000001,1.6,2.0,1.2,3.5,4.7,2.1,1.2,0.6,16.1
125,Matt Dickey,UNCA,34,33.2,4.5,10.0,0.44799999999999995,1.8,5.0,0.36700000000000005,5.4,6.2,0.867,2.4,2.2,0.8,2.6,3.3,3.6,1.5,0.1,16.1
126,Anthony Ireland,LMU,34,36.5,5.6,12.7,0.44,1.5,4.4,0.33799999999999997,3.5,4.5,0.7709999999999999,3.1,2.0,1.0,2.8,3.9,4.9,1.7,0.0,16.1
127,Ian Hummer,PRIN,32,32.1,5.9,12.7,0.467,0.6,1.9,0.317,3.6,5.4,0.6709999999999999,2.8,2.2,2.2,5.2,7.3,3.2,1.4,1.2,16.1
128,Tahj Tate,DESU,24,35.3,6.0,13.8,0.439,1.2,3.5,0.33299999999999996,2.8,3.7,0.764,2.3,2.0,1.2,1.5,2.6,2.7,1.2,0.2,16.1
129,Cameron Moore,UAB,31,35.8,6.3,13.0,0.483,0.2,0.7,0.217,3.3,5.4,0.613,2.1,2.0,2.8,7.6,10.5,1.3,0.6,2.4,16.1
130,Travis McKie,WF,31,34.5,5.6,11.8,0.478,1.1,2.8,0.379,3.7,5.0,0.737,2.5,2.3,2.3,4.7,7.0,1.1,0.8,0.6,16.1
131,Jordan Theodore,SHU,34,36.1,5.2,13.3,0.389,1.3,4.1,0.319,4.4,5.4,0.8240000000000001,2.9,2.0,0.8,2.3,3.1,6.6,1.8,0.1,16.1
132,Savalace Townsend,UAPB,33,37.4,5.2,12.5,0.41100000000000003,1.1,3.1,0.34,4.7,6.4,0.733,3.0,2.2,1.2,3.5,4.7,3.1,2.2,0.7,16.0
133,Andre Jones,WIN,32,34.7,5.7,13.2,0.43200000000000005,1.7,4.9,0.34,3.0,3.7,0.7979999999999999,2.4,2.1,0.7,2.5,3.2,1.7,1.2,0.3,16.0
134,Velton Jones,RMU,37,29.6,4.4,12.4,0.354,1.6,5.0,0.32299999999999995,5.6,7.3,0.767,2.7,2.9,0.8,2.0,2.8,4.5,1.8,0.0,16.0
135,Tony Wroten,UW,35,30.3,5.7,12.8,0.44299999999999995,0.3,1.6,0.161,4.4,7.5,0.583,3.8,2.7,2.3,2.7,5.0,3.7,1.9,0.3,16.0
136,Antwaine Wiggins,C of C,31,34.9,5.7,12.9,0.439,1.9,5.4,0.35700000000000004,2.7,4.6,0.58,2.4,1.4,2.5,3.9,6.5,2.2,1.1,0.5,16.0
137,James Nunnally,UCSB,31,33.7,5.8,12.4,0.47,1.8,5.0,0.37,2.5,3.2,0.7959999999999999,2.5,2.0,1.1,4.9,5.9,2.8,0.7,0.3,16.0
138,A.J. Davis,JMU,32,32.4,5.3,12.1,0.43700000000000006,1.7,5.0,0.331,3.7,5.1,0.735,2.7,1.9,1.2,3.5,4.7,1.9,1.7,0.3,15.9
139,Jeremy Granger,EIU,29,33.6,5.8,12.4,0.465,1.0,2.7,0.377,3.3,3.9,0.858,2.3,2.1,0.7,2.7,3.4,3.0,1.0,0.1,15.9
140,Travis Bader,OU,36,36.2,5.2,12.2,0.426,3.4,8.7,0.395,2.0,2.6,0.777,1.0,2.6,0.6,2.6,3.2,1.2,0.9,0.1,15.9
141,Kenny Boynton,UF,37,31.6,5.1,11.5,0.44,3.0,7.3,0.40700000000000003,2.8,3.7,0.754,1.4,1.1,0.5,2.1,2.6,2.7,0.8,0.0,15.9
142,Kyle O'Quinn,NSU,36,31.3,5.7,9.9,0.573,0.2,0.9,0.188,4.3,6.2,0.696,2.6,3.2,3.2,7.2,10.3,1.4,0.7,2.6,15.9
143,Deshaun Thomas,OSU,39,31.4,6.2,12.0,0.52,1.3,3.7,0.345,2.1,2.8,0.748,1.2,1.7,2.6,2.8,5.4,0.9,0.4,0.2,15.9
