#,Player,Team,GP,MPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,TOV,PF,ORB,DRB,RPG,APG,SPG,BPG,PPG
20,"Terrell Brown, Jr.",SEA,29,36.0,7.8,18.8,0.414,0.6,1.9,0.29100000000000004,4.6,5.9,0.784,2.6,2.6,1.4,4.8,6.2,4.9,1.6,0.4,20.7
21,Ryan Daly,SJU,30,34.6,7.2,17.0,0.425,1.9,6.0,0.311,4.3,5.9,0.733,2.9,1.9,1.5,5.4,6.9,4.3,1.2,0.4,20.6
22,Colbey Ross,PU,32,37.7,6.3,15.8,0.402,2.3,6.6,0.349,5.5,6.4,0.8540000000000001,4.4,2.3,0.7,3.9,4.7,7.2,1.1,0.2,20.5
23,Payton Pritchard,UO,31,36.5,7.0,14.9,0.46799999999999997,2.8,6.8,0.415,3.7,4.5,0.821,2.7,2.0,0.7,3.6,4.3,5.5,1.5,0.0,20.5
24,Eugene German,NIU,31,32.7,7.3,17.5,0.415,2.4,7.2,0.33299999999999996,3.5,4.9,0.7190000000000001,2.3,1.4,0.5,3.6,4.1,2.7,1.0,0.2,20.5
25,Quintin Dove,UTM,29,33.8,7.3,13.0,0.565,0.7,2.1,0.32299999999999995,4.8,6.2,0.782,2.2,3.4,3.8,4.1,7.9,1.0,0.4,0.3,20.2
26,Daniel Oturu,U of M,31,34.0,7.7,13.6,0.563,0.6,1.7,0.365,4.1,5.8,0.7070000000000001,2.8,2.7,3.7,7.5,11.3,1.1,0.5,2.5,20.1
27,Obi Toppin,DAY,31,31.6,7.9,12.5,0.633,1.0,2.6,0.39,3.2,4.5,0.7020000000000001,2.2,1.6,1.2,6.4,7.5,2.2,1.0,1.2,20.0
28,Carlik Jones,RU,32,33.1,6.8,14.0,0.488,1.5,3.6,0.409,4.9,6.1,0.8140000000000001,2.3,1.8,0.7,4.5,5.1,5.5,1.4,0.2,20.0
29,Andrew Kostecka,L-MD,29,31.5,6.6,13.1,0.504,1.6,4.6,0.348,5.0,6.1,0.825,2.5,2.3,1.1,4.1,5.2,2.6,1.9,0.6,19.9
30,Marreon Jackson,U of T,32,35.3,6.1,14.9,0.409,3.1,8.4,0.369,4.6,5.6,0.816,3.1,2.0,0.6,3.6,4.2,5.4,1.5,0.0,19.8
31,Loren Cristian Jackson,AKR,31,34.1,6.3,13.5,0.465,3.0,6.9,0.428,4.4,5.0,0.877,2.4,2.3,0.6,2.1,2.7,4.5,1.0,0.0,19.8
32,Terrell Gomez,CSUN,32,37.1,6.5,14.8,0.439,3.5,7.9,0.44,3.4,3.6,0.948,1.4,1.0,0.3,2.2,2.5,2.3,0.8,0.0,19.8
33,Sayeed Pridgett,UM,31,36.2,8.1,15.8,0.511,0.4,1.6,0.245,3.3,4.7,0.687,3.3,2.9,1.5,5.7,7.2,3.9,1.5,0.5,19.8
34,John Crosby,DESU,32,35.2,6.9,16.1,0.43,1.8,5.7,0.317,4.1,5.2,0.774,4.0,2.0,0.6,4.6,5.2,3.3,1.2,0.1,19.8
35,Zach Cooks,NJIT,30,37.6,6.8,16.8,0.405,1.8,5.8,0.305,4.3,5.6,0.778,2.3,1.7,0.9,4.3,5.2,2.2,1.8,0.1,19.7
36,Jayden Gardner,ECU,31,34.4,7.2,13.8,0.521,0.1,0.6,0.2,5.2,7.0,0.7340000000000001,2.7,2.9,2.9,6.3,9.2,2.2,1.1,0.5,19.7
37,Breein Tyree,UM,31,34.5,6.4,15.1,0.426,2.1,5.7,0.36,4.8,5.8,0.8220000000000001,2.5,2.1,0.3,3.4,3.7,2.5,1.3,0.1,19.7
38,A.J. Green,UNI,31,34.9,6.6,15.8,0.41600000000000004,2.9,7.5,0.391,3.6,3.9,0.917,2.9,1.5,0.2,2.7,3.0,3.0,0.7,0.0,19.7
39,Sam Merrill,USU,32,35.0,6.1,13.2,0.461,2.8,6.8,0.41,4.7,5.2,0.893,1.6,2.3,0.2,3.9,4.1,3.9,0.9,0.1,19.7
40,Raiquan Clark,LIU,32,35.3,7.1,14.1,0.501,0.8,2.5,0.321,4.6,6.9,0.664,3.5,3.1,1.9,5.4,7.3,1.7,1.2,0.7,19.5
41,Sam Sessoms,BU,29,35.7,7.2,17.3,0.415,2.2,7.0,0.315,2.9,3.5,0.8140000000000001,3.4,2.6,1.2,3.8,5.0,4.8,1.6,0.1,19.4
42,Nijal Pearson,TSU,31,34.9,6.5,15.4,0.423,2.3,6.6,0.353,4.0,5.2,0.772,2.4,1.5,1.1,4.3,5.4,2.5,1.3,0.3,19.4
43,Christian Lutete,UML,32,33.7,6.9,13.3,0.516,2.0,5.4,0.374,3.6,5.2,0.691,2.2,1.3,2.0,5.0,7.0,1.6,0.8,0.1,19.3
44,Jibri Blount,NCCU,31,36.8,7.0,13.4,0.525,0.8,2.4,0.32899999999999996,4.4,6.2,0.7120000000000001,3.2,2.8,2.5,6.8,9.4,1.7,2.2,0.6,19.2
45,Parker Stewart,UTM,25,36.2,6.3,15.2,0.41200000000000003,2.8,8.2,0.348,3.8,5.0,0.7659999999999999,3.3,2.8,0.8,3.8,4.6,3.8,0.8,0.4,19.2
46,Remy Martin,ASU,31,33.8,6.6,15.2,0.43200000000000005,2.0,6.1,0.335,3.9,5.1,0.772,3.1,1.5,0.5,2.6,3.1,4.1,1.5,0.0,19.1
47,Anthony Edwards,UGA,32,33.0,6.3,15.8,0.402,2.2,7.7,0.294,4.1,5.3,0.772,2.7,2.2,0.8,4.5,5.2,2.8,1.3,0.6,19.1
48,Elijah Hughes,SU,32,36.7,6.2,14.5,0.42700000000000005,2.4,7.1,0.342,4.2,5.2,0.813,2.3,1.8,0.4,4.5,4.9,3.4,1.2,0.8,19.0
49,Javon Freeman-Liberty,VAL,33,33.3,6.9,15.8,0.436,1.5,5.4,0.287,3.7,5.0,0.75,2.5,2.6,1.3,4.8,6.1,3.2,2.2,0.3,19.0
50,Matt Lewis,JMU,30,35.5,6.0,14.6,0.41,2.7,7.2,0.373,4.3,6.0,0.715,2.3,1.9,0.8,4.7,5.5,3.4,1.0,0.3,19.0
51,Ian DuBose,HBU,29,33.2,6.0,13.8,0.439,1.6,4.8,0.326,5.3,6.9,0.775,3.9,2.6,1.7,5.6,7.3,3.8,1.4,0.3,19.0
52,Fatts Russell,URI,30,35.7,6.0,15.5,0.38799999999999996,2.0,5.6,0.35700000000000004,4.8,5.9,0.8240000000000001,2.2,2.8,0.7,2.8,3.4,4.6,2.9,0.2,18.8
53,Isaiah Blackmon,SFU,30,34.1,6.3,14.0,0.449,2.7,6.6,0.41200000000000003,3.5,4.2,0.8320000000000001,1.9,2.6,2.0,3.3,5.3,1.5,1.7,0.3,18.8
54,Justin Turner,BGSU,25,32.3,6.3,14.8,0.42700000000000005,1.6,4.3,0.361,4.6,5.4,0.851,2.1,1.5,0.8,3.7,4.6,2.5,0.8,0.2,18.8
55,Keaton Wallace,UTSA,32,34.8,6.4,16.2,0.395,2.9,8.2,0.35100000000000003,3.1,3.9,0.8059999999999999,2.2,2.5,0.8,3.8,4.5,3.1,1.2,0.3,18.8
56,E.J. Crawford,IC,28,36.9,6.2,13.2,0.466,1.2,3.8,0.311,5.2,6.2,0.8390000000000001,2.7,2.2,1.1,4.2,5.3,1.8,1.0,0.5,18.8
57,Malik Ellison,UHA,23,34.8,7.4,14.5,0.514,0.1,0.6,0.154,3.7,5.9,0.63,3.0,2.7,2.6,7.1,9.7,1.7,0.8,1.1,18.7
58,Marlon Stewart,UND,33,34.2,5.7,13.2,0.43200000000000005,1.9,5.4,0.35600000000000004,5.2,6.7,0.7829999999999999,2.9,2.3,0.3,5.2,5.5,5.1,0.7,0.1,18.6
59,Cassius Winston,MSU,30,32.6,6.2,13.8,0.44799999999999995,2.4,5.6,0.43200000000000005,3.8,4.5,0.852,3.2,2.0,0.2,2.3,2.5,5.9,1.2,0.0,18.6
60,Shamarkus Kennedy,MSU,31,31.8,7.3,10.7,0.679,0.0,0.1,0.25,4.0,5.1,0.778,2.3,2.2,3.5,7.5,10.9,1.5,0.7,2.6,18.6
61,Ahsan Asadullah,LIP,31,29.9,8.1,15.6,0.52,0.1,0.5,0.2,2.2,4.3,0.519,3.1,3.1,2.7,7.4,10.1,3.9,1.2,1.2,18.6
62,Ade Murkey,UD,31,32.2,6.6,13.7,0.48100000000000004,1.0,2.4,0.4,4.4,6.0,0.731,2.1,2.4,1.3,5.0,6.3,2.1,1.2,0.7,18.6
63,Saben Lee,VU,32,32.8,6.2,12.9,0.483,1.2,3.8,0.322,4.8,6.4,0.752,3.1,1.8,0.6,3.0,3.5,4.2,1.5,0.3,18.6
64,Doug Wilson,SDSU,29,29.7,7.7,12.2,0.628,0.0,0.2,0.0,3.2,4.8,0.667,2.6,3.0,2.9,3.5,6.4,1.8,0.8,0.8,18.6
65,Cole Anthony,UNC,22,34.9,6.0,15.7,0.38,2.2,6.4,0.348,4.4,5.8,0.75,3.5,2.9,0.5,5.2,5.7,4.0,1.3,0.3,18.5
66,C.J. Williams,HU,33,34.2,6.5,15.7,0.414,1.5,4.8,0.3,4.1,5.8,0.7020000000000001,1.7,2.4,0.8,3.5,4.3,1.2,0.7,0.5,18.5
67,"Kira Lewis, Jr.",UA,31,37.6,6.6,14.5,0.45899999999999996,1.8,4.9,0.366,3.4,4.2,0.802,3.5,2.6,0.8,3.9,4.8,5.2,1.8,0.6,18.5
68,Sa'eed Nelson,AU,29,36.2,7.1,14.6,0.488,0.5,2.3,0.212,3.7,5.7,0.655,3.5,2.2,1.3,3.8,5.1,4.7,2.8,0.3,18.5
69,Tres Tinkle,OSU,31,34.5,6.1,13.8,0.44,1.6,4.8,0.345,4.7,5.8,0.81,2.3,2.4,1.3,5.5,6.8,3.2,1.7,0.5,18.5
70,Marcus Sheffield,ELON,34,33.4,6.3,15.0,0.41700000000000004,2.1,5.2,0.40399999999999997,3.8,4.6,0.816,2.0,2.2,0.7,4.5,5.2,2.8,0.8,0.4,18.4
71,Vinnie Shahid,NDSU,33,32.9,5.8,13.3,0.433,2.5,6.8,0.36700000000000005,4.4,5.0,0.884,2.4,1.6,0.3,3.0,3.3,3.0,1.0,0.0,18.4
72,Jacob Davison,EWU,31,31.5,6.8,15.0,0.45399999999999996,1.5,4.7,0.327,3.3,4.6,0.711,2.7,2.4,0.9,3.2,4.2,2.8,1.4,0.4,18.4
73,C.J. Elleby,WSU,32,33.4,6.2,15.6,0.396,2.3,6.8,0.33899999999999997,3.8,4.6,0.823,2.2,2.9,1.2,6.6,7.8,1.9,1.8,0.8,18.4
74,Jomaru Brown,EKU,32,29.5,6.2,16.0,0.386,1.4,4.5,0.315,4.6,6.2,0.7509999999999999,4.7,2.6,0.7,3.3,3.9,2.7,1.9,0.2,18.4
75,Desure Buie,HOF,34,37.3,6.2,13.8,0.44799999999999995,2.2,5.3,0.41700000000000004,3.6,4.3,0.848,2.9,1.2,0.5,3.2,3.7,5.9,2.0,0.1,18.2
76,Obadiah Noel,UML,32,35.1,6.1,12.5,0.486,1.5,3.8,0.4,4.5,6.7,0.674,3.1,2.5,1.3,3.8,5.2,2.7,1.7,0.4,18.2
77,Devon Dotson,KU,30,34.9,6.1,13.0,0.46799999999999997,1.3,4.1,0.309,4.7,5.7,0.83,2.4,1.8,0.6,3.5,4.1,4.0,2.1,0.1,18.1
78,Milan Acquaah,CBU,31,32.7,5.8,15.5,0.376,2.0,6.3,0.318,4.5,5.3,0.836,3.8,2.1,0.5,4.4,4.9,5.8,0.9,0.2,18.1
79,Tyler Hagedorn,USD,32,29.8,6.0,11.1,0.544,2.2,4.4,0.514,3.8,4.6,0.823,1.7,2.6,1.1,5.8,6.9,1.7,0.3,0.7,18.1
80,Jordan Nwora,U of L,31,33.2,6.1,13.9,0.44,2.5,6.1,0.402,3.4,4.1,0.812,2.1,2.2,1.7,6.0,7.7,1.3,0.7,0.3,18.0
81,Josh Sharkey,SU,30,34.3,5.6,12.4,0.45,1.4,3.9,0.35,5.4,7.0,0.773,5.9,2.7,0.8,2.8,3.6,7.2,2.7,0.0,18.0
82,Elijah Olaniyi,SB,28,32.6,6.1,14.1,0.435,1.9,5.2,0.361,3.8,5.4,0.7090000000000001,3.2,2.0,1.2,5.2,6.5,2.1,1.6,0.3,18.0
83,Bryson Robinson,UNO,30,33.9,5.4,13.4,0.40399999999999997,2.9,8.1,0.358,4.2,4.8,0.8740000000000001,2.3,1.9,0.6,3.5,4.1,2.6,1.3,0.1,17.9
84,Tevin Brown,MSU,32,37.3,5.4,12.0,0.447,2.7,6.3,0.419,4.5,6.1,0.737,2.6,2.0,0.4,4.2,4.6,3.7,1.2,0.4,17.9
85,Bryson Williams,UTEP,32,31.7,6.6,13.3,0.499,1.0,2.7,0.35600000000000004,3.6,4.5,0.8109999999999999,2.2,2.8,1.7,5.5,7.2,0.9,0.9,0.9,17.8
86,"Vernon Carey, Jr.",DUKE,31,24.8,6.4,11.1,0.5770000000000001,0.3,0.7,0.381,4.7,7.0,0.67,2.0,2.7,2.7,6.1,8.8,1.0,0.7,1.6,17.8
87,Isaiah Miller,UNCG,32,28.5,7.3,17.3,0.423,0.9,3.7,0.237,2.3,4.2,0.537,2.7,2.4,2.0,3.0,5.0,3.1,2.8,0.2,17.8
88,Mason Faulkner,WCU,31,33.6,5.3,13.1,0.402,2.0,6.4,0.313,5.2,6.7,0.7829999999999999,3.3,2.3,0.8,5.2,6.0,5.9,1.2,0.1,17.7
89,Brandon Anderson,BU,25,35.1,5.6,15.4,0.364,1.9,6.4,0.3,4.6,5.6,0.821,3.6,2.0,0.9,2.9,3.8,3.0,1.6,0.2,17.7
90,Blake Francis,RICH,25,32.7,6.1,14.7,0.41700000000000004,2.6,7.3,0.363,2.8,3.5,0.805,2.0,1.8,0.6,1.7,2.2,2.0,1.1,0.0,17.7
91,Tre Mitchell,UMass,31,30.7,6.6,13.8,0.48100000000000004,1.2,3.6,0.33,3.2,4.4,0.728,3.3,3.0,1.5,5.7,7.2,1.9,1.0,1.0,17.7
92,"Phlandrous Fleming, Jr.",CSU,32,35.4,6.5,14.9,0.434,1.4,5.4,0.259,3.3,4.2,0.779,3.3,1.8,1.6,7.1,8.7,3.8,1.2,1.5,17.7
93,Holland Woods,PSU,32,34.1,5.7,13.6,0.415,1.5,4.9,0.304,4.8,5.8,0.8420000000000001,3.8,2.3,0.5,2.0,2.5,5.2,2.1,0.0,17.7
94,Lamar Stevens,PSU,31,31.0,6.2,14.6,0.423,0.8,3.1,0.263,4.5,6.2,0.7190000000000001,2.5,2.6,1.3,5.7,6.9,2.2,1.1,1.2,17.6
95,Michael Green,MVSU,28,30.2,6.8,17.1,0.4,1.8,5.6,0.314,2.2,2.9,0.768,2.7,1.9,0.7,2.0,2.7,1.7,1.3,0.2,17.6
96,Malachi Flynn,SDSU,32,33.5,5.8,13.0,0.441,2.4,6.4,0.373,3.8,4.4,0.857,1.8,1.8,0.6,3.8,4.5,5.1,1.8,0.1,17.6
97,Elijah Pemberton,HOF,34,36.3,6.0,13.4,0.45,1.8,4.6,0.38,3.8,4.4,0.8540000000000001,1.7,1.8,1.7,3.9,5.6,1.9,1.3,0.2,17.6
98,Paul Atkinson,YALE,30,31.8,6.9,10.9,0.63,0.1,0.4,0.308,3.7,5.6,0.6709999999999999,1.9,1.9,2.3,5.1,7.3,1.5,1.2,0.8,17.6
99,Keith Braxton,SFU,32,36.1,6.1,13.2,0.46399999999999997,1.2,3.7,0.316,4.2,5.0,0.8320000000000001,2.7,1.5,1.2,6.3,7.5,3.8,1.3,0.2,17.6
100,Tommy Funk,USMA,30,37.1,6.4,14.3,0.44799999999999995,2.0,5.7,0.345,2.8,4.1,0.675,2.8,1.9,0.3,4.1,4.4,7.1,0.9,0.1,17.5
101,Matt Bradley,Cal,32,33.3,5.7,12.9,0.43700000000000006,2.1,5.4,0.384,4.1,4.7,0.868,2.3,2.8,0.7,4.2,4.9,1.5,0.5,0.2,17.5
102,Filip Petrusev,GU,33,25.9,6.3,11.3,0.562,0.1,0.3,0.182,4.7,7.2,0.655,2.1,1.7,2.4,5.6,7.9,1.5,0.6,0.8,17.5
103,Kevon Harris,SFA,31,29.3,5.4,11.5,0.46799999999999997,1.9,4.6,0.413,4.8,6.2,0.7709999999999999,3.5,2.5,1.4,4.3,5.7,2.1,1.5,0.3,17.5
104,Devante' Jones,CCU,32,32.8,5.8,11.8,0.488,1.2,3.9,0.29600000000000004,4.7,5.4,0.867,3.4,2.7,0.8,5.0,5.8,5.7,1.7,0.2,17.4
105,Jordyn Adams,APSU,33,33.1,5.8,13.9,0.42,1.8,4.8,0.377,3.9,4.9,0.79,2.4,2.1,0.8,2.4,3.2,2.1,0.9,0.3,17.4
106,Joe Pridgen,HC,30,35.2,6.9,12.4,0.5579999999999999,0.4,0.9,0.429,3.1,5.3,0.581,3.5,2.4,1.7,5.1,6.8,2.2,0.9,0.5,17.4
107,Reggie Perry,MSU,31,31.1,5.9,11.8,0.5,0.7,2.3,0.324,4.8,6.3,0.768,2.9,3.1,3.1,6.9,10.1,2.3,0.8,1.2,17.4
108,Timmy Allen,U of U,31,35.6,6.1,13.8,0.441,0.3,1.2,0.21100000000000002,4.9,6.7,0.722,3.1,2.3,1.5,5.8,7.3,3.0,1.2,0.2,17.3
109,"Derrick Alston, Jr.",BSU,32,33.0,5.5,13.4,0.413,2.0,6.1,0.335,4.2,5.2,0.8079999999999999,3.2,2.2,0.9,4.3,5.2,3.1,0.5,0.2,17.3
110,A.J. Brodeur,PENN,27,34.7,6.9,13.7,0.504,0.6,2.3,0.27399999999999997,2.9,4.0,0.716,2.8,2.2,2.2,6.7,8.9,5.2,1.1,1.8,17.3
111,Justin Forrest,ASU,32,31.5,5.4,14.0,0.386,2.1,6.7,0.31,4.4,5.9,0.746,3.6,3.0,0.3,2.9,3.2,2.8,1.5,0.1,17.3
112,Mason Peatling,EWU,31,30.7,6.7,12.2,0.5539999999999999,0.7,2.1,0.32299999999999995,3.1,4.7,0.6459999999999999,2.3,3.5,3.4,5.7,9.1,3.2,0.7,1.5,17.2
113,Markquis Nowell,UALR,28,33.6,5.4,12.6,0.42700000000000005,2.8,7.0,0.391,3.6,4.1,0.879,3.7,2.1,0.3,2.6,3.0,4.9,2.2,0.1,17.2
114,Kellan Grady,DAV,30,35.7,6.2,13.4,0.461,1.7,4.6,0.37200000000000005,3.1,3.9,0.797,2.1,1.8,0.6,3.7,4.2,2.5,1.2,0.2,17.2
115,JayQuan McCloud,UWGB,33,33.7,5.2,13.5,0.387,2.2,6.5,0.335,4.5,5.3,0.856,3.1,2.5,0.6,4.4,5.1,4.5,1.0,0.2,17.1
116,Kobe Webster,WIU,26,33.7,6.7,16.0,0.41700000000000004,1.9,5.7,0.33299999999999996,1.9,2.5,0.7809999999999999,2.1,1.4,0.5,2.7,3.2,3.6,0.9,0.1,17.1
117,Seneca Knight,SJSU,31,32.2,5.2,13.0,0.40299999999999997,1.6,5.5,0.294,5.0,6.5,0.772,2.6,2.1,1.0,4.7,5.7,2.4,1.0,0.3,17.1
118,Jayvon Graves,UB,32,34.3,6.4,15.0,0.426,2.3,6.3,0.36,2.1,3.2,0.647,2.2,1.7,1.9,3.5,5.4,2.5,1.2,0.7,17.1
119,Justin Jaworski,LC,24,32.2,5.8,13.0,0.442,2.6,7.2,0.36,3.0,3.5,0.867,2.7,1.8,0.2,2.4,2.7,2.8,1.0,0.0,17.1
120,Michael Flowers,WMY,32,32.2,5.4,12.6,0.429,2.1,5.8,0.368,4.1,4.8,0.8440000000000001,2.8,2.0,0.4,2.5,2.9,3.2,0.7,0.0,17.0
121,Isaiah Stewart II,UW,32,32.3,6.0,10.5,0.57,0.2,0.6,0.25,4.8,6.2,0.774,2.2,2.6,2.8,6.0,8.8,0.8,0.5,2.1,17.0
122,Tyson Ward,NDSU,33,31.0,6.2,11.6,0.53,1.0,2.5,0.41,3.6,4.6,0.778,2.0,2.3,2.0,5.2,7.2,2.8,0.7,0.6,16.9
123,Ty-Shon Alexander,CU,31,34.8,5.3,12.2,0.431,2.6,6.5,0.39899999999999997,3.8,4.4,0.86,1.4,1.7,0.3,4.8,5.0,2.3,1.3,0.3,16.9
124,Jase Townsend,UD,31,33.4,6.1,13.7,0.441,2.0,5.4,0.369,2.8,3.5,0.7959999999999999,2.4,2.6,0.4,5.0,5.3,2.2,0.9,0.1,16.9
125,Isaiah Joe,U of A,26,36.0,5.1,13.8,0.36700000000000005,3.6,10.6,0.342,3.1,3.5,0.89,1.7,1.8,0.5,3.6,4.1,1.7,1.4,0.3,16.9
126,Xavier Hill-Mais,OU,33,32.1,6.6,12.8,0.518,0.5,1.8,0.267,3.2,4.6,0.691,2.5,2.9,2.3,5.8,8.1,1.9,1.2,1.4,16.9
127,Garrison Brooks,UNC,32,34.8,6.5,12.1,0.535,0.1,0.2,0.28600000000000003,3.8,6.0,0.6409999999999999,2.1,2.6,3.2,5.3,8.5,2.0,0.5,0.5,16.8
128,T.J. Atwood,LU,32,34.9,6.6,13.0,0.508,0.6,1.6,0.373,3.0,3.9,0.762,2.9,2.5,2.2,4.8,7.0,1.8,1.4,0.6,16.8
129,Tristan Jarrett,JSU,32,27.9,6.1,15.6,0.39,1.5,5.5,0.26899999999999996,3.2,4.6,0.6990000000000001,2.7,1.8,0.8,2.6,3.4,1.9,1.3,0.5,16.8
130,Naji Marshall,XAV,31,35.6,6.1,13.8,0.445,1.4,5.0,0.28600000000000003,3.2,4.5,0.71,3.4,2.6,1.1,5.2,6.3,4.0,1.3,0.4,16.8
131,Jason Preston,OU,32,38.1,6.3,12.3,0.515,1.2,2.8,0.40700000000000003,3.0,4.1,0.725,3.7,1.2,0.7,5.7,6.4,7.4,1.4,0.1,16.8
132,Djordje Dimitrijevic,MER,30,34.3,5.5,12.9,0.425,2.2,6.1,0.368,3.5,4.2,0.848,2.7,2.3,0.5,3.6,4.1,3.7,1.5,0.0,16.8
133,Ahmad Clark,ALB,32,32.2,5.4,13.7,0.392,1.5,5.0,0.306,4.4,5.5,0.8109999999999999,3.8,2.3,0.6,4.3,4.9,4.2,1.6,0.2,16.7
134,Skylar Mays,LSU,31,34.5,5.5,11.1,0.491,1.6,4.1,0.39399999999999996,4.2,4.9,0.8540000000000001,2.3,1.7,0.5,4.5,5.0,3.2,1.8,0.2,16.7
135,Samir Doughty,AU,31,33.3,5.0,12.1,0.41200000000000003,2.0,5.9,0.335,4.8,6.2,0.767,2.4,2.5,0.9,3.0,3.9,2.7,1.2,0.1,16.7
136,Anthony Lamb,UVM,33,31.0,5.6,13.6,0.41100000000000003,1.6,5.6,0.293,3.9,4.8,0.81,2.4,2.2,1.3,5.7,7.1,2.5,1.0,1.2,16.7
137,Rich Kelly,QU,30,34.3,5.3,12.6,0.42200000000000004,2.7,6.9,0.39399999999999996,3.3,3.7,0.8909999999999999,2.9,2.3,0.3,2.2,2.6,4.5,0.8,0.1,16.7
138,"Jimmy Boeheim, Jr.",COR,21,30.6,6.1,14.2,0.43,1.5,5.0,0.295,3.0,4.2,0.716,1.9,1.4,1.2,4.4,5.6,1.9,0.7,0.3,16.7
139,Stanley Umude,USD,32,30.6,5.9,12.9,0.45899999999999996,1.1,3.4,0.33299999999999996,3.7,4.9,0.745,2.0,2.4,0.7,5.6,6.3,2.1,0.7,1.3,16.7
140,Harald Frey,MSU,31,36.1,4.8,11.7,0.40700000000000003,2.0,5.8,0.337,5.1,5.9,0.8740000000000001,2.5,1.8,0.4,4.0,4.3,4.6,1.5,0.1,16.6
141,Darius Quisenberry,YSU,33,31.5,5.6,13.4,0.42200000000000004,1.5,5.0,0.311,3.8,4.8,0.792,2.8,2.1,0.4,3.2,3.6,4.2,1.5,0.1,16.6
142,Jaylen Minnett,IUPUI,32,35.3,5.5,15.1,0.363,3.6,9.8,0.365,2.1,2.7,0.77,2.7,1.8,0.4,2.8,3.1,3.4,1.2,0.1,16.6
