#,Player,Team,GP,MPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,TOV,PF,ORB,DRB,RPG,APG,SPG,BPG,PPG
13,Trey Freeman,ODU,38,35.1,8.5,19.8,0.429,1.3,3.8,0.349,3.7,4.5,0.8290000000000001,1.3,1.8,0.6,3.7,4.2,3.0,1.0,0.1,22.1
14,Elijah Brown,UNM,32,33.7,6.1,14.2,0.428,2.8,7.1,0.39399999999999996,6.8,8.0,0.851,3.4,2.0,0.7,4.8,5.5,3.2,1.1,0.1,21.7
15,Grayson Allen,DUKE,36,36.6,6.6,14.2,0.466,2.5,6.0,0.41700000000000004,5.9,7.0,0.8370000000000001,2.0,2.7,0.7,3.9,4.6,3.5,1.3,0.1,21.6
16,Marcus Evans,RU,32,33.5,7.0,14.8,0.47200000000000003,1.7,5.3,0.31,5.8,7.3,0.7979999999999999,3.1,2.9,0.9,3.1,4.0,2.8,2.2,0.2,21.5
17,Ben Bentil,PROV,35,34.2,7.0,15.2,0.462,1.5,4.5,0.32899999999999996,5.5,7.1,0.782,1.9,2.8,2.7,5.0,7.7,1.1,0.9,1.0,21.1
18,Austin McBroom,EWU,33,37.4,6.4,14.8,0.434,3.5,8.7,0.402,4.6,5.6,0.8320000000000001,2.8,1.6,0.6,1.9,2.5,3.7,1.1,0.0,21.0
19,Andrew Andrews,UW,34,33.8,5.3,13.5,0.39299999999999996,2.3,5.6,0.401,8.0,9.4,0.85,2.8,2.8,1.5,4.3,5.7,4.9,1.4,0.0,20.9
20,Marvelle Harris,CSUF,35,36.7,6.9,16.8,0.40700000000000003,1.9,5.8,0.325,5.1,6.8,0.752,2.2,2.9,0.5,4.1,4.7,4.5,2.2,0.6,20.7
21,Jared Brownridge,SCU,31,35.8,6.3,15.8,0.397,2.9,7.6,0.386,5.1,6.2,0.8320000000000001,1.9,2.2,0.4,2.8,3.2,2.3,0.7,0.2,20.6
22,D.J. Balentine,UE,34,37.1,7.1,16.0,0.442,1.7,5.0,0.33899999999999997,4.7,6.0,0.784,2.7,1.7,0.8,2.6,3.3,4.4,0.7,0.3,20.5
23,Georges Niang,ISU,35,33.2,8.1,14.8,0.546,1.6,4.1,0.392,2.7,3.4,0.807,2.6,3.2,1.3,4.9,6.2,3.3,0.9,0.6,20.5
24,Kyle Wiltjer,GU,36,33.6,7.2,14.7,0.491,2.5,5.7,0.43700000000000006,3.5,4.1,0.857,2.1,1.8,1.7,4.6,6.3,1.5,0.4,0.8,20.4
25,Khallid Hart,MAR,28,36.5,5.9,13.2,0.444,2.6,6.7,0.38299999999999995,6.0,7.2,0.841,2.2,2.3,0.4,2.3,2.6,2.1,1.5,0.1,20.3
26,Cameron Morse,YSU,30,33.5,6.7,14.2,0.47100000000000003,2.1,5.2,0.413,4.7,5.8,0.8109999999999999,1.7,1.6,0.3,2.4,2.7,3.1,1.5,0.1,20.3
27,Devin Watson,USF,30,34.7,6.4,15.3,0.418,2.2,6.2,0.349,5.3,7.2,0.733,3.0,1.8,0.3,2.2,2.5,4.9,0.9,0.0,20.3
28,Pascal Siakam,NMSU,34,34.6,8.1,15.0,0.5379999999999999,0.1,0.4,0.2,4.0,5.9,0.6779999999999999,2.0,2.7,3.9,7.7,11.6,1.7,1.0,2.2,20.2
29,DeSean Murray,PC,31,29.1,7.5,13.8,0.5429999999999999,0.0,0.2,0.0,5.3,6.8,0.773,3.1,3.0,2.4,5.0,7.4,1.7,2.0,0.5,20.2
30,Ethan Telfair,ISU,31,35.7,5.8,14.5,0.39799999999999996,2.0,5.3,0.387,6.6,7.6,0.8690000000000001,3.6,2.5,0.9,3.1,4.0,5.4,2.4,0.1,20.2
31,Jordan Howard,UCA,28,34.9,6.2,14.7,0.426,3.4,7.9,0.428,4.3,4.9,0.8759999999999999,2.2,1.2,0.6,2.7,3.4,2.8,0.6,0.1,20.2
32,James Kelly,MU,33,30.6,7.9,14.5,0.5429999999999999,1.5,4.8,0.308,2.8,3.8,0.746,2.3,2.8,1.8,8.0,9.8,1.2,1.3,1.1,20.1
33,Quinton Hooker,UND,32,35.5,6.6,13.5,0.48700000000000004,1.6,4.2,0.38299999999999995,5.3,6.2,0.858,1.8,2.2,1.2,3.7,4.9,3.5,1.9,0.2,20.1
34,Jamal Murray,UK,36,35.2,6.8,14.9,0.45399999999999996,3.1,7.7,0.408,3.3,4.2,0.7829999999999999,2.3,2.1,1.5,3.7,5.2,2.2,1.0,0.3,20.0
35,Alex Hamilton,LTU,33,35.3,6.5,13.0,0.498,1.0,3.5,0.298,5.9,8.4,0.708,3.2,1.6,1.0,4.7,5.7,6.2,2.0,0.5,19.9
36,Jameel Warney,SB,33,32.9,8.2,13.1,0.628,0.0,0.0,0.0,3.4,5.4,0.624,1.3,2.2,4.5,6.3,10.8,1.6,0.9,3.0,19.8
37,Q.J. Peterson,VMI,30,33.5,6.3,15.6,0.405,2.8,7.7,0.361,4.5,4.9,0.905,2.7,2.2,1.6,4.7,6.3,2.8,1.4,0.5,19.8
38,Tanner Plomb,USMA,28,31.4,6.8,16.0,0.423,2.9,8.1,0.35200000000000004,3.4,4.6,0.736,1.7,1.7,0.6,5.1,5.8,1.5,0.9,0.3,19.8
39,Dikembe Dixson,UIC,30,36.7,6.4,17.3,0.369,1.4,4.5,0.304,5.6,8.5,0.66,4.1,2.6,1.4,5.9,7.3,1.8,1.2,0.5,19.8
40,Dallas Moore,UNF,34,35.6,7.5,14.6,0.516,1.9,4.8,0.395,2.8,4.0,0.711,1.9,0.8,0.6,3.4,4.0,6.0,0.9,0.1,19.8
41,Marcus Posley,STBN,31,37.2,6.4,15.2,0.418,2.6,7.4,0.36,4.3,5.3,0.8059999999999999,2.4,2.5,0.7,2.7,3.4,3.6,1.3,0.1,19.6
42,John Brown,HP,28,29.6,7.6,12.6,0.602,0.0,0.0,1.0,4.4,6.3,0.701,1.7,2.1,3.2,3.9,7.1,2.2,1.7,1.8,19.6
43,Max Landis,IPFW,33,37.2,5.9,13.1,0.45299999999999996,3.8,8.3,0.456,3.7,4.5,0.812,2.2,1.3,0.2,2.0,2.1,3.7,0.9,0.0,19.3
44,Nathan Boothe,U of T,32,31.5,7.5,15.2,0.496,1.0,2.8,0.375,3.2,3.9,0.8240000000000001,2.2,2.6,1.9,7.1,9.0,3.3,0.7,1.0,19.3
45,"Anthony Beane, Jr.",SIU,32,34.3,6.5,15.0,0.43200000000000005,2.2,6.1,0.371,4.0,5.2,0.772,2.7,2.8,0.7,3.2,3.8,1.8,1.1,0.0,19.3
46,Justin Robinson,MU,36,32.9,5.9,13.6,0.439,2.2,5.6,0.39399999999999996,5.1,6.1,0.845,2.2,1.5,0.6,3.2,3.8,3.7,2.2,0.0,19.2
47,Cameron Forte,PSU,31,29.3,7.9,13.6,0.58,0.0,0.1,0.5,3.5,6.3,0.552,3.2,2.1,3.4,5.9,9.3,2.6,1.0,0.5,19.2
48,Jordan Price,LU,31,37.7,6.3,16.1,0.39,2.9,7.9,0.365,3.8,5.3,0.718,3.3,2.2,0.7,4.8,5.5,3.0,1.1,0.4,19.2
49,Denzel Valentine,MSU,31,33.0,6.6,14.3,0.462,3.4,7.5,0.444,2.6,3.1,0.853,2.7,1.7,0.8,6.7,7.5,7.8,1.0,0.2,19.2
50,Ben Simmons,LSU,33,34.9,6.5,11.7,0.56,0.0,0.1,0.33299999999999996,6.0,9.0,0.67,3.4,2.8,3.1,8.6,11.8,4.8,2.0,0.8,19.2
51,Ladarius Tabb,AAMU,29,34.5,6.9,15.8,0.44,1.6,5.3,0.294,3.5,5.5,0.637,1.7,2.5,2.0,4.9,6.9,0.7,1.4,0.3,18.9
52,Martin Breunig,UM,33,30.5,6.9,11.1,0.621,0.1,0.3,0.3,5.0,7.1,0.708,2.2,3.3,2.9,6.1,9.0,1.5,0.7,1.1,18.9
53,Jarrod Uthoff,UI,33,31.5,6.6,14.8,0.44799999999999995,2.0,5.2,0.382,3.7,4.5,0.813,1.2,1.5,1.5,4.9,6.3,1.1,1.0,2.5,18.9
54,Matt Morgan,COR,27,30.7,5.9,14.2,0.415,2.6,7.9,0.32899999999999996,4.5,5.6,0.8079999999999999,1.9,1.7,0.4,2.7,3.1,2.0,1.4,0.4,18.9
55,Shawn Long,LA,34,30.6,6.8,13.0,0.524,0.5,2.0,0.26899999999999996,4.7,6.9,0.6809999999999999,2.7,2.8,4.0,8.1,12.1,1.4,0.7,1.8,18.9
56,Pancake Thomas,UHA,30,34.6,5.9,13.6,0.43700000000000006,2.7,6.3,0.426,4.3,5.2,0.8270000000000001,1.8,2.4,1.0,5.4,6.4,2.8,1.2,0.2,18.9
57,Chris Horton,APSU,36,33.7,6.9,11.5,0.599,0.0,0.0,0.0,5.0,8.1,0.621,2.7,2.1,4.9,7.1,12.0,1.5,1.4,1.8,18.8
58,Keon Johnson,WIN,32,34.4,5.6,12.3,0.452,2.4,6.2,0.39399999999999996,5.2,6.2,0.833,2.2,1.9,0.5,3.6,4.2,2.5,0.9,0.0,18.7
59,Trey Davis,UMass,32,34.0,5.8,14.7,0.391,2.6,7.1,0.366,4.6,5.3,0.8759999999999999,2.8,2.0,0.6,4.0,4.6,3.2,1.2,0.1,18.7
60,Jaron Blossomgame,CLEM,31,34.2,6.5,12.6,0.513,1.5,3.3,0.446,4.3,5.5,0.782,1.8,2.0,1.8,4.9,6.7,1.5,0.7,1.3,18.7
61,Kendrick Ray,KENN,31,34.2,6.9,14.2,0.485,1.3,3.7,0.36,3.5,5.0,0.7140000000000001,2.5,3.1,1.4,4.2,5.6,2.7,1.4,0.2,18.7
62,Frank Eaves,ASU,31,31.1,5.5,14.4,0.381,2.7,7.0,0.384,5.0,6.2,0.8170000000000001,2.3,2.3,0.6,3.1,3.7,2.2,0.8,0.0,18.7
63,Jimmy Gavin,WIN,32,33.8,6.1,12.8,0.478,2.9,7.2,0.41,3.5,4.2,0.828,2.1,1.8,0.5,2.4,2.9,3.0,0.8,0.1,18.7
64,Tyler Hall,MSU,31,32.0,6.5,14.3,0.457,3.1,7.2,0.43,2.5,2.9,0.867,1.8,2.2,0.8,4.4,5.3,1.6,0.9,0.3,18.6
65,Yonel Brown,KENN,31,38.8,6.4,15.4,0.414,2.5,7.0,0.364,3.3,4.2,0.792,2.5,2.0,0.7,2.7,3.4,2.5,1.1,0.0,18.6
66,Marcus Romain,MVSU,30,29.0,6.3,14.3,0.43799999999999994,1.0,2.9,0.341,5.1,6.7,0.76,3.6,2.3,1.0,4.4,5.4,2.4,1.1,0.4,18.6
67,Kori Babineaux,JAC,32,35.9,8.0,17.2,0.46799999999999997,0.3,1.0,0.273,2.2,3.5,0.628,2.8,2.3,0.7,4.2,4.8,3.8,1.0,0.2,18.6
68,Ge'Lawn Guyn,ETSU,35,32.6,6.3,14.5,0.43200000000000005,2.7,6.4,0.42200000000000004,3.3,4.4,0.752,2.0,2.1,0.6,3.4,4.0,1.9,1.1,0.8,18.5
69,Chris Clemons,CAM,30,32.2,6.2,14.6,0.424,3.1,8.2,0.374,3.1,3.6,0.8440000000000001,1.9,2.5,0.3,3.4,3.7,1.8,1.5,0.3,18.5
70,Micah Mason,DUQ,33,35.7,6.3,13.4,0.469,3.6,8.5,0.423,2.3,2.8,0.835,2.1,1.9,0.2,2.8,3.1,4.5,0.9,0.1,18.4
71,Majok Deng,ULM,31,36.3,6.2,13.0,0.478,1.9,5.1,0.373,4.1,5.0,0.813,2.2,2.5,1.6,5.4,7.0,1.9,0.7,1.6,18.4
72,Paris Bass,UDM,24,29.8,6.6,14.2,0.465,0.9,2.8,0.324,4.2,6.2,0.685,3.4,3.5,2.1,5.9,8.0,2.1,1.4,1.4,18.4
73,T.J. Cline,RICH,32,30.0,7.1,12.8,0.5589999999999999,1.4,3.7,0.37,2.8,4.3,0.642,2.2,2.7,1.2,4.0,5.2,3.8,0.7,0.1,18.4
74,Alec Peters,VAL,37,32.1,6.0,11.9,0.505,2.5,5.6,0.44,3.8,4.5,0.85,1.7,2.1,2.5,5.9,8.4,1.3,0.7,0.3,18.4
75,Damon Lynn,NJIT,35,37.8,5.6,15.0,0.374,3.3,10.0,0.331,3.8,4.6,0.8320000000000001,2.0,1.2,0.3,2.7,3.0,3.3,1.6,0.1,18.3
76,Alec Wintering,UP,32,31.6,5.7,12.8,0.444,1.3,3.4,0.39799999999999996,5.5,7.1,0.78,3.2,2.7,0.6,2.8,3.3,4.9,1.5,0.0,18.2
77,Malcolm Brogdon,UVA,37,34.1,6.2,13.6,0.457,2.0,5.2,0.391,3.8,4.2,0.897,1.4,2.1,0.5,3.5,4.1,3.1,0.9,0.2,18.2
78,Torrance Rowe,TTU,31,35.5,5.7,13.9,0.41200000000000003,2.6,7.6,0.34299999999999997,4.2,4.8,0.866,2.6,1.1,0.5,2.3,2.7,4.4,0.6,0.1,18.2
79,Chase Fischer,BYU,37,34.0,5.6,13.8,0.41100000000000003,3.0,8.2,0.36700000000000005,3.9,4.7,0.8270000000000001,1.5,1.7,0.4,2.4,2.8,2.1,1.1,0.1,18.2
80,Isaiah Whitehead,SHU,34,32.3,5.7,15.1,0.379,2.4,6.5,0.365,4.4,5.8,0.76,3.5,2.3,0.5,3.1,3.6,5.1,1.2,1.4,18.2
81,Isaiah Miles,SJU,36,34.4,6.2,11.8,0.523,1.8,4.7,0.385,3.9,4.4,0.887,1.2,2.8,2.3,5.8,8.1,0.9,0.6,1.0,18.1
82,Devin Patterson,UNO,32,32.7,5.7,13.3,0.428,1.8,5.2,0.35200000000000004,4.9,6.1,0.804,2.7,2.6,0.4,2.1,2.5,3.2,1.8,0.0,18.1
83,Reggie Johnson,HU,32,36.0,6.0,16.2,0.37,1.7,5.8,0.292,4.4,6.1,0.722,2.8,3.0,1.2,2.4,3.6,4.0,1.7,0.1,18.1
84,Thomas Walkup,SFA,34,29.5,6.4,10.9,0.588,0.3,1.1,0.256,5.0,6.1,0.8170000000000001,1.7,2.7,2.3,4.5,6.9,4.5,2.1,0.5,18.1
85,Malcolm Hill,U of I,34,35.1,5.6,12.9,0.436,1.1,3.5,0.314,5.7,6.9,0.821,2.2,2.6,1.3,5.3,6.6,3.3,1.2,0.4,18.1
86,Michael Bryson,UCSB,32,33.7,6.3,13.2,0.478,2.2,5.9,0.38299999999999995,3.2,3.8,0.821,2.5,2.3,1.6,4.8,6.4,2.4,0.8,0.6,18.0
87,Thomas Wilder,WMY,32,31.8,5.4,12.7,0.425,1.4,3.6,0.391,5.9,7.4,0.79,2.1,2.7,0.7,3.5,4.2,3.1,1.6,0.1,18.0
88,Rodney Pryor,RMU,29,32.1,6.1,14.1,0.434,1.7,5.8,0.29,4.0,4.7,0.86,2.9,2.5,1.8,6.2,8.0,1.7,1.4,0.9,18.0
89,Ryan Bowie,UTSA,32,34.6,5.9,13.3,0.442,2.5,6.3,0.40299999999999997,3.7,4.8,0.7759999999999999,2.2,2.8,1.6,5.0,6.6,1.6,0.8,0.2,18.0
90,Jeremy Senglin,WSU,35,35.0,6.1,12.5,0.48700000000000004,3.0,7.0,0.433,2.7,4.4,0.617,2.2,1.8,0.4,3.2,3.6,2.8,0.7,0.1,17.9
91,Derrick Colter,DUQ,34,35.9,5.7,14.1,0.40299999999999997,2.4,6.9,0.34299999999999997,4.2,5.1,0.8270000000000001,3.2,2.0,0.5,3.1,3.6,4.6,1.0,0.2,17.9
92,David Walker,NU,33,38.3,5.4,12.1,0.449,2.9,7.1,0.413,4.1,4.8,0.866,1.9,0.9,0.6,3.3,3.8,4.0,1.4,0.4,17.9
93,Jaylen Adams,STBN,30,37.5,5.0,11.2,0.445,2.8,6.4,0.43799999999999994,5.1,5.8,0.8740000000000001,2.7,2.7,0.8,2.9,3.7,5.0,1.3,0.3,17.9
94,Jarelle Reischel,EKU,30,31.4,5.5,11.3,0.48700000000000004,1.3,3.5,0.381,5.6,7.1,0.784,4.1,2.9,1.3,5.5,6.8,3.2,1.7,0.4,17.9
95,Garret Covington,WIU,27,33.8,5.9,13.3,0.444,2.9,6.7,0.423,3.3,4.1,0.7929999999999999,2.2,1.7,0.4,3.7,4.1,2.0,0.9,0.2,17.9
96,Juan'ya Green,HOF,34,37.7,5.1,12.8,0.39799999999999996,2.0,5.5,0.36200000000000004,5.6,7.1,0.8,3.0,2.3,0.7,3.6,4.4,7.1,1.6,0.5,17.8
97,Omar Prewitt,W&M,31,32.2,6.1,12.3,0.493,1.4,3.8,0.364,4.3,6.1,0.7040000000000001,1.9,2.3,0.8,4.4,5.2,2.5,0.8,0.5,17.8
98,Tookie Brown,GSU,31,30.8,5.7,13.2,0.434,1.6,4.3,0.373,4.7,5.8,0.812,2.2,2.6,0.6,2.6,3.2,3.4,1.6,0.1,17.8
99,Kory Holden,UD,30,36.3,6.0,15.3,0.39399999999999996,2.3,5.9,0.38799999999999996,3.4,4.2,0.795,2.9,2.1,0.5,2.5,3.0,4.2,0.4,0.1,17.7
100,Tim Kempton,LU,29,29.8,6.3,11.3,0.555,0.2,0.6,0.312,5.0,6.6,0.755,2.9,3.1,2.4,7.1,9.5,1.4,0.7,0.4,17.7
101,Evan Boudreaux,DART,27,32.1,5.7,12.6,0.455,1.0,2.6,0.406,5.2,6.3,0.828,2.6,2.7,2.4,7.0,9.4,1.1,0.8,0.3,17.7
102,Evan Bradds,BEL,32,30.6,6.6,9.2,0.7120000000000001,0.1,0.2,0.375,4.4,6.2,0.705,2.4,2.8,2.2,7.1,9.2,2.2,0.3,0.2,17.6
103,Jonathan Williams,U of T,32,30.9,6.5,14.2,0.456,2.2,5.8,0.376,2.5,3.6,0.696,2.8,1.9,0.6,2.4,3.0,2.8,0.8,0.1,17.6
104,E.J. Eaves,SCSU,34,28.3,5.8,11.1,0.521,0.8,2.1,0.361,5.3,6.9,0.763,2.3,2.0,0.8,2.0,2.8,1.9,0.8,0.2,17.6
105,Domantas Sabonis,GU,36,31.9,6.6,10.9,0.611,0.1,0.4,0.35700000000000004,4.2,5.4,0.769,2.6,3.2,3.1,8.8,11.8,1.8,0.6,0.9,17.6
106,Retin Obasohan,UA,33,32.3,5.8,12.4,0.47100000000000003,1.5,3.9,0.37200000000000005,4.4,6.3,0.6990000000000001,2.5,2.5,0.6,3.2,3.8,2.6,1.4,0.3,17.6
107,Michael Patrick Gbinije,SU,37,37.9,6.1,13.2,0.461,2.5,6.3,0.391,2.9,4.3,0.662,2.8,2.6,1.1,3.0,4.1,4.3,1.9,0.4,17.5
108,Anthony Odunsi,HBU,33,28.8,4.7,9.8,0.475,0.4,1.2,0.33299999999999996,7.7,9.2,0.8390000000000001,3.5,2.1,0.8,3.8,4.6,3.7,1.2,0.0,17.5
109,Melvin Johnson,VCU,36,31.5,6.2,14.9,0.418,3.1,8.0,0.381,1.9,2.4,0.8140000000000001,1.5,1.3,0.6,2.1,2.7,2.2,1.3,0.1,17.4
110,DeAndre' Bembry,SJU,36,37.2,6.6,13.8,0.479,0.9,3.6,0.266,3.2,4.9,0.657,2.0,2.4,1.4,6.3,7.8,4.5,1.4,0.8,17.4
111,Nick Faust,LBSU,35,30.9,5.9,13.4,0.436,2.5,6.7,0.366,3.2,4.7,0.685,2.3,2.6,1.4,4.6,6.1,2.2,1.5,0.5,17.4
112,Yogi Ferrell,IU,35,34.7,5.6,12.2,0.45799999999999996,2.3,5.4,0.42,3.9,4.7,0.8290000000000001,2.5,1.7,1.0,2.8,3.8,5.6,1.1,0.0,17.3
113,Brandon Ingram,DUKE,36,34.6,5.9,13.4,0.442,2.2,5.4,0.41,3.2,4.7,0.682,2.0,2.1,1.9,4.9,6.8,2.0,1.1,1.4,17.3
114,Tyler Ulis,UK,35,36.8,5.5,12.6,0.434,1.6,4.6,0.344,4.8,5.6,0.856,2.0,1.8,0.5,2.5,3.0,7.0,1.5,0.1,17.3
115,Carrington Love,UWGB,36,32.6,5.7,13.5,0.42100000000000004,2.4,6.8,0.34700000000000003,3.6,6.1,0.596,1.7,1.9,0.6,2.2,2.7,3.6,2.6,0.3,17.3
116,Devin Carter,ASU,31,35.8,5.9,12.9,0.45799999999999996,2.8,6.8,0.41700000000000004,2.6,3.8,0.701,1.8,2.8,1.0,3.4,4.4,1.9,0.7,0.3,17.3
117,Ron Curry,JMU,31,33.4,5.4,12.2,0.441,2.3,6.3,0.369,4.2,5.6,0.746,1.5,2.0,0.4,3.7,4.1,3.6,1.0,0.4,17.3
118,Jake White,UNO,32,25.9,6.2,10.8,0.568,0.7,1.3,0.512,4.2,5.2,0.81,1.5,3.0,2.3,3.9,6.2,0.3,0.3,0.2,17.2
119,Chris Hass,BU,30,31.5,5.4,12.8,0.423,2.0,6.1,0.33,4.4,5.3,0.8290000000000001,2.1,2.2,0.8,3.2,4.0,1.6,1.1,0.5,17.2
120,Jakob Poeltl,U of U,36,30.4,6.3,9.8,0.6459999999999999,0.0,0.0,0.0,4.6,6.6,0.6920000000000001,2.1,2.3,2.8,6.2,9.1,1.9,0.6,1.6,17.2
121,Terry Allen,RICH,32,33.3,6.0,12.2,0.491,0.8,2.4,0.308,4.4,6.1,0.728,1.8,2.6,2.1,5.6,7.7,2.2,1.6,0.6,17.2
122,Shane Richards,MAN,31,36.3,5.0,12.8,0.387,2.5,6.9,0.363,4.7,5.5,0.8590000000000001,2.0,2.5,0.6,3.2,3.8,1.7,0.9,0.1,17.2
123,Joel Bolomboy,WSU,33,31.6,5.8,10.2,0.573,0.6,1.7,0.364,4.8,6.9,0.6970000000000001,2.4,2.2,3.3,9.3,12.6,1.1,0.7,1.2,17.1
124,Antonio Campbell,OU,35,28.9,6.8,12.1,0.56,1.2,3.3,0.368,2.3,3.2,0.73,1.3,3.2,2.1,8.1,10.2,0.7,0.7,1.8,17.1
125,Robert Hatter,COR,24,28.2,6.0,14.5,0.414,1.7,5.0,0.331,3.4,4.8,0.7070000000000001,3.5,2.4,0.8,2.4,3.2,3.5,1.2,0.1,17.1
126,Stephen Croone,FU,33,30.3,4.9,11.4,0.429,1.4,5.2,0.275,5.9,7.7,0.767,2.5,2.4,0.3,3.2,3.5,2.5,1.2,0.3,17.1
127,Marc-Eddy Norelia,FGC,35,32.8,6.7,12.3,0.545,0.0,0.1,0.0,3.7,5.5,0.672,1.8,2.1,3.1,6.2,9.3,1.3,1.1,0.8,17.1
128,Quinton Chievous,HU,27,34.1,6.9,12.0,0.569,0.7,2.2,0.305,2.7,5.5,0.483,2.7,2.3,3.2,7.6,10.7,2.0,0.6,0.1,17.0
129,Javontae Hawkins,EKU,30,28.9,6.1,12.1,0.501,1.1,3.3,0.33299999999999996,3.8,5.0,0.765,2.7,3.2,1.3,3.4,4.8,2.1,1.0,0.4,17.0
130,Mike Brown,WCU,34,34.3,5.5,13.7,0.40299999999999997,1.3,4.1,0.319,4.7,5.8,0.8029999999999999,3.2,3.4,2.2,3.7,5.9,3.2,1.5,0.4,17.0
131,Henry Ellenson,MU,33,33.5,5.9,13.2,0.446,0.9,3.2,0.28800000000000003,4.3,5.8,0.7490000000000001,2.4,2.5,2.2,7.6,9.7,1.8,0.8,1.5,17.0
132,Brice Johnson,UNC,40,28.0,6.7,10.9,0.614,0.0,0.0,0.0,3.6,4.6,0.7829999999999999,1.8,2.6,2.9,7.5,10.4,1.4,1.1,1.5,16.9
133,Tim Derksen,USF,30,32.6,5.9,11.9,0.494,1.7,3.8,0.442,3.4,4.7,0.73,1.6,2.6,2.5,4.5,6.9,2.0,0.7,0.3,16.9
134,Josh Robinson,APSU,36,34.1,5.1,12.8,0.4,2.0,5.9,0.34,4.6,5.5,0.8340000000000001,2.7,1.4,0.4,2.7,3.1,2.6,1.0,0.0,16.9
135,Maodo Lo,COM,35,32.7,6.1,13.3,0.45399999999999996,2.7,7.3,0.374,2.0,2.9,0.703,2.1,2.1,0.8,3.1,3.9,2.9,2.2,0.4,16.9
136,Perry Ellis,KU,38,30.3,6.2,11.7,0.531,0.7,1.7,0.43799999999999994,3.7,4.7,0.785,1.5,1.7,1.7,4.1,5.8,1.3,0.5,0.5,16.9
137,J.J. Frazier,UGA,34,32.1,5.0,12.1,0.409,2.2,5.8,0.386,4.7,5.7,0.8240000000000001,1.6,2.7,0.5,4.0,4.5,4.4,1.4,0.1,16.9
138,Tim Williams,UNM,32,33.7,6.7,11.1,0.604,0.0,0.0,0.0,3.4,5.1,0.669,1.5,2.1,2.0,5.4,7.4,1.0,0.6,1.2,16.8
139,Devin Martin,UMES,30,32.9,5.8,13.7,0.424,2.2,6.2,0.36,3.0,4.0,0.7559999999999999,2.4,2.1,1.0,3.6,4.6,2.1,1.3,0.3,16.8
140,Isaac Hamilton,UCLA,32,35.3,6.4,13.6,0.47200000000000003,1.9,5.0,0.377,2.1,2.6,0.805,2.4,2.2,1.0,3.2,4.2,3.3,1.0,0.1,16.8
141,Marcus Colbert,MSU,31,33.5,6.0,14.3,0.42100000000000004,1.7,4.8,0.34700000000000003,3.1,4.2,0.731,2.7,3.1,0.8,2.2,3.1,5.1,1.1,0.1,16.8
142,"Wesley Person, Jr.",TU,31,35.1,5.5,13.0,0.424,3.1,8.3,0.374,2.7,3.5,0.7609999999999999,1.2,1.4,0.5,3.0,3.5,1.5,0.2,0.2,16.8
143,Tyler Cavanaugh,GW,38,30.4,5.5,10.9,0.505,1.4,3.3,0.41700000000000004,4.4,5.3,0.8270000000000001,2.1,2.5,2.0,5.6,7.6,1.2,0.6,0.3,16.8
