#,Player,Team,GP,MPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,TOV,PF,ORB,DRB,RPG,APG,SPG,BPG,PPG
22,Jeremy Hazell,SHU,32,31.7,6.9,16.2,0.423,3.1,9.1,0.33799999999999997,3.6,4.8,0.758,1.2,1.7,1.1,2.3,3.5,1.5,1.5,0.2,20.4
23,Evan Turner,OSU,31,35.8,7.6,14.7,0.52,0.6,1.8,0.364,4.5,5.9,0.754,4.4,2.8,2.0,7.2,9.2,6.0,1.8,0.9,20.4
24,Donald Sims,ASU,37,34.4,6.2,13.5,0.457,3.3,7.8,0.42700000000000005,4.6,5.0,0.9179999999999999,2.4,1.2,0.2,2.9,3.2,2.3,0.9,0.0,20.4
25,Jahmar Young,NMSU,34,34.8,6.7,14.6,0.45899999999999996,2.1,5.7,0.374,4.7,5.6,0.838,2.7,2.6,0.4,3.1,3.5,3.1,0.8,0.2,20.3
26,Malcolm Delaney,VT,33,35.8,5.7,14.6,0.387,1.9,6.2,0.306,7.0,8.3,0.8420000000000001,3.0,2.9,0.9,2.8,3.7,4.5,1.2,0.1,20.2
27,Damian Lillard,WSU,31,34.3,6.0,13.8,0.431,2.7,6.9,0.39299999999999996,5.3,6.2,0.853,2.4,1.9,0.4,3.6,4.0,3.6,1.1,0.1,19.9
28,Robert Glenn,IUPUI,36,31.1,7.2,12.4,0.581,0.1,0.6,0.217,5.3,7.1,0.7559999999999999,3.0,2.9,2.1,4.6,6.7,1.7,1.2,1.4,19.9
29,Ricky Harris,UMass,31,31.2,7.0,16.3,0.42700000000000005,2.2,7.3,0.302,3.6,5.0,0.7290000000000001,3.6,2.3,0.8,2.6,3.5,2.9,1.3,0.1,19.8
30,Ben Smith,JAC,33,37.5,5.6,13.7,0.40700000000000003,2.5,6.8,0.358,6.0,7.7,0.779,1.9,1.7,0.7,2.5,3.2,3.6,2.0,0.1,19.8
31,Xavier Silas,NIU,25,31.6,5.6,14.7,0.38299999999999995,2.1,6.5,0.321,6.4,7.8,0.8109999999999999,2.4,3.2,1.5,3.8,5.3,1.6,0.8,0.5,19.7
32,Kevin Palmer,TAMU-CC,32,32.9,6.3,13.7,0.46299999999999997,1.6,5.0,0.321,5.4,7.2,0.76,4.4,2.2,1.7,3.7,5.4,2.8,2.4,0.3,19.7
33,Jamine Peterson,PROV,31,30.4,7.5,16.1,0.466,1.6,4.8,0.345,3.0,5.3,0.561,1.8,2.6,4.4,5.8,10.2,1.2,1.3,0.8,19.6
34,Klay Thompson,WSU,31,35.4,6.5,15.7,0.41200000000000003,2.5,6.7,0.364,4.3,5.4,0.8009999999999999,3.4,2.4,1.2,3.9,5.1,2.3,1.4,0.7,19.6
35,Greivis Vasquez,UMD,33,33.9,6.7,15.5,0.429,2.1,5.8,0.359,4.2,4.9,0.857,3.3,2.1,1.2,3.5,4.6,6.3,1.7,0.4,19.6
36,LaceDarius Dunn,BU,36,32.6,6.4,14.2,0.451,3.2,7.7,0.42,3.5,4.1,0.857,2.5,3.0,0.8,4.0,4.8,1.9,1.4,0.3,19.6
37,Andrew Goudelock,C of C,34,35.6,7.4,16.3,0.451,2.9,7.3,0.39299999999999996,1.8,2.2,0.8240000000000001,2.0,1.7,0.7,3.7,4.4,3.9,1.1,0.4,19.4
38,Jacob Pullen,KSU,37,31.6,5.4,13.0,0.419,3.0,7.5,0.396,5.5,6.7,0.8220000000000001,2.5,2.4,0.4,2.2,2.6,3.4,1.8,0.1,19.3
39,Cameron Jones,NAU,28,35.1,7.2,14.4,0.502,1.2,2.8,0.423,3.6,4.9,0.7390000000000001,3.1,1.8,0.8,3.9,4.6,2.8,1.2,0.0,19.3
40,Quincy Pondexter,UW,36,32.3,6.8,12.9,0.528,0.5,1.4,0.353,5.2,6.3,0.8270000000000001,1.9,2.5,3.0,4.4,7.4,1.8,1.3,0.6,19.3
41,John Holland,BU,35,34.4,6.1,13.4,0.45899999999999996,1.7,4.8,0.35700000000000004,5.2,6.1,0.851,2.1,3.3,1.7,4.4,6.1,1.1,1.6,0.3,19.2
42,Anthony Johnson,UM,32,34.9,5.8,11.7,0.49200000000000005,1.4,3.2,0.446,6.3,7.2,0.8740000000000001,2.8,1.6,0.7,2.5,3.2,3.0,0.8,0.1,19.2
43,Corey Hassan,SHU,28,34.4,6.7,15.5,0.43,3.2,8.4,0.385,2.6,3.8,0.695,2.8,2.0,2.2,5.3,7.6,2.1,1.4,0.0,19.2
44,C.J. McCollum,LU,33,31.9,6.2,13.4,0.45899999999999996,2.2,5.2,0.42100000000000004,4.6,5.7,0.81,2.0,1.5,1.4,3.6,5.0,2.4,1.3,0.2,19.1
45,Andrew Gonzalez,HBU,32,33.9,6.1,13.3,0.455,1.1,3.8,0.298,5.7,7.0,0.809,3.4,2.2,1.4,4.4,5.8,1.2,0.9,0.2,18.9
46,Cory Higgins,CU,31,33.4,6.2,12.3,0.505,1.0,2.9,0.35600000000000004,5.5,6.5,0.833,2.3,2.5,0.6,3.2,3.9,2.4,1.9,0.4,18.9
47,Nick Barbour,HP,29,28.1,5.9,13.9,0.425,2.5,6.3,0.401,4.6,6.0,0.763,2.5,2.7,0.7,2.3,3.1,1.1,1.3,0.3,18.9
48,Kyle Roemer,CU,29,34.4,6.6,15.4,0.43,2.6,7.1,0.369,2.9,3.7,0.792,2.7,2.6,1.3,4.3,5.7,1.4,1.5,0.2,18.8
49,Charles Garcia,SEA,31,26.0,6.1,12.9,0.474,0.4,1.5,0.27699999999999997,6.0,9.8,0.615,4.0,3.2,2.6,5.7,8.3,1.0,0.5,0.8,18.7
50,Dzherom Rendl,Cal,35,35.0,6.0,13.1,0.457,2.6,6.5,0.40399999999999997,4.0,4.3,0.9329999999999999,3.5,1.5,0.4,1.7,2.1,4.3,0.7,0.0,18.6
51,Dominic Waters,PSU,32,33.7,6.0,12.4,0.485,2.2,5.2,0.424,4.3,4.8,0.902,3.5,2.6,0.3,2.0,2.3,4.7,0.8,0.0,18.6
52,Keion Bell,PU,31,31.5,6.3,14.6,0.42700000000000005,1.3,3.6,0.35700000000000004,4.7,6.3,0.75,3.9,1.5,1.3,3.8,5.1,3.2,1.3,0.3,18.5
53,Talor Battle,PSU,31,37.0,6.2,14.8,0.42,2.3,6.5,0.35,3.8,5.4,0.705,2.4,1.7,0.6,4.7,5.3,4.2,1.1,0.1,18.5
54,Rodney Green,LU,30,37.1,6.8,16.4,0.415,1.2,4.4,0.265,3.7,5.3,0.703,4.0,1.9,0.9,4.2,5.1,4.3,1.6,0.2,18.5
55,Austin Kenon,VMI,29,31.3,5.6,14.3,0.38799999999999996,2.8,8.3,0.331,4.6,5.4,0.8420000000000001,2.5,2.4,1.2,1.8,3.0,3.6,1.4,0.1,18.4
56,Rodney Pierce,UB,29,34.0,6.5,15.8,0.41,2.0,5.6,0.354,3.5,4.3,0.81,2.3,2.2,0.6,2.8,3.4,3.2,1.5,0.2,18.4
57,Kyle Gibson,LTU,31,34.4,5.3,13.3,0.397,2.0,6.0,0.32799999999999996,5.9,7.1,0.84,2.4,2.1,0.9,3.0,3.9,3.0,0.9,0.1,18.4
58,Dior Lowhorn,USF,29,28.8,6.5,13.9,0.47,0.8,2.7,0.282,4.6,5.7,0.8109999999999999,2.0,2.2,2.2,4.4,6.6,0.6,0.7,0.5,18.4
59,Alex Young,IUPUI,36,31.6,6.7,13.8,0.488,2.0,5.1,0.396,2.9,4.3,0.6709999999999999,2.2,2.9,1.4,3.2,4.5,1.2,1.5,0.6,18.3
60,Scottie Reynolds,VILL,33,30.3,5.5,12.0,0.457,2.1,5.4,0.385,5.2,6.2,0.838,2.6,2.1,0.5,2.2,2.7,3.3,1.5,0.1,18.2
61,Dana Smith,LONG,31,31.8,6.3,13.2,0.478,1.1,3.1,0.34,4.6,6.9,0.664,3.0,3.3,2.4,4.8,7.2,2.5,1.0,0.5,18.2
62,Jawan Carter,UD,31,39.2,5.2,13.3,0.387,2.4,7.3,0.326,5.5,6.8,0.807,3.0,2.7,0.7,2.5,3.3,4.9,1.3,0.0,18.2
63,John Shurna,NU,34,36.4,6.4,13.9,0.45899999999999996,2.3,6.5,0.355,3.1,4.1,0.775,2.0,2.2,1.7,4.6,6.4,2.6,0.9,0.9,18.2
64,Jon Scheyer,DUKE,40,36.8,5.3,13.3,0.39899999999999997,2.8,7.2,0.38299999999999995,4.8,5.5,0.878,1.6,1.4,0.8,2.8,3.5,4.8,1.6,0.2,18.2
65,Manny Harris,UM,31,36.1,5.8,13.9,0.42100000000000004,1.5,5.0,0.308,4.9,6.1,0.8,2.8,1.5,1.8,4.2,6.0,4.1,1.8,0.4,18.1
66,Lazar Hayward,MU,34,32.3,6.5,15.1,0.43200000000000005,1.9,5.5,0.349,3.1,3.7,0.843,2.0,3.4,2.1,5.4,7.5,1.5,1.9,0.5,18.1
67,Garrison Johnson,JSU,32,33.7,5.4,14.5,0.37,2.3,6.5,0.35100000000000003,5.0,6.9,0.732,2.2,1.9,1.5,3.0,4.5,1.5,1.0,0.5,18.1
68,Chris Gaston,FORD,28,35.0,6.8,15.1,0.449,0.1,0.8,0.091,4.4,6.5,0.67,4.6,2.6,4.1,7.3,11.5,1.5,0.9,1.9,18.0
69,Orlando Johnson,UCSB,30,31.3,5.9,12.2,0.48100000000000004,1.5,3.9,0.397,4.7,6.7,0.703,2.7,2.4,1.9,3.5,5.4,2.3,0.7,0.6,18.0
70,Damion James,UT,34,30.3,6.2,12.3,0.502,1.1,2.8,0.38299999999999995,4.6,6.8,0.674,2.0,2.9,3.1,7.1,10.3,1.0,1.7,1.2,18.0
71,Elliot Williams,UM,34,33.3,5.2,11.4,0.45899999999999996,1.8,4.8,0.366,5.7,7.5,0.758,2.9,2.0,0.7,3.2,4.0,3.8,1.3,0.1,17.9
72,Tyren Johnson,LA,30,36.1,6.8,13.7,0.5,1.0,2.8,0.361,3.3,4.7,0.69,3.6,2.8,2.0,6.0,8.0,3.3,1.8,1.5,17.9
73,Randy Culpepper,UTEP,33,33.3,6.1,12.9,0.47100000000000003,2.5,6.8,0.368,3.3,4.5,0.735,1.8,1.9,0.7,2.1,2.8,1.9,1.8,0.3,17.9
74,Donald Sloan,TAMU,34,33.2,5.9,13.3,0.446,1.4,3.8,0.369,4.6,6.0,0.77,2.4,1.6,0.7,2.9,3.6,2.3,0.6,0.1,17.9
75,Kevin Anderson,RICH,35,37.1,6.6,14.4,0.457,1.1,3.2,0.33899999999999997,3.5,4.3,0.816,2.4,1.7,0.6,2.7,3.4,2.7,1.7,0.3,17.8
76,Travis Taylor,MU,24,34.6,6.8,12.5,0.542,0.0,0.2,0.0,4.2,6.5,0.652,4.1,2.9,2.5,5.1,7.6,1.6,1.0,0.8,17.8
77,James Florence,MER,31,33.1,5.6,13.7,0.406,1.8,5.8,0.315,4.7,6.4,0.746,3.7,2.9,0.6,2.5,3.1,4.6,1.7,0.4,17.7
78,Rico Pickett,MAN,29,31.4,6.9,15.8,0.44,1.7,5.0,0.33299999999999996,2.2,3.1,0.711,2.0,2.2,1.1,2.8,3.9,1.0,1.3,0.2,17.7
79,Trey Thompkins,UGA,31,31.0,6.7,13.8,0.483,0.7,2.0,0.377,3.6,4.7,0.762,2.9,2.6,2.1,6.2,8.3,1.9,1.0,1.2,17.7
80,Zach Rosen,PENN,28,37.1,5.0,11.4,0.439,2.5,6.0,0.425,5.1,6.0,0.862,3.3,2.8,0.8,2.5,3.3,4.4,1.1,0.0,17.7
81,Kyle Singler,DUKE,40,36.0,5.7,13.8,0.415,2.1,5.3,0.39899999999999997,4.2,5.2,0.7979999999999999,2.0,2.1,2.2,4.7,6.9,2.4,1.0,0.8,17.7
82,Brandon Wood,VAL,32,31.7,6.2,13.3,0.46399999999999997,1.8,4.7,0.373,3.5,4.3,0.813,2.5,2.2,1.0,3.5,4.5,2.2,1.0,0.1,17.7
83,Jaytornah Wisseh,LIU,29,36.1,5.5,13.9,0.396,1.0,3.6,0.29100000000000004,5.6,6.8,0.8320000000000001,4.2,1.9,0.7,3.4,4.2,5.7,1.6,0.0,17.6
84,Keith Gabriel,VMI,28,25.8,5.9,14.4,0.408,3.0,9.4,0.321,2.8,4.1,0.687,1.8,2.4,1.0,2.5,3.5,1.2,2.0,0.8,17.6
85,Kyle Austin,UCR,29,34.3,6.2,13.8,0.449,0.9,2.4,0.35700000000000004,4.3,6.9,0.625,2.2,2.1,3.3,4.1,7.4,1.7,0.7,0.3,17.6
86,Ryan Wittman,COR,34,33.9,6.1,12.9,0.474,3.2,7.5,0.426,2.1,2.5,0.826,1.7,1.9,0.5,3.5,4.0,1.8,1.1,0.4,17.5
87,A.J. Slaughter,WKU,34,36.5,5.4,13.0,0.41600000000000004,2.3,6.5,0.359,4.4,5.3,0.8270000000000001,2.7,1.9,0.5,2.7,3.2,4.3,1.6,0.1,17.5
88,Jonathan Gibson,NMSU,34,32.6,5.8,13.0,0.447,3.1,7.7,0.406,2.8,3.3,0.848,2.1,2.0,0.5,2.4,2.9,2.8,1.4,0.1,17.5
89,Markeith Cummings,KENN,33,34.0,6.2,13.6,0.455,1.0,3.0,0.337,4.1,5.7,0.7170000000000001,2.9,2.4,2.4,3.7,6.1,2.1,0.9,0.2,17.4
90,Jonathan Rodriguez,CAM,30,32.6,5.4,11.2,0.485,0.8,2.4,0.319,5.8,7.4,0.779,2.5,2.3,2.4,5.7,8.1,2.0,1.5,0.5,17.4
91,Alex Zampier,YALE,29,30.9,5.6,14.2,0.391,1.9,6.3,0.299,4.4,5.1,0.858,3.1,1.7,0.2,2.7,2.9,2.4,2.0,0.2,17.4
92,Nolan Smith,DUKE,38,35.5,6.3,14.3,0.44,1.6,4.0,0.392,3.2,4.2,0.767,1.8,1.7,0.9,1.9,2.8,3.0,1.2,0.2,17.4
93,Marqus Blakely,UVM,35,33.7,5.8,10.7,0.542,0.0,0.4,0.067,5.8,8.7,0.667,3.5,2.5,3.2,6.1,9.3,3.7,2.4,1.9,17.3
94,Keith Benson,OU,35,31.3,5.9,11.1,0.5329999999999999,0.1,0.1,0.4,5.4,7.5,0.7240000000000001,1.7,3.0,3.2,7.3,10.5,0.8,0.4,3.3,17.3
95,Sylven Landesberg,UVA,27,32.1,6.1,13.9,0.44299999999999995,0.9,2.2,0.38299999999999995,4.1,5.1,0.81,2.3,2.1,1.4,3.5,4.9,2.9,0.8,0.3,17.3
96,Jerome Dyson,UConn,34,33.6,5.7,14.7,0.391,1.2,4.0,0.294,4.6,6.4,0.716,3.9,2.8,1.0,3.4,4.4,4.2,1.4,0.6,17.2
97,Cameron Wells,CIT,32,35.3,6.1,15.0,0.408,0.5,2.0,0.262,4.4,5.1,0.866,2.2,2.2,1.2,4.4,5.7,4.1,1.5,0.4,17.2
98,Tre'Von Willis,UNLV,33,29.8,5.5,11.6,0.47600000000000003,1.2,4.2,0.295,4.9,5.8,0.858,2.4,2.5,0.8,3.1,3.9,3.5,1.3,0.2,17.2
99,Da'Sean Butler,WVU,38,35.8,5.5,13.2,0.414,1.8,5.2,0.354,4.4,5.6,0.789,1.8,2.2,1.6,4.6,6.2,3.1,1.0,0.4,17.2
100,Chris Warren,UM,35,32.9,5.5,12.9,0.426,3.2,7.9,0.40399999999999997,3.1,3.7,0.8170000000000001,2.3,1.6,0.2,1.8,2.0,3.5,1.1,0.1,17.2
101,Ryan Thompson,RU,33,36.6,5.2,12.4,0.42200000000000004,1.4,4.4,0.324,5.3,6.5,0.818,2.2,2.0,1.4,3.6,5.0,2.8,1.2,0.3,17.2
102,Josh Slater,LIP,30,30.7,5.2,11.5,0.455,1.4,3.9,0.371,5.2,7.5,0.698,2.9,2.2,1.8,3.6,5.4,5.2,1.9,0.4,17.1
103,Gilberto Clavell,SHSU,33,28.1,6.2,10.9,0.574,0.1,0.4,0.14300000000000002,4.6,6.3,0.7290000000000001,2.7,3.2,2.8,3.6,6.4,1.3,0.8,0.2,17.1
104,Armon Bassett,OU,33,34.8,5.0,12.8,0.39,2.2,6.3,0.34600000000000003,5.0,6.1,0.812,2.3,1.3,0.3,3.0,3.3,3.5,1.2,0.1,17.1
105,Tyrone Lewis,NU,27,34.2,5.3,13.8,0.386,3.1,8.8,0.354,3.2,4.2,0.754,1.4,2.7,1.4,3.2,4.7,1.7,1.9,0.7,17.1
106,Alec Burks,CU,30,30.2,5.7,10.7,0.537,0.6,1.8,0.35200000000000004,5.0,6.4,0.772,1.9,2.5,1.9,3.1,5.0,1.8,1.2,0.4,17.1
107,Mark Yelovich,SIUE,21,31.2,5.6,13.4,0.418,1.4,4.2,0.326,4.4,5.6,0.7879999999999999,1.6,2.0,1.1,5.0,6.0,1.3,1.1,0.8,17.0
108,Trenton Marshall,JSU,27,30.3,5.7,13.7,0.41600000000000004,2.1,5.7,0.368,3.5,4.4,0.792,1.9,2.2,1.2,3.9,5.1,2.3,1.6,0.5,17.0
109,Isaiah Thomas,UW,35,31.1,5.3,12.8,0.415,1.9,5.7,0.327,4.5,6.1,0.732,2.4,1.9,0.6,3.3,3.9,3.2,1.1,0.1,16.9
110,Carlos Medlock,EMU,32,35.2,4.6,11.9,0.385,2.3,7.0,0.335,5.4,6.7,0.805,3.4,2.9,0.6,2.9,3.5,3.8,1.6,0.1,16.9
111,Davis Baker,SUU,29,33.9,6.0,13.1,0.461,1.0,2.8,0.354,3.8,4.5,0.8540000000000001,2.6,1.9,0.9,4.5,5.4,0.9,0.9,0.2,16.9
112,Devin Sweetney,SFU,28,32.1,5.1,12.1,0.418,1.2,3.7,0.327,5.5,6.7,0.8290000000000001,3.2,2.5,2.1,5.2,7.4,2.1,1.2,0.5,16.9
113,Wesley Channels,APSU,32,35.3,5.4,13.0,0.413,2.2,5.0,0.441,3.9,5.4,0.723,2.9,2.7,1.1,3.2,4.3,2.9,1.4,0.2,16.9
114,Kenneth Faried,MSU,35,30.3,6.4,11.3,0.564,0.0,0.1,0.25,4.0,6.8,0.595,2.4,3.3,4.2,8.8,13.0,0.5,1.6,1.9,16.9
115,Tasmin Mitchell,LSU,31,37.4,6.3,14.6,0.433,1.0,3.0,0.34,3.1,4.3,0.7290000000000001,2.2,2.3,3.0,6.4,9.4,1.9,1.3,0.5,16.8
116,Paul George,CSUF,29,33.2,5.3,12.5,0.424,2.0,5.8,0.353,4.1,4.6,0.909,3.2,2.9,1.9,5.3,7.2,3.0,2.2,0.8,16.8
117,DeShawn Sims,UM,32,32.1,6.9,14.0,0.49200000000000005,0.7,2.3,0.284,2.3,3.5,0.67,1.5,2.2,3.1,4.5,7.6,0.9,1.1,0.7,16.8
118,Brandon Hazzard,TU,33,33.1,5.6,13.6,0.413,2.5,6.6,0.382,2.9,3.9,0.746,2.3,2.0,0.3,1.7,2.0,1.6,1.1,0.0,16.7
119,Drew Viney,LMU,32,34.5,5.8,12.9,0.444,2.0,4.6,0.426,3.2,4.0,0.8190000000000001,2.0,2.6,1.5,5.6,7.0,1.9,1.2,1.2,16.7
120,Mike Rosario,RU,32,33.7,5.8,15.2,0.37799999999999995,2.4,7.5,0.326,2.8,3.7,0.7390000000000001,2.7,2.0,1.3,2.6,3.9,1.4,1.0,0.1,16.7
121,Muhammad El-Amin,SB,31,30.4,5.8,14.5,0.402,1.8,5.1,0.348,3.3,4.1,0.797,2.3,2.1,0.9,2.5,3.4,1.9,1.1,0.2,16.7
122,John Wall,UK,37,34.8,5.5,11.8,0.461,1.0,3.1,0.325,4.7,6.3,0.754,4.0,1.9,0.8,3.5,4.3,6.4,1.8,0.5,16.6
123,Roderick Flemings,UH,28,35.3,6.2,14.2,0.435,0.6,2.7,0.24,3.6,5.6,0.654,2.1,2.3,2.1,4.1,6.2,2.2,0.8,0.4,16.6
124,Will Figures,UNC,33,32.1,4.6,10.8,0.42200000000000004,1.8,4.3,0.413,5.7,6.7,0.851,2.3,2.4,0.8,2.9,3.6,2.8,1.0,0.0,16.6
125,Noah Dahlman,WC,35,28.9,6.4,11.1,0.579,0.0,0.0,0.0,3.8,5.5,0.7020000000000001,1.1,2.0,3.3,3.0,6.2,0.7,0.9,0.4,16.6
126,Dominic Calegari,UCD,32,30.6,5.8,11.5,0.507,1.9,4.5,0.41700000000000004,3.1,4.3,0.715,2.4,2.8,1.3,4.0,5.3,2.0,1.1,0.9,16.6
127,Jeremy Green,SU,32,33.8,5.7,14.2,0.402,2.9,7.6,0.381,2.3,2.9,0.815,1.3,2.1,0.8,3.0,3.8,0.8,0.8,0.0,16.6
128,Amorrow Morgan,ISU,28,34.6,5.7,12.3,0.462,1.0,2.8,0.36700000000000005,4.2,6.1,0.6940000000000001,3.2,1.9,0.8,2.9,3.7,1.6,0.9,0.1,16.6
129,Derek Williams,SMU,31,36.4,5.4,12.4,0.43799999999999994,1.2,4.0,0.306,4.5,6.0,0.757,2.5,1.8,0.5,2.7,3.2,3.7,0.9,0.1,16.6
130,Denis Clemente,KSU,37,34.7,5.8,14.2,0.405,2.4,7.0,0.341,2.7,3.6,0.7440000000000001,1.9,2.1,0.6,1.7,2.4,4.2,1.1,0.1,16.6
131,James Feldeine,QU,33,32.4,6.0,14.0,0.425,1.2,3.4,0.342,3.5,4.3,0.797,2.5,2.2,1.3,4.5,5.8,2.5,1.4,0.2,16.5
132,Tracy Smith,NCST,35,32.1,6.3,12.1,0.524,0.0,0.0,0.0,3.8,5.9,0.654,1.9,2.7,2.4,4.9,7.3,1.1,1.1,1.0,16.5
133,Craig Brackins,ISU,32,35.1,6.0,14.3,0.42,0.8,2.7,0.31,3.7,4.8,0.76,2.1,2.0,2.1,6.4,8.5,2.2,0.8,1.2,16.5
134,Wesley Johnson,SU,35,35.0,5.9,11.8,0.502,1.5,3.5,0.415,3.2,4.1,0.772,2.3,2.1,2.1,6.4,8.5,2.2,1.7,1.8,16.5
135,Austin Freeman,GU,33,34.4,6.1,11.6,0.525,1.8,4.0,0.444,2.5,2.9,0.856,1.9,1.8,0.9,2.6,3.5,2.4,0.9,0.2,16.5
136,Joe Zeglinski,UHA,29,37.7,5.7,15.3,0.373,3.4,9.8,0.344,1.7,2.2,0.738,1.8,2.6,0.9,4.2,5.1,1.7,1.0,0.2,16.5
137,Brenton Butler,FORD,28,34.3,5.1,15.2,0.335,2.1,6.9,0.299,4.2,5.1,0.812,2.2,2.0,0.5,2.6,3.1,2.4,0.9,0.0,16.5
138,E'Twaun Moore,PU,35,31.5,6.1,13.6,0.445,1.5,4.2,0.349,2.9,3.9,0.73,2.1,2.3,0.9,2.9,3.8,2.7,1.5,0.3,16.4
139,Jeremy Lin,HAR,29,32.2,5.1,9.9,0.519,1.0,3.0,0.341,5.1,6.8,0.755,3.1,2.9,0.8,3.6,4.4,4.4,2.4,1.1,16.4
140,Derek Needham,FU,34,36.5,5.5,14.4,0.382,1.7,5.6,0.307,3.7,5.1,0.7240000000000001,3.8,2.8,0.6,2.6,3.2,5.2,1.8,0.1,16.4
141,DeAndre Hall,TSU,33,33.4,6.7,13.2,0.503,0.4,1.2,0.359,2.6,4.2,0.63,3.2,2.5,1.7,3.8,5.5,2.6,2.0,0.5,16.4
142,Andrew Nicholson,STBN,30,30.2,6.6,11.7,0.564,0.0,0.0,0.0,3.2,4.2,0.76,1.8,3.0,2.4,4.7,7.1,0.5,0.2,1.8,16.4
143,Norris Cole,CSU,33,34.2,5.6,13.0,0.43200000000000005,1.2,3.4,0.342,4.0,5.0,0.799,2.8,2.5,0.4,2.3,2.8,4.4,1.8,0.1,16.3
144,Julius Wells,JMU,33,36.7,5.5,14.2,0.387,2.8,7.8,0.353,2.5,3.6,0.7,3.2,2.1,0.7,4.3,5.1,2.2,0.9,0.1,16.3
